delete_reason,batch,Final label,Confidence,Keywords
sudah beberapa bulan tidak ikut date dan waktu yang terlalu sibuk sehingga memutuskan untuk off dl,batch : 2 of 48 row: 6,waktu_tidak_sesuai,80%,"waktu sibuk, tidak ikut date, off"
date member akan kerja di luar negeri dan mengikuti suaminya. date member mencari date yang bisa online agar tetap bisa berkomunitas saat di luar negeri.,batch : 2 of 48 row: 7,lokasi,95%,"pindah ke luar negeri, cari date online, relokasi"
Indra sudah info tidak ikut DATE karena sudah pindah gereja.,batch : 2 of 48 row: 8,tertanam_di_gereja_lain,90%,"pindah gereja, tidak ikut DATE, berganti gereja"
Indra sudah info tidak ikut DATE karena sudah pindah gereja.,batch : 2 of 48 row: 9,tertanam_di_gereja_lain,90%,"pindah gereja, tidak ikut DATE, berganti gereja"
"member salah input double 
data",batch : 2 of 48 row: 10,Admin,95%,"salah input, double data, kesalahan administratif"
Sudah tidak hadir dari 2022. Dikontak tidak ada respons. Ingin memberi ruang untuk new member yang benar-benar bisa dimuridkan dan komit untuk ke date.,batch : 3 of 48 row: 1,tidak_ada_respon,90%,"tidak hadir, tidak ada respons"
Sudah tidak hadir dari 2022. Dikontak tidak ada respons. Ingin memberi ruang untuk new member yang benar-benar bisa dimuridkan dan komit untuk ke date.,batch : 3 of 48 row: 2,tidak_ada_respon,90%,"tidak hadir, tidak ada respons"
dater pindah ke USA utk jangka lama,batch : 3 of 48 row: 3,lokasi,100%,"pindah, USA"
dater pindah ke USA utk jangka lama,batch : 3 of 48 row: 4,lokasi,100%,"pindah, USA"
"pindah domisili ke Maja Raya, sehingga pindah gereja",batch : 3 of 48 row: 5,lokasi,100%,"pindah domisili, gereja"
mencari date dengan waktu yg berbeda,batch : 3 of 48 row: 6,waktu_tidak_sesuai,80%,waktu berbeda
Dikarenakan date ini sudah tidak aktif dan anggota date diberi waktu untuk mencari date baru,batch : 3 of 48 row: 7,alasan_DATE,90%,date tidak aktif
Di karenakan date ini sudah tidak aktif dan anggota member mau mencari date baru,batch : 3 of 48 row: 8,alasan_DATE,90%,date tidak aktif
Pasangan Amos & Lia pindah gereja,batch : 3 of 48 row: 9,tertanam_di_gereja_lain,100%,pindah gereja
Pasangan Amos & Lia pindah gereja,batch : 3 of 48 row: 10,tertanam_di_gereja_lain,100%,pindah gereja
banyak kesibukan pekerjaan di hari jumat,batch : 4 of 48 row: 1,waktu_tidak_sesuai,90%,"kesibukan, pekerjaan, jumat"
banyak kesibukan pekerjaan di hari jumat,batch : 4 of 48 row: 2,waktu_tidak_sesuai,90%,"kesibukan, pekerjaan, jumat"
"Never come, no news and never respond..",batch : 4 of 48 row: 3,tidak_ada_respon,100%,"never, no, respond"
Move to new address at Palmerah,batch : 4 of 48 row: 4,lokasi,100%,"move, new, address"
Remove to new Address at KebonJeruk,batch : 4 of 48 row: 5,lokasi,100%,"remove, new, address"
Remove to the new house at Serpong,batch : 4 of 48 row: 6,lokasi,100%,"remove, new, house"
Not come and no respond for vew years,batch : 4 of 48 row: 7,tidak_ada_respon,100%,"not, come, respond"
Not come again fot 2 years later,batch : 4 of 48 row: 8,tidak_ada_respon,100%,"not, come, again"
No respond if we contact her vew month later,batch : 4 of 48 row: 9,tidak_ada_respon,100%,"no, respond, contact"
Never come to DATE again at least 3 years,batch : 4 of 48 row: 10,alasan_DATE,100%,"never, come, DATE"
Never come again at least for 1 year,batch : 5 of 48 row: 1,others,80%,"never, come, again"
Never come again for 6 months,batch : 5 of 48 row: 2,others,80%,"never, come, again"
"Mau membenahi jadwal di keluarganya yg sedang sibuk, tdk bs komit datang di date hari sabtu & tdk mau utk transfer ke date di hari lainn.",batch : 5 of 48 row: 3,waktu_tidak_sesuai,90%,"jadwal, sibuk, komit"
"Mau membenahi jadwal di keluarganya yg sedang sibuk, tdk bs komit datang di date hari sabtu & tdk mau utk transfer ke date di hari lainn.",batch : 5 of 48 row: 4,waktu_tidak_sesuai,90%,"jadwal, sibuk, komit"
"Victor ada perubahan email, email yg lama ada problem",batch : 5 of 48 row: 5,Admin,80%,"email, problem, perubahan"
sudah 1 tahun tidak hadir date. pindah ke darmawangsa 6,batch : 5 of 48 row: 6,lokasi,90%,"pindah, darmawangsa, lokasi"
sudah tidak pernah datang 1 tahun terakhir,batch : 5 of 48 row: 7,others,70%,"tidak, datang, tahun"
Move to Date Kemayoran 5 (DL Reagan),batch : 5 of 48 row: 8,alasan_DATE,90%,"move, date, kemayoran"
No longer go to JPCC and Date. After married she went to GKI with her husband,batch : 5 of 48 row: 9,perbedaan_musim_kehidupan,90%,"menikah, gki, husband"
sudah 3 tahun tidak datang date,batch : 5 of 48 row: 10,others,70%,"tidak, datang, tahun"
sudah 3 tahun tidak datang date lagi,batch : 6 of 48 row: 1,alasan_DATE,80%,"tidak datang, date, lagi"
not longer active because of busy working.,batch : 6 of 48 row: 2,waktu_tidak_sesuai,90%,"busy, working, active"
mau coba pindah ke date yang baru,batch : 6 of 48 row: 3,alasan_DATE,80%,"pindah, date, baru"
Pindah domisili dari Jakarta ke Jambi,batch : 6 of 48 row: 4,lokasi,100%,"pindah, domisili, Jakarta"
pindah keluar kota. sudah ngak pernah datang di date sudah lama.,batch : 6 of 48 row: 5,lokasi,100%,"pindah, keluar, kota"
pindah rumah ke area meruya sehingga mencari date yang dekat. sudah ngak pernah datang di date sudah lama.,batch : 6 of 48 row: 6,lokasi,100%,"pindah, rumah, meruya"
pindah rumah ke area meruya sehingga mencari date yang dekat. sudah ngak pernah datang di date sudah lama.,batch : 6 of 48 row: 7,lokasi,100%,"pindah, rumah, meruya"
The person has moved to bali..,batch : 6 of 48 row: 8,lokasi,100%,"moved, bali, person"
"Dari awal, yg tertarik ikut date hanya istrinya (liza).. utk suaminya tidak pernah datang.",batch : 6 of 48 row: 9,alasan_DATE,70%,"tidak datang, suaminya, date"
Silvia sudah aktif di gereja lokal nya,batch : 6 of 48 row: 10,tertanam_di_gereja_lain,90%,"aktif, gereja, lokal"
Mola sudah pindah kota dan aktif di gereja lokal nya,batch : 7 of 48 row: 1,lokasi,100%,"pindah, kota, gereja"
Pindah ke bandung for goods dan date kami sekarang onsite,batch : 7 of 48 row: 2,lokasi,100%,"pindah, bandung, onsite"
Bukan member dari dk20 jadinya harus diremove,batch : 7 of 48 row: 3,Admin,100%,"remove, member, dk20"
Sudah 3 bulan tidak join DATE.,batch : 7 of 48 row: 4,tidak_ada_respon,100%,"tidak, join, DATE"
Sudah 3 bulan tidak join DATE.,batch : 7 of 48 row: 5,tidak_ada_respon,100%,"tidak, join, DATE"
Date leader akan pindah ke Semarang,batch : 7 of 48 row: 6,lokasi,100%,"pindah, semarang, date"
Date leader akan pindah ke Semarang,batch : 7 of 48 row: 7,lokasi,100%,"pindah, semarang, date"
Date leader akan pindah ke Semarang,batch : 7 of 48 row: 8,lokasi,100%,"pindah, semarang, date"
Date leader akan pindah ke Semarang,batch : 7 of 48 row: 9,lokasi,100%,"pindah, semarang, date"
Date leader akan pindah ke Semarang,batch : 7 of 48 row: 10,lokasi,100%,"pindah, semarang, date"
Karena pindah rumah ke Jogjakarta,batch : 8 of 48 row: 1,lokasi,100%,"pindah, rumah, Jogjakarta"
Karena ybs sudah meninggal dunia,batch : 8 of 48 row: 2,others,100%,"meninggal, dunia, ybs"
Pindah ke luar kota (bali) karena pekerjaan,batch : 8 of 48 row: 3,lokasi,100%,"pindah, luar, kota"
Pindah ke luar kota (Bali) karena pekerjaan,batch : 8 of 48 row: 4,lokasi,100%,"pindah, luar, kota"
Absent from DATE for long time,batch : 8 of 48 row: 5,tidak_ada_respon,100%,"absent, long, time"
Absent from DATE for long time,batch : 8 of 48 row: 6,tidak_ada_respon,100%,"absent, long, time"
Decided to quit as she felt like she didn't fit in well with the other members.,batch : 8 of 48 row: 7,alasan_DATE,100%,"quit, didn't, fit"
Keluar karena season kehidupannha sudah tidak cocok dengan date ini,batch : 8 of 48 row: 8,perbedaan_musim_kehidupan,100%,"season, kehidupan, tidak"
YBS sudah lama sekali tidak join Date dan lokasi tinggal cukup jauh dari tempat Date,batch : 8 of 48 row: 9,lokasi,100%,"lokasi, jauh, tinggal"
YBS sudah cukup lama tidak join Date memang jadwal pekerjaan yang kurang cocok dengan waktu Date,batch : 8 of 48 row: 10,waktu_tidak_sesuai,100%,"jadwal, pekerjaan, kurang"
mau mencari DATE MARRIAGE COUPLE,batch : 9 of 48 row: 1,alasan_DATE,80%,"DATE, MARRIAGE, COUPLE"
mau mencari DATE MARRIAGE COUPLE,batch : 9 of 48 row: 2,alasan_DATE,80%,"DATE, MARRIAGE, COUPLE"
"sudah pindah tempat tinggal, skrg Felice ingin mencari date lain sendiri.

sudah aku tawarkan 2 opsi:
1. aku remove dari myjpcc, lalu nanti Felice bisa cari2 sendiri via search di myjpcc
2. aku refer ke date teman yg aku kenal, tapi tetap jauh dari tempat tinggal Felice
3. aku search via myjpcc, lalu nanti aku refer Felice ke DL itu

Felice memilih opsi 1, supaya lebih mudah untuk dia mencari sesuai kriteria dia",batch : 9 of 48 row: 3,lokasi,90%,"pindah, tempat, tinggal"
DL pindah rumah dan DM pindah ke Date sebelumnya.,batch : 9 of 48 row: 4,lokasi,90%,"pindah, rumah, Date"
DL pindah rumah sehingga DM pindah ke Date sebelumnya.,batch : 9 of 48 row: 5,lokasi,90%,"pindah, rumah, Date"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 6,lokasi,90%,"pindah, lokasi, rumah"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 7,lokasi,90%,"pindah, lokasi, rumah"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 8,lokasi,90%,"pindah, lokasi, rumah"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 9,alasan_DATE,70%,"date, lain, general"
Ingin mencari date lain yg general,batch : 9 of 48 row: 10,alasan_DATE,80%,"date lain, general"
Cannot be contacted anymore and she told me she was going to explore other datws,batch : 10 of 48 row: 1,others,80%,"cannot, contacted, anymore"
sibuk kuliah dan tidak ada waktu untuk ikut date. pd saat weekend juga sudah terlalu capek jadi tdk bs beraktivitas,batch : 10 of 48 row: 2,waktu_tidak_sesuai,90%,"sibuk, kuliah, tidak"
ybs sudah pindah tempat tinggal dan tidak ada update berita lagi,batch : 10 of 48 row: 3,lokasi,100%,"pindah, tempat, tinggal"
Decided to stay in her local church in Bogor.,batch : 10 of 48 row: 4,tertanam_di_gereja_lain,100%,"stay, local, church"
Move to husband's church after married.,batch : 10 of 48 row: 5,perbedaan_musim_kehidupan,100%,"married, husband's, church"
sudah move ke date senopati 1 bersama istri,batch : 10 of 48 row: 6,alasan_DATE,100%,"move, date, senopati"
"Tidak ikut date dulu,
karena ditugaskan ke luar kota",batch : 10 of 48 row: 7,lokasi,100%,"ditugaskan, luar, kota"
sudah tidak ikut date lagi. sudah keluar,batch : 10 of 48 row: 8,tidak_ada_respon,80%,"tidak, ikut, date"
"Ibu Sarah pindah date di karenakan kendala dengan lokasi yg jauh, sebelumnya ikut date di karenakan via zoom sebab masuk dalam DATE pada saat covid, dimana Date selalu via zoom, namun saat ini tidak bisa ikut Date onsite karena terlalu jauh lokasinya, dan usia sudah tua.",batch : 10 of 48 row: 9,lokasi,100%,"pindah, lokasi, jauh"
Sudah tidak datang lagi ke DATE.,batch : 10 of 48 row: 10,tidak_ada_respon,80%,"tidak, datang, lagi"
based in Singapore and already have local community,batch : 11 of 48 row: 1,lokasi,90%,"Singapore, local, community"
based in Singapore and already have local community,batch : 11 of 48 row: 2,lokasi,90%,"Singapore, local, community"
"Tidak join date setiabudi , terdaftar secara otomatis karena menikah dengan salah satu anggota date member",batch : 11 of 48 row: 3,perbedaan_musim_kehidupan,95%,"menikah, anggota, date"
Mmemasuki new season baru yang mereka akan mau mengikuti married couple date,batch : 11 of 48 row: 4,perbedaan_musim_kehidupan,95%,"new, season, married"
Masuk ke new season baru dmn mereka akan mencari married couple date,batch : 11 of 48 row: 5,perbedaan_musim_kehidupan,95%,"new, season, married"
"sudah menikah, jadi perlu pindah ke married couple",batch : 11 of 48 row: 6,perbedaan_musim_kehidupan,95%,"menikah, married, couple"
sudah lebih dari 1 tahun tidak pernah datang date lagi,batch : 11 of 48 row: 7,tidak_ada_respon,80%,"tidak, pernah, datang"
Sudah 4 bukan tidak join date dan memutuskan untuk keluar dari date,batch : 11 of 48 row: 8,perbedaan_musim_kehidupan,90%,"menikah, keluar, date"
Member sudah tidak bisa hadir selama 5 bulan Date karena kesibukan,batch : 11 of 48 row: 9,waktu_tidak_sesuai,90%,"kesibukan, tidak, bisa"
pindah rumah lokasi jauh tirak bisa hadir,batch : 11 of 48 row: 10,lokasi,95%,"pindah, rumah, jauh"
tdk pernah datang DATE >3bulan,batch : 12 of 48 row: 1,alasan_DATE,90%,"DATE, tdk datang, 3bulan"
DM dan istrinya Ruth meminta utk dikeluarkan untuk mempermudah cari tempat Date baru di sekitar Depok,batch : 12 of 48 row: 2,lokasi,95%,"Depok, pindah, lokasi"
Akan multiplikasi dan akan pindah date,batch : 12 of 48 row: 3,alasan_DATE,85%,"multiplikasi, pindah, date"
"Tidak pernah hadir dan ikut date 1,5 tahun ini, sudah dilakukan konfirmasi ke DM kalau status di DATE akan di delete.",batch : 12 of 48 row: 4,alasan_DATE,90%,"tidak hadir, date, delete"
based in Singapore and will find new community locally,batch : 12 of 48 row: 5,lokasi,100%,"Singapore, pindah, lokasi"
based in Singapore and will find new community locally,batch : 12 of 48 row: 6,lokasi,100%,"Singapore, pindah, lokasi"
Sudah tidak aktif selama lebih dari setahun. Sudah dihubungi namun tidak ada respon,batch : 12 of 48 row: 7,tidak_ada_respon,95%,"tidak aktif, tidak respon, setahun"
date member mendaftar dengan cara yang salah,batch : 12 of 48 row: 8,Admin,80%,"mendaftar, salah, admin"
Ingin berkomitmen lagi di Gereja Minahasa,batch : 12 of 48 row: 9,tertanam_di_gereja_lain,90%,"Gereja Minahasa, berkomitmen, gereja"
sudah tidak join date lagi dalam waktu yang lama,batch : 12 of 48 row: 10,alasan_DATE,85%,"tidak join, date, lama"
adik dari orang ini yang sudah jadi member date salah mengisi data. adiknya menulis statusnya spouse. jadi ikut masuk dalam member. adiknya meminta direlease saja,batch : 13 of 48 row: 1,Admin,90%,"salah, mengisi, data"
"Pindah ke kampung halaman, kalimantan",batch : 13 of 48 row: 2,lokasi,100%,"pindah, kampung, kalimantan"
Inactive for months and did not response to any message,batch : 13 of 48 row: 3,tidak_ada_respon,100%,"inactive, tidak, response"
Waktu date konflik dengan jadwal kerja,batch : 13 of 48 row: 4,waktu_tidak_sesuai,100%,"waktu, konflik, jadwal"
"bentrok dengan waktu nya Dgs 38, dan Philip ingin mencari Date selain hari sabtu.",batch : 13 of 48 row: 5,waktu_tidak_sesuai,100%,"bentrok, waktu, hari"
Sudah pindah DATE KG28 tapi tidak bisa di transfer member,batch : 13 of 48 row: 6,Admin,90%,"pindah, DATE, tidak"
"mau mencari date married couple, dan sudah pindah gading serpong",batch : 13 of 48 row: 7,lokasi,100%,"pindah, gading, serpong"
move to another Date since the Date is closed,batch : 13 of 48 row: 8,alasan_DATE,100%,"move, DATE, closed"
"Because the member is not actively involved in the DATE for the past 2 months due to her job and after discussing directly with her, she agreed to be removed from MyJPCC system.",batch : 13 of 48 row: 9,waktu_tidak_sesuai,100%,"job, tidak, aktif"
DATE Multiplication purpose.,batch : 13 of 48 row: 10,others,80%,"DATE, Multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 1,alasan_DATE,100%,"DATE, Multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 2,alasan_DATE,100%,"DATE, Multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 3,alasan_DATE,100%,"DATE, Multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 4,alasan_DATE,100%,"DATE, Multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 5,alasan_DATE,100%,"DATE, Multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 6,alasan_DATE,100%,"DATE, Multiplication, purpose"
"Kuliah di Seattle dan tidak pernah datang DATE setahun terakhir, karena perbedaan waktu. But She's found new community there.",batch : 14 of 48 row: 7,lokasi,100%,"Seattle, pindah, lokasi"
Pindah DATE karena waktu DATE tidak cocok!,batch : 14 of 48 row: 8,alasan_DATE,100%,"waktu, tidak, cocok"
member tidak memberi respon saat dihubungi,batch : 14 of 48 row: 9,tidak_ada_respon,100%,"tidak, respon, dihubungi"
"Tidak komit di DATE , sudah lama tidak kpin DATE",batch : 14 of 48 row: 10,alasan_DATE,100%,"tidak, komit, DATE"
Ybs meminta untuk off date dan tidak ingin pindah ke date lain juga,batch : 15 of 48 row: 1,alasan_DATE,90%,"off date, tidak ingin pindah"
Belum bisa komitmen date karena bentrok waktunya dengan pekerjaan,batch : 15 of 48 row: 2,waktu_tidak_sesuai,95%,"bentrok waktunya, pekerjaan"
"Felly sudah tidak mengikuti ibadah di jpcc lagi, dan sudah menyetujui untuk di remove dari aplikasi myjpcc",batch : 15 of 48 row: 3,others,80%,"tidak mengikuti ibadah, remove dari aplikasi"
"Nika hanya pernah visit di DATE Kemanggisan 3. Nika diubah status married with Stanley  (padahal belum, mereka masih pacaran) sehingga by system automatically mengikuti Stanley menjadi CT.",batch : 15 of 48 row: 4,Admin,85%,"ubah status, system automatically"
Date member has relocated to a different city,batch : 15 of 48 row: 5,lokasi,100%,"relocated, different city"
"Anadio Vikko S memberitahukan saya selaku DL, via WA bahwa dia dan istri (Dienti Laksmita) saat ini belum bisa hadir di DATE karena sifat pekerjaan dan juga sedang urus kepindahan lokasi tempat tinggal. Mereka sudah tidak hadir di DATE sejak bulan Oktober 2022. Saya sudah menghubungi sejak bulan November 2022, dan baru direspon dan beri jawaban pada tanggal 28 April 2023",batch : 15 of 48 row: 6,lokasi,95%,"kepindahan lokasi, pindah"
pindah kerja keluar negeri ke USA beserta keluarga,batch : 15 of 48 row: 7,lokasi,100%,"pindah kerja, keluar negeri"
"pindah kerja keluar negeri, ke Amerika beserta keluarga",batch : 15 of 48 row: 8,lokasi,100%,"pindah kerja, keluar negeri"
sudah tidak aktif lebih dari 3 bulan ?,batch : 15 of 48 row: 9,tidak_ada_respon,80%,"tidak aktif, tidak respons"
"Sudah 1 thn tdk pernh datang date, dan selalu berhalangan waktu di hari sabtu.",batch : 15 of 48 row: 10,waktu_tidak_sesuai,90%,"berhalangan waktu, hari sabtu"
"need to change day of date , cannot date on Friday",batch : 16 of 48 row: 1,waktu_tidak_sesuai,90%,"change, Friday, date"
in active for more than 6 month,batch : 16 of 48 row: 2,tidak_ada_respon,80%,"in, active, month"
"Member sudah pindah area kerja , tidak di bogor lagi",batch : 16 of 48 row: 3,lokasi,100%,"pindah, area, bogor"
"Christine sudah tidak aktif beribadah dan tidak hadir DATE sejak 1 tahun lalu, sehingga memutuskan untuk  mundur dari DATE.",batch : 16 of 48 row: 4,alasan_DATE,90%,"tidak, aktif, DATE"
"Youde never join date. 
Actually he suddenly appear in my member group while i never invited him. 
How did this happened ?",batch : 16 of 48 row: 5,Admin,95%,"never, join, invited"
Moved to PIK with husband and is joining other cell group,batch : 16 of 48 row: 6,lokasi,100%,"moved, PIK, husband"
"Tidak bisa dihubungi, leave group DATE, dan WA saya diblock. Tidak pernah datang DATE lagi sekitar 4 bulan (dari awal 2023)",batch : 16 of 48 row: 7,tidak_ada_respon,95%,"tidak, bisa, dihubungi"
date is moving to a new location with offline meetings.,batch : 16 of 48 row: 8,lokasi,100%,"moving, location, offline"
date is moving to a new location with offline meetings,batch : 16 of 48 row: 9,lokasi,100%,"moving, location, offline"
"DM meminta untuk keluar karena merasa sharing mengenai pekerjaan tidak sesuai dengan profesi sekarang, dan memerlukan komunitas yang aktif juga membantu lingkungan sekitar dan orang-orang berkebutuhan",batch : 16 of 48 row: 10,perbedaan_musim_kehidupan,90%,"merasa, pekerjaan, profesi"
"Proses ganti kategori DATE, date member mau mencari Date baru secara mandiri, jadi minta untuk di remove dari Date",batch : 17 of 48 row: 1,alasan_DATE,90%,"ganti kategori, DATE, remove"
Rendy mau pindah ke Date Married Couple daerah BSD,batch : 17 of 48 row: 2,alasan_DATE,95%,"pindah, Date, Married"
DM ybs pindah ke Singapore utk pekerjaan,batch : 17 of 48 row: 3,lokasi,100%,"pindah, Singapore, pekerjaan"
pindah date yang lebih relevant baik dari environment dan wilayah,batch : 17 of 48 row: 4,alasan_DATE,90%,"pindah, date, relevant"
"Husband of Putri, but not date in Sudirman Park 12",batch : 17 of 48 row: 5,others,80%,"Husband, Putri, Sudirman"
Sudah tidak lagi date di Sudirman Park 12.,batch : 17 of 48 row: 6,alasan_DATE,85%,"tidak, date, Sudirman"
Move to other date (gading serpong 11),batch : 17 of 48 row: 7,alasan_DATE,90%,"Move, date, gading"
Pindah ke date pluit (koh cia) dimana istrinya sudah di date tsb. lama. juga lebih dekat dengan lokasi rumah,batch : 17 of 48 row: 8,alasan_DATE,95%,"pindah, date, pluit"
Sudah ikut calon suami ke gereja suami,batch : 17 of 48 row: 9,tertanam_di_gereja_lain,90%,"ikut, calon, gereja"
Sedang Sekolah lagi dan tidak date dulu,batch : 17 of 48 row: 10,perbedaan_musim_kehidupan,85%,"Sedang, Sekolah, tidak"
Not date member. The date member is only Dyana the spouse,batch : 18 of 48 row: 1,others,80%,"not, date, member"
Date Member tidak pernah join & tidak merespon chat,batch : 18 of 48 row: 2,tidak_ada_respon,90%,"tidak, merespon, chat"
Date Member tidak pernah join & tidak merespon chat,batch : 18 of 48 row: 3,tidak_ada_respon,90%,"tidak, merespon, chat"
Date Member sudah pindah ke gereja istri,batch : 18 of 48 row: 4,tertanam_di_gereja_lain,95%,"pindah, gereja, istri"
DM sudah tidak berdomisili di Jakarta,batch : 18 of 48 row: 5,lokasi,95%,"pindah, domisili, Jakarta"
Date Member sudah tidak menjadi jemaat di JPCC,batch : 18 of 48 row: 6,others,70%,"tidak, jemaat, JPCC"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 7,alasan_DATE,95%,"pindah, DATE, tutup"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 8,alasan_DATE,95%,"pindah, DATE, tutup"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 9,alasan_DATE,95%,"pindah, DATE, tutup"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 10,alasan_DATE,95%,"pindah, DATE, tutup"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 19 of 48 row: 1,alasan_DATE,90%,"DATE, tutup, pindah"
Pindah ke DATE lain karena DATE ini akan ditutup,batch : 19 of 48 row: 2,alasan_DATE,90%,"DATE, tutup, pindah"
Steve’s location (Kuningan) is too far from the DATE venue(BSD). Suggest to find a DATE near to Steve’s apartment.,batch : 19 of 48 row: 3,lokasi,95%,"jauh, lokasi, pindah"
Ikut calon suami ke gereja lain.,batch : 19 of 48 row: 4,perbedaan_musim_kehidupan,80%,"suami, gereja, pindah"
tidak jadi tertanam di date jpcc. sedang visit ke gereja lain.,batch : 19 of 48 row: 5,tertanam_di_gereja_lain,85%,"gereja, lain, visit"
jadwal date clashed dengan pekerjaan. jarang hadir.,batch : 19 of 48 row: 6,waktu_tidak_sesuai,90%,"jadwal, pekerjaan, clashed"
jadwal date clashed dengan kuliah. jarang hadir.,batch : 19 of 48 row: 7,waktu_tidak_sesuai,90%,"jadwal, kuliah, clashed"
ciyo sudah 3 bulan coba pindah gereja dekat rumah karena rumahnya sekarang tinggal di bogor,batch : 19 of 48 row: 8,lokasi,95%,"pindah, gereja, dekat"
date member pindah kerja ke negara lain. dan tidak bisa join date setiap minggunya.,batch : 19 of 48 row: 9,lokasi,95%,"pindah, negara, jauh"
ijin keluar DATE karena tempat tinggal dan tempat kerja yg jauh dari lokasi DATE. jadi saat onsite sudah tidak bisa visit lagi. jadi akan mencari sendiri DATE baru yg sesuai dgn lokasi tempat tinggal.,batch : 19 of 48 row: 10,lokasi,95%,"jauh, lokasi, pindah"
"not reachable
not answering
not active",batch : 20 of 48 row: 1,tidak_ada_respon,100%,"not, reachable, active"
sudah pindah gereja bareng dengan ortu. dan pindah lokasi kantor dekat rumah.,batch : 20 of 48 row: 2,lokasi,100%,"pindah, lokasi, kantor"
Kembali kepada Gereja sebelumnya,batch : 20 of 48 row: 3,tertanam_di_gereja_lain,100%,"kembali, gereja, sebelumnya"
Sudah memiliki komunitas di gereja lain.,batch : 20 of 48 row: 4,tertanam_di_gereja_lain,100%,"komunitas, gereja, lain"
"fokus kepada keluarga, sehingga tidak bisa berkomitmen di DATE",batch : 20 of 48 row: 5,perbedaan_musim_kehidupan,100%,"fokus, keluarga, berkomitmen"
"fokus kepada keluarga, sehingga tidak bisa berkomitmen ke DATE",batch : 20 of 48 row: 6,perbedaan_musim_kehidupan,100%,"fokus, keluarga, berkomitmen"
Sudah lebih dari 6 bulan tidak datang date dan ibadah ke jpcc baik onsite dan online,batch : 20 of 48 row: 7,tidak_ada_respon,100%,"tidak, datang, aktif"
Ingin pindah date lain yang offline,batch : 20 of 48 row: 8,alasan_DATE,100%,"pindah, date, offline"
"sudah tidak aktif, tidak respon ketika dihubungi & tidak ada kejelasan",batch : 20 of 48 row: 9,tidak_ada_respon,100%,"tidak, aktif, respon"
