delete_reason,batch,Final label,Confidence,Keywords
Akan pindah date,batch : 16 of 48 row: 3,alasan_DATE,100%,"pindah, date"
Pindah keluar negeri,batch : 16 of 48 row: 4,lokasi,100%,"pindah, negeri"
ada training dr kntr selama 6bln jadi tidak bisa hadir untuk date,batch : 16 of 48 row: 5,waktu_tidak_sesuai,100%,"training, tidak"
moved to a different church,batch : 16 of 48 row: 6,tertanam_di_gereja_lain,100%,"gereja, lain"
Bekerja di Medan dan pulang setahun sekali,batch : 16 of 48 row: 7,waktu_tidak_sesuai,100%,"bekerja, pulang"
pindah ke gereja dekat rumah (GRII Depok) dan sudah tertanam di komsel disana.,batch : 16 of 48 row: 8,tertanam_di_gereja_lain,100%,"gereja, tertanam"
sudah pindah ke luar kota di Papua,batch : 16 of 48 row: 9,lokasi,100%,"pindah, kota"
"Ybs mau pindah date, sudah hampir 4 bulan trial di date lain ternyata katanya gak cocok dan sekarang lagi trial lagi di date lain lagi.",batch : 16 of 48 row: 10,alasan_DATE,100%,"pindah, date"
pindah ke luar negeri,batch : 17 of 48 row: 1,lokasi,100%,"pindah, luar negeri"
Bersama suami pindah ke married couple date,batch : 17 of 48 row: 2,perbedaan_musim_kehidupan,100%,"bersama suami, pindah"
alasan yg sama dengan couple,batch : 17 of 48 row: 3,alasan_DATE,100%,"alasan, couple"
"hampir tdk pernah hadir, tdk kooperatif, drama playing victim, mengadu domba DM dengan DL",batch : 17 of 48 row: 4,tidak_ada_respon,100%,"tdk pernah hadir, tdk kooperatif"
Memutusakan bergereja di daerah dekat rumahnya,batch : 17 of 48 row: 5,tertanam_di_gereja_lain,100%,"bergereja, dekat rumah"
Pindah DATE karena DATE tidak aktif,batch : 17 of 48 row: 6,alasan_DATE,100%,"pindah DATE, tidak aktif"
ganti no,batch : 17 of 48 row: 7,Admin,100%,ganti no
pindah ke gereja lain,batch : 17 of 48 row: 8,tertanam_di_gereja_lain,100%,pindah ke gereja lain
Anien perlu waktu sementara untuk dapat menata schedulenya agar kedepan bisa ikut DATE lagi.,batch : 17 of 48 row: 9,waktu_tidak_sesuai,100%,menata schedulenya
Etly memerlukan waktu sementara untuk menata ulang schedulenya agar kedepan bisa ikut DATE lagi,batch : 17 of 48 row: 10,waktu_tidak_sesuai,100%,menata ulang schedulenya
CT naik jadi DL,batch : 18 of 48 row: 1,others,100%,"CT, DL, DF"
DL jadi DF,batch : 18 of 48 row: 2,others,100%,"DL, DF"
menetap dan bekerja di Ambon,batch : 18 of 48 row: 3,lokasi,100%,"menetap, Ambon, bekerja"
saat ini menetap dan bekerja di Ambon.,batch : 18 of 48 row: 4,lokasi,100%,"menetap, Ambon, bekerja"
pindah date,batch : 18 of 48 row: 5,alasan_DATE,100%,"pindah, date"
Pindah ke Melbourne,batch : 18 of 48 row: 6,lokasi,100%,"Pindah, Melbourne"
Pindah ke Melbourne,batch : 18 of 48 row: 7,lokasi,100%,"Pindah, Melbourne"
pindah kota,batch : 18 of 48 row: 8,lokasi,100%,"pindah, kota"
terdaftar di date lain - Tugu Tani 2,batch : 18 of 48 row: 9,tertanam_di_gereja_lain,100%,"terdaftar, date, lain"
work & study  overseas,batch : 18 of 48 row: 10,lokasi,100%,"work, study, overseas"
"mau cari date couple tapi nanti setelah pindah rumah, selama ini sudah tidak hadir di date",batch : 19 of 48 row: 1,lokasi,90%,"pindah, rumah, date"
ditugaskan ke medan,batch : 19 of 48 row: 2,lokasi,100%,"ditugaskan, medan, pindah"
study leave,batch : 19 of 48 row: 3,perbedaan_musim_kehidupan,80%,"study, leave, jenjang"
Mencari DATE Married,batch : 19 of 48 row: 4,alasan_DATE,90%,"DATE, Married, cari"
pindah ke luar kota,batch : 19 of 48 row: 5,lokasi,100%,"pindah, luar, kota"
pindah ke luar kota,batch : 19 of 48 row: 6,lokasi,100%,"pindah, luar, kota"
Mau cari DATE di area lain,batch : 19 of 48 row: 7,alasan_DATE,80%,"DATE, cari, area"
kembali menjadi katolik,batch : 19 of 48 row: 8,others,70%,"katolik, kembali, agama"
Permintaan untuk mencoba Date Family,batch : 19 of 48 row: 9,alasan_DATE,90%,"Date, Family, coba"
Permintaan untuk mencoba Date Family,batch : 19 of 48 row: 10,alasan_DATE,90%,"Date, Family, coba"
requested by daters,batch : 20 of 48 row: 1,others,80%,"daters, requested, by"
pindah mengikuti gereja suami,batch : 20 of 48 row: 2,lokasi,90%,"pindah, gereja, suami"
pindag date sesuai domisili,batch : 20 of 48 row: 3,alasan_DATE,85%,"pindag, date, domisili"
emailnya lagi error,batch : 20 of 48 row: 4,Admin,95%,"email, error, lagi"
sedang mencari DATE baru yang dekat dengan lokasi tinggal,batch : 20 of 48 row: 5,alasan_DATE,80%,"date, baru, dekat"
double account,batch : 20 of 48 row: 6,Admin,95%,"double, account"
begitu menikah pindah tempat tinggal jadi kejauhan,batch : 20 of 48 row: 7,perbedaan_musim_kehidupan,90%,"menikah, pindah, tempat"
"Selama 8 bulan terakhir, kami berkesempatan untuk mengenal kehidupan Naomi. Dalam perjalanannya, ia menghadapi banyak tantangan hidup—baik dalam hubungan keluarga dan sesama, pekerjaan, keterikatan terhadap entitas di luar Kristus, hingga isu seputar parenting.

Sebagai DL, kami telah berupaya memfasilitasi setiap tantangan tersebut dengan memberikan pandangan yang berlandaskan Alkitab dan pengajaran JPCC. Kami juga mengarahkan Naomi kepada pihak-pihak terkait, seperti tim konseling keluarga, tim doa, dan kelas parenting.

Pada tanggal 29 Juli 2025, setelah vakum dari DATE untuk beberapa waktu, Naomi memutuskan untuk keluar dari komunitas DATE. Secara kebetulan, ia bertemu dengan Ps. Rodko, dan setelah ibadah, ia menyampaikan keinginannya untuk pindah ke DATE lain.

Kami telah mencoba menawarkan opsi untuk merujuknya ke DATE yang sesuai, namun Naomi tetap bersikeras untuk keluar dari DATE.

Naomi merupakan salah satu dari empat pasangan anggota DATE yang keluar dalam waktu berdekatan. Kepergian mereka diduga dipicu oleh adanya perselisihan antara DL dengan salah satu pasangan DM yang bersikap di luar kewajaran.

Terkait hal ini, kami telah berkonsultasi dengan DF, Ps. Ivan, Ps. Alvi dan Ps Rodko. Mereka tetap menganjurkan agar kami terus berupaya memfasilitasi dan membantu mereka sebaik mungkin.",batch : 20 of 48 row: 8,alasan_DATE,85%,"date, keluar, komunitas"
accountnya double,batch : 20 of 48 row: 9,Admin,95%,"account, double"
sudah mendapatkan date baru,batch : 20 of 48 row: 10,alasan_DATE,80%,"date, baru, sudah"
S2 dan pindah ke Singapore,batch : 21 of 48 row: 1,lokasi,100%,"pindah, Singapore, S2"
usia next gen,batch : 21 of 48 row: 2,others,50%,"usia, next, gen"
usia next gen,batch : 21 of 48 row: 3,others,50%,"usia, next, gen"
terdaftar 2 nama sekaligus,batch : 21 of 48 row: 4,Admin,100%,"terdaftar, 2, nama"
dater pindah alamat ke area matraman sehingga pindah Date Matraman 3 agar dekat dengan tempat tinggal,batch : 21 of 48 row: 5,lokasi,100%,"pindah, alamat, matraman"
sudah tidak beribadah di JPCC,batch : 21 of 48 row: 6,tertanam_di_gereja_lain,100%,"tidak, beribadah, JPCC"
sudah tidak beribadah di JPCC,batch : 21 of 48 row: 7,tertanam_di_gereja_lain,100%,"tidak, beribadah, JPCC"
"seharusnya masih masuk transition, tapi karena kepencet accept jadi mau minta re-join",batch : 21 of 48 row: 8,Admin,100%,"kepencet, accept, re-join"
Pergantian akun (double),batch : 21 of 48 row: 9,Admin,100%,"Pergantian, akun, double"
"Sudah 1,5 tahun tidak join Date dan tidak memberi kabar",batch : 21 of 48 row: 10,tidak_ada_respon,100%,"tidak, join, kabar"
tidak pernah hadir dan tidak ada respon,batch : 22 of 48 row: 1,tidak_ada_respon,100%,"tidak, hadir, respon"
mau add istrinya duluan karena istrinya yg daftarin anak,batch : 22 of 48 row: 2,others,80%,"istrinya, daftarin, anak"
ketrima skolah di Luar Negri (Perancis),batch : 22 of 48 row: 3,lokasi,100%,"Luar, Negri, Perancis"
akan ada peoject ke luar kota cukup lama,batch : 22 of 48 row: 4,lokasi,100%,"luar, kota, lama"
bekerja di luar pulau,batch : 22 of 48 row: 5,lokasi,100%,"luar, pulau"
Pindah lokasi domisili dan akan mencari Date lain yang dekat dgn lokasi mereka saat ini,batch : 22 of 48 row: 6,lokasi,100%,"Pindah, lokasi, domisili"
Pindah ke gereja suami.,batch : 22 of 48 row: 7,tertanam_di_gereja_lain,100%,"Pindah, gereja, suami"
pindah kerja ke Kamboja,batch : 22 of 48 row: 8,lokasi,100%,"pindah, Kamboja"
"Selain memang tidak cocok dengan salah 1 member, kebetulan pindah kantor dan mau fokus dengan pekerjaan dulu",batch : 22 of 48 row: 9,alasan_DATE,90%,"tidak, cocok, member"
"mau pindah ke date couple di bsd 77 , udh coba transfer data tp sepertinya appsnya lg error..dan udh komunikasii juga sama DL di bsd 77",batch : 22 of 48 row: 10,alasan_DATE,90%,"pindah, date, couple"
ka Lontar akan pindah ke Dubai untuk urusan pekerjaan,batch : 23 of 48 row: 1,lokasi,100%,"pindah, Dubai, pekerjaan"
Vincent pindah domisili ke Bandung,batch : 23 of 48 row: 2,lokasi,100%,"pindah, domisili, Bandung"
test,batch : 23 of 48 row: 3,others,100%,"test, , "
Pindah ke Jepang bersama suami,batch : 23 of 48 row: 4,lokasi,100%,"pindah, Jepang, suami"
pindah kerja ke Kalimantan,batch : 23 of 48 row: 5,lokasi,100%,"pindah, kerja, Kalimantan"
Ybs memutuskan utk tidak bergabung di Date PI3,batch : 23 of 48 row: 6,alasan_DATE,100%,"memutuskan, tidak, bergabung"
jarang hadir,batch : 23 of 48 row: 7,tidak_ada_respon,100%,"jarang, hadir, "
Menggantikan DL,batch : 23 of 48 row: 8,Admin,100%,"menggantikan, DL, "
DF pengganti,batch : 23 of 48 row: 9,Admin,100%,"pengganti, DF, "
pindah domisili ke Surabaya,batch : 23 of 48 row: 10,lokasi,100%,"pindah, domisili, Surabaya"
