delete_reason,batch,Final label,Confidence,Keywords
She wants to change to another Date with younger members,batch : 6 of 48 row: 10,alasan_DATE,80%,"change, date, younger"
ada 2 email yang masuk jadi di pake salah satu saja,batch : 7 of 48 row: 1,Admin,90%,"email, salah, saja"
tidak hadir date lebih dari 3bulan. bahkan lebih dari 6bulan baik Online & Offline,batch : 7 of 48 row: 2,tidak_ada_respon,80%,"tidak, hadir, bulan"
Silvia sudah tidak bergereja di jpcc lagi,batch : 7 of 48 row: 3,tertanam_di_gereja_lain,95%,"bergereja, jpcc, lagi"
double account. ada yang email hotmail dan gmail. delete 1 account yang hotmail,batch : 7 of 48 row: 4,Admin,95%,"account, hotmail, gmail"
No active and no communication. It was by mistake to approve teice anyway,batch : 7 of 48 row: 5,Admin,90%,"mistake, approve, anyway"
Non active dan tidak merespon ketika di hubungi,batch : 7 of 48 row: 6,tidak_ada_respon,85%,"non, active, merespon"
"Non active more than 3 months, karena pindah kerja dan tmpt kos",batch : 7 of 48 row: 7,lokasi,90%,"pindah, kerja, kota"
Udah lama ga dateng pertemuan date,batch : 7 of 48 row: 8,alasan_DATE,80%,"date, pertemuan, lama"
Sudah pindah kota dan memutuskan untuk ikut tertanam di gereja suami setelah menikah,batch : 7 of 48 row: 9,perbedaan_musim_kehidupan,95%,"menikah, pindah, kota"
Vincent tidak pernah datang ke date,batch : 7 of 48 row: 10,tidak_ada_respon,80%,"tidak, datang, date"
Move to other date married couple,batch : 8 of 48 row: 1,perbedaan_musim_kehidupan,90%,"married, couple, move"
Sudah tidak pernah join DATE lagi,batch : 8 of 48 row: 2,tidak_ada_respon,80%,"tidak, pernah, join"
Sedang sekolah di luar negeri dan bukan jemaat JPCC,batch : 8 of 48 row: 3,lokasi,95%,"luar, negeri, sekolah"
Berjemaat dan melayani di gereja lain,batch : 8 of 48 row: 4,tertanam_di_gereja_lain,95%,"gereja, lain, berjemaat"
"Sudah tidak aktif date, akan kembali lagi",batch : 8 of 48 row: 5,alasan_DATE,80%,"tidak, aktif, date"
Move to other church krn ga bs dpt seats untuk anaknya di greja sunday,batch : 8 of 48 row: 6,tertanam_di_gereja_lain,90%,"gereja, lain, move"
Move to other church krn ga bs dpt seats untuk anaknya di greja sunday,batch : 8 of 48 row: 7,tertanam_di_gereja_lain,90%,"gereja, lain, move"
sudah tidak pernah mengikuti DATE,batch : 8 of 48 row: 8,tidak_ada_respon,80%,"tidak, pernah, mengikuti"
sudah tidak pernah mengikuti DATE,batch : 8 of 48 row: 9,tidak_ada_respon,80%,"tidak, pernah, mengikuti"
sudah tidak pernah mengikuti DATE,batch : 8 of 48 row: 10,tidak_ada_respon,80%,"tidak, pernah, mengikuti"
sudah tidak pernah mengikuti DATE,batch : 9 of 48 row: 1,alasan_DATE,80%,"DATE, tidak, mengikuti"
sudah tidak pernah mengikuti DATE,batch : 9 of 48 row: 2,alasan_DATE,80%,"DATE, tidak, mengikuti"
"Transfer ke Date Sudirman12 dengan cara manual, karena tidak muncul pilihan transfer ke Date Sudirman 12 di app myjpcc.",batch : 9 of 48 row: 3,alasan_DATE,90%,"Transfer, DATE, manual"
Member didn’t show up for the past year. Thank you.,batch : 9 of 48 row: 4,tidak_ada_respon,100%,"tidak, show, up"
Member wants to find DATE that is near to her boarding house and campus. Thank you.,batch : 9 of 48 row: 5,alasan_DATE,80%,"DATE, near, boarding"
Member wants to find DATE that is near to his workplace/home. Thank you.,batch : 9 of 48 row: 6,alasan_DATE,80%,"DATE, near, workplace"
sudah tidak datang ke date lebih Dari 6 bulan Dan info tidak bisa komit dengan ikut DATE setiap online atau offline,batch : 9 of 48 row: 7,alasan_DATE,80%,"DATE, tidak, datang"
Tidak lagi merespon saat dikontak sejak desember 2023,batch : 9 of 48 row: 8,tidak_ada_respon,100%,"tidak, merespon, kontak"
Sarah sudah tidak aktif di date karena terakhir kali diinfo mau pindah ke date married couple,batch : 9 of 48 row: 9,perbedaan_musim_kehidupan,80%,"pindah, married, couple"
Amalia pindah kerja ke luar negeri,batch : 9 of 48 row: 10,lokasi,100%,"pindah, luar, negeri"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 1,alasan_DATE,100%,"Date, general, married"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 2,alasan_DATE,100%,"Date, general, married"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 3,alasan_DATE,100%,"Date, general, married"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 4,alasan_DATE,100%,"Date, general, married"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 5,alasan_DATE,100%,"Date, general, married"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 6,alasan_DATE,100%,"Date, general, married"
Shelly ingin mencari date yg offline dan waktu yang sesuai dengan jadwalnya.,batch : 10 of 48 row: 7,waktu_tidak_sesuai,100%,"waktu, jadwal, offline"
"Pindah rumah ke PIK, jadi kejauhan untuk ikut offline di BSD",batch : 10 of 48 row: 8,lokasi,100%,"pindah, rumah, jauh"
pindah ke kota bandung satu keluarga,batch : 10 of 48 row: 9,lokasi,100%,"pindah, kota, keluarga"
pindah ke kota Bandung satu keluarga.,batch : 10 of 48 row: 10,lokasi,100%,"pindah, kota, keluarga"
Sudah tidak bergereja di JPCC,batch : 11 of 48 row: 1,tertanam_di_gereja_lain,100%,"tidak, bergereja, JPCC"
Seasons of life. Has not been attended DATE for awhile,batch : 11 of 48 row: 2,perbedaan_musim_kehidupan,100%,"seasons, life, attended"
Miranda sedang kuliah di luar kota dan sebagai DL kita encourage Miranda untuk dapat tertanam di gereja lokal disana sehingga bisa bertumbuh & berbuah,batch : 11 of 48 row: 3,lokasi,100%,"kuliah, luar, kota"
Transfer to Date Gading Serpong 11,batch : 11 of 48 row: 4,alasan_DATE,100%,"transfer, date, gading"
Transfer to Date Gading Serpong 11,batch : 11 of 48 row: 5,alasan_DATE,100%,"transfer, date, gading"
"masih mau mencoba date lain, belum perna datang ke date bsd 47",batch : 11 of 48 row: 6,alasan_DATE,100%,"date, lain, offline"
tidak cocok dgn pertemuan online. ingin mencari date offline.,batch : 11 of 48 row: 7,alasan_DATE,100%,"tidak, cocok, online"
sudah pindah untuk bekerja ke Amerika,batch : 11 of 48 row: 8,lokasi,100%,"pindah, amerika, bekerja"
"Karna ada masalah yang sedang terjadi, Peter belum bisa untuk mengikuti Date dan menyatakan ingin keluar dari Date.",batch : 11 of 48 row: 9,alasan_DATE,100%,"masalah, date, keluar"
move to china for college:”))),batch : 11 of 48 row: 10,lokasi,100%,"move, china, college"
move to UK for college. hard to find matching time,batch : 12 of 48 row: 1,lokasi,90%,"move, UK, college"
"Sedang kuliah diluar negeri, dan kita (as DL) encourage Chris untuk bisa tertanam di komunitas lokal & terus bisa bertumbuh didalam Tuhan.",batch : 12 of 48 row: 2,tertanam_di_gereja_lain,80%,"kuliah, diluar, negeri"
Mau mencoba mencari date lain,batch : 12 of 48 row: 3,alasan_DATE,95%,"date, lain, mencari"
Date member pindah gereja dekat rumah,batch : 12 of 48 row: 4,lokasi,85%,"pindah, gereja, dekat"
"Edo sudah 6 bulan tidak menghadiri Date, dan tidak membalas chat grup maupun pc",batch : 12 of 48 row: 5,tidak_ada_respon,95%,"tidak, menghadiri, membalas"
"Sudah lama tidak datang date, dan sudah memutuskan tidak tergabung dengan date. Sudah ditawarkan apakah mau pindah date, tapi tetap tidak mau.",batch : 12 of 48 row: 6,tertanam_di_gereja_lain,80%,"tidak, tergabung, date"
domisili yg berbeda. pulang ke kampung halaman,batch : 12 of 48 row: 7,lokasi,90%,"domisili, berbeda, kampung"
diluar kota menetapnya jd ud ga bs hadir date offline,batch : 12 of 48 row: 8,lokasi,85%,"diluar, kota, menetapnya"
sudah tidak hadir dari januari 2023,batch : 12 of 48 row: 9,others,50%,"tidak, hadir, januari"
"perubahan data email dan no hp
datemember lupa pasword email lama dan no hp sudah tifak digunakan. solusi create akun baru",batch : 12 of 48 row: 10,Admin,95%,"perubahan, data, email"
sudah tidak aktif  lebih dari 6 bulan,batch : 13 of 48 row: 1,tidak_ada_respon,80%,"tidak aktif, lebih dari 6 bulan, tidak ada kabar"
"double input di data myjpcc, sehingga coba dikeluarkan salah satu akun",batch : 13 of 48 row: 2,Admin,100%,"double input, data myjpcc, akun"
"double input di data myjpcc, sehingga coba dikeluarkan salah satu akun",batch : 13 of 48 row: 3,Admin,100%,"double input, data myjpcc, akun"
"tidak sengaja ter approve, status masih probation",batch : 13 of 48 row: 4,Admin,100%,"tidak sengaja, approve, probation"
"tidak sengaja approve, status masih probation",batch : 13 of 48 row: 5,Admin,100%,"tidak sengaja, approve, probation"
"Nesa sudah tidak aktif selama 6 Bulan di Date karena sibuk dan merasa tidak bertumbuh dalam sebuah Date. Ngerasa belum ada manfaatnya untuk join Date, jadi ingin mengundurkan diri",batch : 13 of 48 row: 6,alasan_DATE,90%,"tidak aktif, Date, tidak bertumbuh"
Inactive and never attended date,batch : 13 of 48 row: 7,tidak_ada_respon,80%,"Inactive, never attended, tidak ada kabar"
Intan has moved to place outside Jakarta,batch : 13 of 48 row: 8,lokasi,100%,"moved, outside Jakarta, relokasi"
sudah tidak date bln feb23. tidak ada kabar..,batch : 13 of 48 row: 9,tidak_ada_respon,80%,"tidak date, tidak ada kabar, feb23"
"sudah tidak aktif di DATE kita, dan tidak bergereja di JPCC",batch : 13 of 48 row: 10,tertanam_di_gereja_lain,90%,"tidak aktif, gereja lain, JPCC"
yang bersangkutan tidak memberikan kabar apapun mengenai keputusannya left DATE,batch : 14 of 48 row: 1,tidak_ada_respon,90%,"tidak, kabar, left"
"sudah 2 tahun tidak datang ke date setelah istri melahirkan 2 anak, dan belum ada waktu untuk berkomitmen datang ke  date",batch : 14 of 48 row: 2,perbedaan_musim_kehidupan,95%,"istri, melahirkan, berkomitmen"
"sudah 2 tahun tidak datang ke date setelah melahirkan 2 anak, dan belum ada waktu untuk berkomitmen datang ke  date",batch : 14 of 48 row: 3,perbedaan_musim_kehidupan,95%,"melahirkan, berkomitmen, waktu"
"Ybs 2 tahun kebelakangan ini tidak pernah hadir di DATE dan saat di follow up, Ybs info bahwa sekarang dia ada kegiatan lain yang bentrok dgn waktu DATE Sunter 15 sehingga dia lebih memilih mundur dari DATE Sunter 15.",batch : 14 of 48 row: 4,waktu_tidak_sesuai,95%,"bentrok, waktu, mundur"
Need time to take a break. Meanwhile diambil keputusan utk diremove dari group date dl karena belum bisa commit dateng ke date lagi.,batch : 14 of 48 row: 5,waktu_tidak_sesuai,90%,"break, commit, waktu"
Pindah rumah krn sudah berkeluarga dan mau pindah tmpt ibadah krn jauh ke JPCC,batch : 14 of 48 row: 6,lokasi,95%,"pindah, rumah, jauh"
Tidak aktif mengikuti Date sudah lebih dari 6 bulan. Sudah di infokan dan menyatakan ingin leave dari Date Tebet 17,batch : 14 of 48 row: 7,tidak_ada_respon,90%,"tidak, aktif, leave"
mengundurkan diri dan sudah tidak aktif/ tidak hadir dalam 6 bulan,batch : 14 of 48 row: 8,tidak_ada_respon,90%,"tidak, aktif, mengundurkan"
date mamber ingin melanjutjan date di date karawaci 3 karena merasa dari sisi usia tidak cocok di date karawaci 9,batch : 14 of 48 row: 9,alasan_DATE,95%,"usia, tidak, cocok"
"has been inactive for many months due to her schedule, and decided to search another DATE",batch : 14 of 48 row: 10,waktu_tidak_sesuai,95%,"schedule, inactive, search"
"Berencana cari Date yg lebih dkt rumah, stlah skrng mulai wfo kantornya.",batch : 15 of 48 row: 1,lokasi,80%,"rumah, wfo, kantornya"
Pindah ke PIK dan akan cari date sendiri,batch : 15 of 48 row: 2,lokasi,90%,"pindah, PIK, date"
"uda kerja di luar kota, jd ga aktif Date lagi",batch : 15 of 48 row: 3,lokasi,90%,"luar kota, kerja, date"
Sudah tidak beribadah di jpcc,batch : 15 of 48 row: 4,others,60%,"tidak beribadah, jpcc"
Sudah tdk aktif lagi di jpcc..,batch : 15 of 48 row: 5,others,50%,"tidak aktif, jpcc"
Proses perubahan kategori DATE dari general menjadi married couple,batch : 15 of 48 row: 6,perbedaan_musim_kehidupan,80%,"perubahan, kategori, married"
Sudah meninggal dunia sejak 17 January 2023,batch : 15 of 48 row: 7,others,100%,"meninggal, dunia"
Sudah lama tidak aktif dan tidak bisa dihubungi tlp nya dan juga tidak ada kabar.,batch : 15 of 48 row: 8,tidak_ada_respon,90%,"tidak aktif, tidak bisa dihubungi"
"Saat Pandemi ikut Date secara online , setelah Pandemi berakhir kembali ke gereja asal , ikut suami yang memang dari awal bukan jemaat JPCC .... sampai sekarang masih berhubungan tetapi di luar Date ...",batch : 15 of 48 row: 9,tertanam_di_gereja_lain,80%,"gereja asal, suami, jpcc"
"ivana is following her husband to join his church (abbalove)
she will still our member in daily life... but need to remove her in the system to give space for newer member",batch : 15 of 48 row: 10,tertanam_di_gereja_lain,90%,"suami, gereja, abbalove"
"Bukan date member, otomatis ter-add karena date member sy mengganti status menikah dimana belum menikah. Status skrg sudah di-update dan sesuai.",batch : 16 of 48 row: 1,Admin,90%,"status, update, menikah"
"DM sudah lama tidak bisa date karena ada pekerjaan di waktu dan jam date menteng atas 1. DM ingin mencari date yang waktunya cocok dengan waktunya, yaitu di sabtu di atas jam 2 atau hari selasa",batch : 16 of 48 row: 2,waktu_tidak_sesuai,95%,"waktu, jam, kerja"
Absen lebih dari 3 bln karena alasan kesibukan pekerjaan,batch : 16 of 48 row: 3,waktu_tidak_sesuai,90%,"kesibukan, pekerjaan, absen"
"Absen lebih dari 3 bulan, dng alasan kesibukan kerjaan.",batch : 16 of 48 row: 4,waktu_tidak_sesuai,90%,"kesibukan, kerjaan, absen"
Yana & suami memutuskan untuk aktif di gereja lain dan mendampingi anak-anak mereka,batch : 16 of 48 row: 5,tertanam_di_gereja_lain,95%,"gereja, aktif, anak"
Alex & istri memutuskan untuk aktif di gereja lain dan mendampingi anak-anak mereka,batch : 16 of 48 row: 6,tertanam_di_gereja_lain,95%,"gereja, aktif, anak"
Moved to a new house in Bumi Serpong Damai,batch : 16 of 48 row: 7,lokasi,100%,"pindah, rumah, BSD"
Moved to a new area in Bumi Serpong Damai,batch : 16 of 48 row: 8,lokasi,100%,"pindah, area, BSD"
Mau pindah date krn jumat sibuk,batch : 16 of 48 row: 9,alasan_DATE,90%,"pindah, date, sibuk"
date member tidak aktif datang ke date,batch : 16 of 48 row: 10,tidak_ada_respon,80%,"tidak, aktif, datang"
Tidak ada kabar selama 2 bulan,batch : 17 of 48 row: 1,tidak_ada_respon,90%,"tidak ada kabar, 2 bulan, tidak respons"
Sudah tidak aktif lagi di date. Semenjak date mulai offline sudah tidak lanjut date lagi karena domisili jauh dari lokasi date,batch : 17 of 48 row: 2,lokasi,95%,"domisili jauh, lokasi date, offline"
Sudah tidak aktif lama dan tidak pernah merespon walaupun di follow up berkali-kali,batch : 17 of 48 row: 3,tidak_ada_respon,95%,"tidak aktif, tidak merespon, follow up"
Pindah negara dan sudah pindah gereja,batch : 17 of 48 row: 4,lokasi,100%,"pindah negara, pindah gereja, relokasi"
Pindah domisili dan sudah pindah gereja,batch : 17 of 48 row: 5,lokasi,100%,"pindah domisili, pindah gereja, relokasi"
"Akan cari komsel digererja lain. Pisah sama pacarnya gagal menikah, dan pacarnya yang stay di date",batch : 17 of 48 row: 6,tertanam_di_gereja_lain,90%,"cari komsel, gereja lain, pisah pacarnya"
Tidak pernah hadir di DATE dan yang bersangkutan sedang mencari DATE yang dirasakan cocok waktu dan usianya,batch : 17 of 48 row: 7,waktu_tidak_sesuai,80%,"tidak pernah hadir, cari date, waktu dan usia"
"Already moved to Surabaya, still in DATE Group joined for Online DATE",batch : 17 of 48 row: 8,lokasi,95%,"moved to Surabaya, Online DATE, relokasi"
sudah tidak datang lama dan sibuk karena kerja di jakarta sekarang,batch : 17 of 48 row: 9,waktu_tidak_sesuai,90%,"sibuk kerja, jakarta, tidak datang"
new season in life. got pregnant and chose to move to a married couple,batch : 17 of 48 row: 10,perbedaan_musim_kehidupan,95%,"new season, got pregnant, married couple"
Not active in DATE for more than a year.,batch : 18 of 48 row: 1,alasan_DATE,80%,"DATE, inactive, year"
Move to Bali for good and no longer churching in JPCC.,batch : 18 of 48 row: 2,lokasi,100%,"Bali, move, JPCC"
Move to Bali for good and no longer churching in JPCC.,batch : 18 of 48 row: 3,lokasi,100%,"Bali, move, JPCC"
Move to another city outside Jakarta,batch : 18 of 48 row: 4,lokasi,100%,"city, Jakarta, move"
The person is now living in Bali and already found the local church there.,batch : 18 of 48 row: 5,lokasi,100%,"Bali, local, church"
mencari date yang dilakukan pada hari sabtu pagi di area green lake city.,batch : 18 of 48 row: 6,others,40%,"date, sabtu, green"
Handy telah pindah ke DATE Alam Sutera 3,batch : 18 of 48 row: 7,alasan_DATE,80%,"DATE, pindah, Alam"
Sudah lama tidak join Date krn pindah kantor,batch : 18 of 48 row: 8,waktu_tidak_sesuai,80%,"pindah, kantor, join"
date member ini sudah tidak begitu mengikuti kegiatan date dan sudah tidak pernah ada komunikasi baik dgn date member atau date leader. Dan juga mereka sedang mempersiapkan perpindahan negara dalam waktu dekat.,batch : 18 of 48 row: 9,perbedaan_musim_kehidupan,80%,"perpindahan, negara, kegiatan"
DM yg bersangkutan harus pindah tempat sesuai dengan tempat kerja. dan memutuskan akan mencari DATE baru.,batch : 18 of 48 row: 10,lokasi,100%,"pindah, tempat, kerja"
DM tidak pernah hadir di dalam DATE lebih dari setahun dan tidak ada respon ketika di approach,batch : 19 of 48 row: 1,tidak_ada_respon,90%,"tidak hadir, tidak ada respon"
DM sudah tidak pernah hadir date lebih dari setahun dan tidak ada respon ketika di approach,batch : 19 of 48 row: 2,tidak_ada_respon,90%,"tidak hadir, tidak ada respon"
He moved to another date.,batch : 19 of 48 row: 3,alasan_DATE,80%,pindah date
DM sudah pindah ke Australia untuk kerja dan berusaha,batch : 19 of 48 row: 4,lokasi,95%,pindah ke Australia
Memutuskan untuk keluar dr Date (Keinginan sendiri),batch : 19 of 48 row: 5,others,70%,keluar date
Memutuskan untuk keluar dr Date (Keinginan sendiri),batch : 19 of 48 row: 6,others,70%,keluar date
Bukan anggota DATE. Namun terdaftar karena didaftarkan oleh jonathan,batch : 19 of 48 row: 7,Admin,85%,bukan anggota
"Pindah tempat tinggal ke JakBar.
Date stop dulu sampai proses pemulihan penyakit paru parunya selesai.",batch : 19 of 48 row: 8,lokasi,90%,pindah tempat tinggal
selama hampir 2 tahun ybs ga pernah hadir dalam Date. dan dalam sebulan terakhir Saya berusaha mengajak ybs utk datang kembali namun tidak ada respon sama sekali dari ybs. bahkan tidak satupun wa saya yg dijawab. Saya melihat ybs sudah merasa tidak nyaman lagi di Date Kalibata 4,batch : 19 of 48 row: 9,tidak_ada_respon,90%,"tidak hadir, tidak ada respon"
Tidak pernah datang date dan merasa kurang cocok di date alsut 3.,batch : 19 of 48 row: 10,alasan_DATE,80%,tidak cocok
never attend date for  more than 3 month,batch : 20 of 48 row: 1,tidak_ada_respon,80%,"tidak, attend, month"
tidak aktif dan susah datang ke pertemuan date,batch : 20 of 48 row: 2,alasan_DATE,90%,"tidak, aktif, date"
no longer members of BSD 3 since 2023,batch : 20 of 48 row: 3,others,70%,"no, longer, BSD"
