delete_reason,batch,Final label,Confidence,Keywords
"jarang beribadah di JPCC namun beribadah di gereja lain, dan jadwal DATE sering terbentur dgn pekerjaan.",batch : 3 of 48 row: 5,tertanam_di_gereja_lain,92%,"gereja lain, JPCC, pekerjaan"
"jarang beribadah di JPCC dan jarang hadir dalam DATE, namun beribadah di gereja lain atas permintaan orang tua.",batch : 3 of 48 row: 6,tertanam_di_gereja_lain,90%,"gereja lain, orang tua, jarang hadir"
Pindah ke Date yang lain,batch : 3 of 48 row: 7,alasan_DATE,98%,"pindah date, date lain, transfer"
Pindah ke Date yang lain,batch : 3 of 48 row: 8,alasan_DATE,98%,"pindah date, date lain, transfer"
Pindah ke luar kota (Magelang).,batch : 3 of 48 row: 9,lokasi,99%,"luar kota, Magelang, pindah"
"baru putus, then felt lost. Uda dikasih kesempatan tetap join di DATE tp menolak.",batch : 3 of 48 row: 10,perbedaan_musim_kehidupan,91%,"baru putus, lost, menolak"
double data,batch : 4 of 48 row: 1,Admin,99%,"double data, admin, error"
DM pindah ke luar negeri for good,batch : 4 of 48 row: 2,lokasi,98%,"luar negeri, pindah, for good"
pindah kota,batch : 4 of 48 row: 3,lokasi,99%,"pindah kota, relokasi, lokasi"
seharusnya Masih probation tapi Salah accept,batch : 4 of 48 row: 4,Admin,98%,"probation, salah accept, admin"
Sudah pulang ke Rumah Bapa.,batch : 4 of 48 row: 5,others,96%,"Rumah Bapa, wafat, ambigu"
Pindah ke date yang online/hybrid,batch : 4 of 48 row: 6,alasan_DATE,97%,"date online, hybrid, pindah"
pindah ke date yang online/hybrid,batch : 4 of 48 row: 7,alasan_DATE,97%,"date online, hybrid, pindah"
"mau cari date yg online, tapi mau cari sendiri",batch : 4 of 48 row: 8,alasan_DATE,95%,"date online, cari sendiri, DATE"
"Kak Ine berpindah tugas di Kupang untuk beberapa tahun ke depan dan belum ada kepastian kapan waktunya. sehingga telah disepakati antara DM,DL dan DF untuk mendoakan ybs untuk tertanam di gereja lokal lain di sana. Thank you",batch : 4 of 48 row: 9,lokasi,96%,"Kupang, tertananam, gereja lokal"
"sudah lebih dari 4 bulan Sem & Lena ga ikut date. dan secara personal susah dihubungi. sudah beberapa kali saya ajak ketemuan 1on1 tapi ga ada respon. whatsapp juga sering tidak dibalas dan klo dibalas pun butuh beberapa hari. Saat ini Lena juga sudah working full time di lampung, jadi sudah tidak di jakarta. Sebelumnya mereka bergumul perihal keuangan karena Sem sudah tidak bekerja. Kondisi terakhir Sem ada meminjam uang dari saya. Dan saya sudah berusaha untuk memberikan support sebaik kemampuan saya.",batch : 4 of 48 row: 10,tidak_ada_respon,98%,"susah dihubungi, tidak dibalas, no response"
pindah ke pekanbaru,batch : 5 of 48 row: 1,lokasi,99%,"pindah, pekanbaru"
akan berpindah gereja di tempat calon suami nya dan rencana akan tertanam disana juga.,batch : 5 of 48 row: 2,tertanam_di_gereja_lain,96%,"pindah gereja, tertananam"
under probation,batch : 5 of 48 row: 3,Admin,98%,"probation, status"
Beliau sudah kembali ke rumah Bapa di sorga,batch : 5 of 48 row: 4,others,99%,"meninggal, sorga"
sudah meninggal,batch : 5 of 48 row: 5,others,99%,meninggal
pindah negara,batch : 5 of 48 row: 6,lokasi,99%,"pindah, negara"
"Sistem otomatis menaikan status menjadi DM. Seharusnya tetap probation. Sudah membuat tiket resolve, dan diminta remove manual",batch : 5 of 48 row: 7,Admin,97%,"otomatis, remove"
kembali ke surabaya,batch : 5 of 48 row: 8,lokasi,98%,"surabaya, kembali"
pindah ke Bali,batch : 5 of 48 row: 9,lokasi,99%,"pindah, Bali"
member memutuskan untuk pindah gereja,batch : 5 of 48 row: 10,tertanam_di_gereja_lain,98%,"pindah gereja, member"
Pindah ke Malaysia,batch : 6 of 48 row: 1,lokasi,99%,"pindah, Malaysia"
pindah ke Malaysia,batch : 6 of 48 row: 2,lokasi,99%,"pindah, Malaysia"
pindah date ke sudirman 17,batch : 6 of 48 row: 3,alasan_DATE,98%,"pindah date, sudirman"
pindah date,batch : 6 of 48 row: 4,alasan_DATE,95%,pindah date
Pindah Gereja,batch : 6 of 48 row: 5,tertanam_di_gereja_lain,96%,pindah gereja
"ingin join Date Married Couple, rencana join ke Date baru (Brenda Yohan) kemungkinan akhir tahun",batch : 6 of 48 row: 6,perbedaan_musim_kehidupan,97%,"Date Married, date baru"
"ingin join Date Married Couple, rencana join ke Date baru (Brenda & Yohan) mungkin akhir tahun",batch : 6 of 48 row: 7,perbedaan_musim_kehidupan,97%,"Date Married, akhir tahun"
hans pindah ke date istri di gading serpong 33,batch : 6 of 48 row: 8,alasan_DATE,96%,"pindah date, istri"
Jarang Hadir & Melihat anggotanya banyak couple,batch : 6 of 48 row: 9,tidak_ada_respon,72%,"jarang hadir, couple"
melanjutkan S2 ke USA,batch : 6 of 48 row: 10,perbedaan_musim_kehidupan,98%,"S2, USA"
salah pencet harusnya probation dulu,batch : 7 of 48 row: 1,Admin,98%,"salah pencet, probation, admin"
belum tertanam di gereja,batch : 7 of 48 row: 2,tertanam_di_gereja_lain,92%,"belum tertanam, gereja, aktif"
masih belum dapat rutin hadir DATE,batch : 7 of 48 row: 3,waktu_tidak_sesuai,88%,"belum rutin, hadir, DATE"
meninggal dunia,batch : 7 of 48 row: 4,others,99%,"meninggal, dunia, wafat"
"seperti ada kesalahan sistem di myjpcc, tiba2x masuk disistem setelah salah satu DM transfer dr date lama ke date sy",batch : 7 of 48 row: 5,Admin,95%,"kesalahan sistem, myjpcc, transfer"
"Mau bertumbuh di DATE yg lain, karena perbedaan visi DATE dgn DM",batch : 7 of 48 row: 6,alasan_DATE,96%,"DATE lain, visi, DM"
tidak permah,batch : 7 of 48 row: 7,tidak_ada_respon,97%,"tidak pernah, respon, diangkat"
menikah dan pindah keluar kota,batch : 7 of 48 row: 8,lokasi,99%,"menikah, pindah, luar kota"
"Sejak Februari tidak hadir di DATE, di WA tidak merespon & ditelefon tidak diangkat.",batch : 7 of 48 row: 9,tidak_ada_respon,99%,"WA, tidak merespon, telepon"
Move to another Church,batch : 7 of 48 row: 10,tertanam_di_gereja_lain,98%,"another Church, move, gereja"
Move to another Church,batch : 8 of 48 row: 1,tertanam_di_gereja_lain,96%,"another church, move, church"
sudah tidak di jakarta,batch : 8 of 48 row: 2,lokasi,98%,"tidak di jakarta, jakarta, pindah"
sudah tidak di jakarta,batch : 8 of 48 row: 3,lokasi,98%,"tidak di jakarta, jakarta, pindah"
tidak ada date member tsb,batch : 8 of 48 row: 4,alasan_DATE,93%,"tidak ada, date member, DATE"
salah pencet hrsnya accept probation,batch : 8 of 48 row: 5,Admin,99%,"salah pencet, accept probation, probation"
Must probation,batch : 8 of 48 row: 6,Admin,90%,"probation, must, admin"
diwakili oleh istri,batch : 8 of 48 row: 7,Admin,88%,"diwakili, istri, admin"
diwakili oleh suami,batch : 8 of 48 row: 8,Admin,88%,"diwakili, suami, admin"
diwakili oleh suami,batch : 8 of 48 row: 9,Admin,88%,"diwakili, suami, admin"
"salah masukin. harus nya orang tua, tapi di bikin spouse",batch : 8 of 48 row: 10,Admin,97%,"salah masukin, orang tua, spouse"
for good ke timika,batch : 9 of 48 row: 1,lokasi,98%,"timika, for good, pindah"
komit untuk stay di Date GS 30,batch : 9 of 48 row: 2,alasan_DATE,95%,"stay, Date GS 30, komit"
"Minta keluar DATE krn lack of commitment & punya alasan, mulai WFO lg jd merasa kecapaian bgt kl DATE",batch : 9 of 48 row: 3,waktu_tidak_sesuai,92%,"WFO, kecapaian, DATE"
melanjutkan studi S2 ke negara lain,batch : 9 of 48 row: 4,perbedaan_musim_kehidupan,97%,"studi S2, negara lain, melanjutkan"
Desi menikah tanggal 18 Mei 2024 di Bandung & tinggal bersama suaminya di Bandung. Dia akan mencari komunitas di Gereja Lokal.,batch : 9 of 48 row: 5,perbedaan_musim_kehidupan,96%,"menikah, tinggal bersama, komunitas"
DM diluar kota dan jarang bisa mengikuti Date,batch : 9 of 48 row: 6,lokasi,97%,"diluar kota, jarang, Date"
Pindah ke komunitas gereja lainnya,batch : 9 of 48 row: 7,tertanam_di_gereja_lain,98%,"gereja lainnya, komunitas, pindah"
pindah ke luar negeri,batch : 9 of 48 row: 8,lokasi,99%,"luar negeri, pindah, tinggal"
pindah ke luat negeri untuk melanjutkan pendidikan,batch : 9 of 48 row: 9,lokasi,98%,"luar negeri, pendidikan, pindah"
sudah meninggal :'(,batch : 9 of 48 row: 10,others,99%,"meninggal, wafat, alasan"
Tidak pernah hadir (lebih dr 6 bulan) dan group perlu tambah member baru,batch : 10 of 48 row: 1,tidak_ada_respon,96%,"tidak pernah hadir, 6 bulan, member baru"
S2 d luar negeri,batch : 10 of 48 row: 2,perbedaan_musim_kehidupan,93%,"S2, luar negeri, studi"
pindah Date baru,batch : 10 of 48 row: 3,alasan_DATE,98%,"pindah Date, Date baru"
"Double Account, sudah dipastikan yang aktif adalah akun yang satunya (gmail). -Bintoro",batch : 10 of 48 row: 4,Admin,97%,"Double Account, akun aktif, gmail"
Bergumul dengan diri sendiri dan ada suatu hal yg tidak bisa diceritakan,batch : 10 of 48 row: 5,others,88%,"bergumul, tidak bisa diceritakan"
Terkendala jarak dan waktu dalam beberapa waktu terakhir,batch : 10 of 48 row: 6,waktu_tidak_sesuai,90%,"jarak, waktu, terkendala"
Pindah kota (ke Bali),batch : 10 of 48 row: 7,lokasi,99%,"pindah kota, Bali"
date akan berpindah,batch : 10 of 48 row: 8,alasan_DATE,96%,"berpindah, date"
Felicia telah menemukan gereja lain yang lebih cocok dengan hatinya dan memilih untuk bergereja di sana. Felicia permisi dengan baik baik dengan teman-teman saat DATE.,batch : 10 of 48 row: 9,tertanam_di_gereja_lain,98%,"gereja lain, lebih cocok, bergereja"
"dm minta sendiri, krn ga mungkin bersama lagi dengan suaminya (proses pengadilan perceraian)",batch : 10 of 48 row: 10,perbedaan_musim_kehidupan,95%,"perceraian, suami, proses"
Pindah ke Australia,batch : 11 of 48 row: 1,lokasi,99%,"Australia, pindah, luar negeri"
pindah ke australia,batch : 11 of 48 row: 2,lokasi,99%,"australia, pindah, luar negeri"
mau cari date married couple krn sudah menikah,batch : 11 of 48 row: 3,perbedaan_musim_kehidupan,96%,"married couple, menikah, DATE"
pindah keluar negeri,batch : 11 of 48 row: 4,lokasi,99%,"luar negeri, pindah, lokasi"
Sesuai dengan keputusan sendiri,batch : 11 of 48 row: 5,others,72%,"keputusan sendiri, ambigu"
Pindah keluar kota.,batch : 11 of 48 row: 6,lokasi,98%,"pindah, keluar kota, lokasi"
Sudah pindah ke USA,batch : 11 of 48 row: 7,lokasi,99%,"USA, pindah, luar negeri"
kepencet 3x (duplicate data),batch : 11 of 48 row: 8,Admin,99%,"duplicate, kepencet, data"
kepencet 3x (duplicate data),batch : 11 of 48 row: 9,Admin,99%,"duplicate, kepencet, data"
Permintaan dari DM melalui DATE Support. (Alasan: Sudah request DL namun belum di remove),batch : 11 of 48 row: 10,Admin,95%,"DM, DATE Support, remove"
date tutup,batch : 12 of 48 row: 1,alasan_DATE,98%,"date tutup, tutup"
pindah ke date lain,batch : 12 of 48 row: 2,alasan_DATE,97%,"pindah date, date lain"
menggunakan akun yg lain,batch : 12 of 48 row: 3,Admin,95%,"akun lain, administratif"
member melanjutkan studi di luar negri,batch : 12 of 48 row: 4,lokasi,99%,"studi luar negeri, luar negri"
dipanggil Tuhan,batch : 12 of 48 row: 5,others,99%,"dipanggil Tuhan, wafat"
menghapus testing dari skybridge,batch : 12 of 48 row: 6,Admin,92%,"testing, skybridge"
Permintaan Ybs karena sudah jarang dan tidak pernah ke JPCC lagi dan jarang DATE karena alasan pekerjaan,batch : 12 of 48 row: 7,waktu_tidak_sesuai,96%,"jarang, pekerjaan"
mau off date dlu sebelum pindah ke date couple,batch : 12 of 48 row: 8,alasan_DATE,94%,"off date, date couple"
sekolah dan pindah ke luar negeri,batch : 12 of 48 row: 9,lokasi,98%,"sekolah, luar negeri"
"pindah ke date lain, date cempaka putih 03",batch : 12 of 48 row: 10,alasan_DATE,97%,"pindah date, date cempaka"
pindah Date untuk pernikahan,batch : 13 of 48 row: 1,perbedaan_musim_kehidupan,96%,"pindah Date, pernikahan"
pindah gereja yg dekat tempat tinggal,batch : 13 of 48 row: 2,tertanam_di_gereja_lain,93%,"pindah gereja, dekat rumah"
aplikasi error seharusnya visitor,batch : 13 of 48 row: 3,Admin,98%,"aplikasi error, visitor"
ingin pindah,batch : 13 of 48 row: 4,others,72%,"ingin pindah, tidak jelas"
Pindah tempat tinggal ke Luar Kota,batch : 13 of 48 row: 5,lokasi,99%,"pindah tempat, luar kota"
istri dari yanto (dater),batch : 13 of 48 row: 6,Admin,90%,"istri dari, dater"
salah accept ke date member. seharusnya kevin wangsa,batch : 13 of 48 row: 7,Admin,97%,"salah accept, member"
Maaf teman2 date saya blm bisa ikut in onsite n online juga tdk setiap mgg saya mau undur dr date ini terima kasih semu teman2 yg selama ini sdh menerima saya ngikutin date ini Tuhan berkati,batch : 13 of 48 row: 8,waktu_tidak_sesuai,95%,"tidak bisa ikut, setiap minggu"
mau coba visit tempat lain,batch : 13 of 48 row: 9,tertanam_di_gereja_lain,84%,"visit tempat lain, coba"
Pindah dan menetap di kota Surabaya per 1 Juni 2024,batch : 13 of 48 row: 10,lokasi,99%,"pindah, Surabaya"
salah data,batch : 14 of 48 row: 1,Admin,98%,salah data
double data,batch : 14 of 48 row: 2,Admin,99%,double data
double,batch : 14 of 48 row: 3,Admin,95%,double
double data,batch : 14 of 48 row: 4,Admin,99%,double data
Ingin mencari Date lain yang lebih sesuai dengan musim kehidupannya.,batch : 14 of 48 row: 5,perbedaan_musim_kehidupan,96%,"Date lain, musim kehidupan"
request by date member,batch : 14 of 48 row: 6,alasan_DATE,72%,"request, date member"
request by date member,batch : 14 of 48 row: 7,alasan_DATE,72%,"request, date member"
pindah domisili,batch : 14 of 48 row: 8,lokasi,97%,"pindah, domisili"
"wrongly approved, visitor only",batch : 14 of 48 row: 9,Admin,94%,"wrongly approved, visitor"
"Tiba2 ada di dalam list member, sebelumnya tidak pernah",batch : 14 of 48 row: 10,Admin,90%,"tiba2, member list"
kerja di luar negri,batch : 15 of 48 row: 1,lokasi,98%,"luar negeri, kerja, pindah"
"Hendrawan & istri sudah pindah ke DATE KELAPA GADING 61 namun DL menginformasikan disana sudah penuh, hanya bisa menerima istrinya saja masuk ke myjpcc. DLnya menyarankan utk remove saja dari KG43.",batch : 15 of 48 row: 2,alasan_DATE,95%,"DATE, penuh, remove"
Tdk bs date lg krn pindah kerja ke Bali,batch : 15 of 48 row: 3,lokasi,97%,"pindah kerja, Bali, tidak bs date"
Pindah domisili ke Batam karena penempatan dari perusahaan tempat bekerja. Telah didampingi proses transisi hingga tertanam di Gereja/komunitas yang baru di Batam,batch : 15 of 48 row: 4,lokasi,99%,"pindah domisili, Batam, penempatan"
"pindah tempat tinggal, jadi sudah pindah DATE baru.",batch : 15 of 48 row: 5,lokasi,98%,"pindah tempat tinggal, DATE baru, pindah"
Permintaan dari DM,batch : 15 of 48 row: 6,Admin,90%,"permintaan, DM, remove"
meminjam uang kepada member dan menggunakan nama member lain sebagai jaminan untuk meminjam uang kepada teman lainnya,batch : 15 of 48 row: 7,others,88%,"pinjam uang, jaminan, member"
pindah gereja karena susah dapat tiket anak2.,batch : 15 of 48 row: 8,perbedaan_musim_kehidupan,72%,"anak2, susah tiket, pindah gereja"
pindah gereja karena susah dapat tiket anak2.,batch : 15 of 48 row: 9,perbedaan_musim_kehidupan,72%,"anak2, susah tiket, pindah gereja"
yang aktif hanya istrinya,batch : 15 of 48 row: 10,perbedaan_musim_kehidupan,60%,"istri, aktif, hanya"
pindah ke kota lain,batch : 16 of 48 row: 1,lokasi,99%,"pindah, kota lain"
"kehadiran di date kurang, namun pelayanan aktif",batch : 16 of 48 row: 2,alasan_DATE,86%,"kehadiran, date, kurang"
"kehadiran di date kurang, namun pelayanan aktif",batch : 16 of 48 row: 3,alasan_DATE,86%,"kehadiran, date, kurang"
tidak pernah hadir dan pindah ke gereja lain,batch : 16 of 48 row: 4,tertanam_di_gereja_lain,95%,"tidak pernah hadir, gereja lain"
tidak pernah hadir dan pindah ke gereja lain,batch : 16 of 48 row: 5,tertanam_di_gereja_lain,95%,"tidak pernah hadir, gereja lain"
duplicate data,batch : 16 of 48 row: 6,Admin,98%,"duplicate, data"
saya sudah tidak menjadi DL lagi,batch : 16 of 48 row: 7,others,72%,"DL, tidak lagi"
saya sudah tidak menjadi DL lagi,batch : 16 of 48 row: 8,others,72%,"DL, tidak lagi"
saya sudah tidak menjadi DL lagi,batch : 16 of 48 row: 9,others,72%,"DL, tidak lagi"
saya sudah tidak menjadi DL lagi,batch : 16 of 48 row: 10,others,72%,"DL, tidak lagi"
Meninggal,batch : 17 of 48 row: 1,others,99%,meninggal
"jarak dengan date jauh, sdh bbrpa bulan off, diarahkan ke date lain dan ybs ok",batch : 17 of 48 row: 2,alasan_DATE,95%,"jarak DATE, pindah DATE, off"
"bentrok waktu dengan pekerjaan, sdh diarahkan mencari date lain yg waktunya pas dan masih mencoba",batch : 17 of 48 row: 3,waktu_tidak_sesuai,97%,"bentrok waktu, pekerjaan, date lain"
"Saya tidak sanggup untuk menjadi DL bagi saudari Septi atas permasalahan psikologisnya. sudah dicoba ditawarkan tetap menetap di DATE dengan pendampingan dari tim konselor JPCC, namun ditolak.",batch : 17 of 48 row: 4,alasan_DATE,96%,"psikologis, DL, DATE"
saya sudah tidak menjadi DL lagi,batch : 17 of 48 row: 5,others,88%,tidak jadi DL
saya sudah tidak menjadi DL lagi,batch : 17 of 48 row: 6,others,88%,tidak jadi DL
saya sudah tidak menjadi DL lagi,batch : 17 of 48 row: 7,others,88%,tidak jadi DL
saya sudah tidak menjadi DL lagi,batch : 17 of 48 row: 8,others,88%,tidak jadi DL
saya sudah tidak menjadi DL lagi,batch : 17 of 48 row: 9,others,88%,tidak jadi DL
Setelah menikah pindah ke luar kota mengikuti suami.,batch : 17 of 48 row: 10,lokasi,98%,"menikah, luar kota, suami"
Double akun,batch : 18 of 48 row: 1,Admin,98%,"double, akun, admin"
lagi stay di luar kota,batch : 18 of 48 row: 2,lokasi,99%,"luar kota, stay, lokasi"
"lagi berada di Luar negeri, sementara off dulu",batch : 18 of 48 row: 3,lokasi,99%,"luar negeri, off, lokasi"
ganti sccount,batch : 18 of 48 row: 4,Admin,97%,"ganti, account, admin"
salah add family member,batch : 18 of 48 row: 5,Admin,98%,"salah add, family member, admin"
pindah keluar negeri tapi masih tetap di WAG.,batch : 18 of 48 row: 6,lokasi,99%,"pindah, luar negeri, WAG"
Double Role,batch : 18 of 48 row: 7,Admin,96%,"double, role, admin"
Double account,batch : 18 of 48 row: 8,Admin,98%,"double, account, admin"
beribadah di gereja lain,batch : 18 of 48 row: 9,tertanam_di_gereja_lain,99%,"gereja lain, beribadah, aktif"
sudah menikah dan pindah ke DATE Kelapa Gading 7,batch : 18 of 48 row: 10,perbedaan_musim_kehidupan,95%,"menikah, pindah, DATE"
sudah meninggal,batch : 19 of 48 row: 1,others,99%,"meninggal, wafat"
for good ke sydney,batch : 19 of 48 row: 2,lokasi,98%,"Sydney, pindah"
"perbedaan musim kehidupan, sudah tidak pernah hadir, slow respon, sudah mengatakan tidak bisa bergabung lagi didate sampai saat ini.",batch : 19 of 48 row: 3,tidak_ada_respon,88%,"slow respon, tidak hadir"
akan pindah ke date married couple di tebet,batch : 19 of 48 row: 4,alasan_DATE,97%,"date married, tebet"
pindah ke Sumba (NTT),batch : 19 of 48 row: 5,lokasi,99%,"Sumba, NTT"
pindah ke australia,batch : 19 of 48 row: 6,lokasi,99%,"Australia, pindah"
pindah ke australia,batch : 19 of 48 row: 7,lokasi,99%,"Australia, pindah"
sudah pindah kerja ke surabaya kurang lebih setahun dan sudah ikut gereja disana.,batch : 19 of 48 row: 8,lokasi,98%,"Surabaya, gereja"
memutuskan untuk bertumbuh dgn caranya,batch : 19 of 48 row: 9,perbedaan_musim_kehidupan,72%,"bertumbuh, caranya"
double id or account,batch : 19 of 48 row: 10,Admin,96%,"double id, account"
salah tekan,batch : 20 of 48 row: 1,Admin,98%,"salah tekan, human error, admin"
Sudah di rumah Bapa di Sorga,batch : 20 of 48 row: 2,others,99%,"wafat, di rumah Bapa, ambigu"
sedang ada masalah pribadi dan blm bs diceritakan ke saya dan vina decide utk quit dr date,batch : 20 of 48 row: 3,alasan_DATE,92%,"masalah pribadi, quit, date"
Re-register,batch : 20 of 48 row: 4,Admin,96%,"re-register, admin, data"
sudah kembali lagi ke agama lama krn faktor tidak ada pilihan lain yakni tuntutan keluarga yg memaksakan utk kembali ke agama lain.,batch : 20 of 48 row: 5,others,88%,"agama lama, tuntutan keluarga, ambigu"
domisili di Pontianak,batch : 20 of 48 row: 6,lokasi,97%,"domisili, Pontianak, pindah"
double user login,batch : 20 of 48 row: 7,Admin,97%,"double login, salah, admin"
salah orang,batch : 20 of 48 row: 8,Admin,98%,"salah orang, human error, admin"
"Pindah ke GMS, ikut calon suami kareba ada rencana menikah bln Feb 25",batch : 20 of 48 row: 9,perbedaan_musim_kehidupan,95%,"menikah, calon suami, GMS"
mencari date khusus married couple,batch : 20 of 48 row: 10,alasan_DATE,90%,"date khusus, married couple, DATE"
pindah keluar kota,batch : 21 of 48 row: 1,lokasi,99%,"pindah, luar kota, relokasi"
mencari date yang lebih sesuai dengan jadwal,batch : 21 of 48 row: 2,alasan_DATE,95%,"date, sesuai, jadwal"
pindah ke kota Lampung,batch : 21 of 48 row: 3,lokasi,99%,"pindah, Lampung, kota"
tekan accept 2x,batch : 21 of 48 row: 4,Admin,98%,"accept, 2x, admin"
Komitmen kehadiran rendah. Sudah diingatkan namun tidak menunjukkan perubahan.,batch : 21 of 48 row: 5,tidak_ada_respon,88%,"kehadiran, diingatkan, tidak berubah"
double account,batch : 21 of 48 row: 6,Admin,97%,"double, account, admin"
rencana untuk pindah ke date baru yang lebih deket ke rumah mereka,batch : 21 of 48 row: 7,alasan_DATE,96%,"date baru, dekat rumah, pindah"
pindah ke luar kota,batch : 21 of 48 row: 8,lokasi,99%,"pindah, luar kota, relokasi"
double account,batch : 21 of 48 row: 9,Admin,97%,"double, account, admin"
double,batch : 21 of 48 row: 10,Admin,90%,"double, admin, data"
salah klik masih probition,batch : 22 of 48 row: 1,Admin,96%,"salah klik, probition, double"
Izin keluar dari Date,batch : 22 of 48 row: 2,alasan_DATE,93%,"keluar Date, Date, izin"
Data double,batch : 22 of 48 row: 3,Admin,98%,"data double, double, data"
mencari komunitas yg tepat,batch : 22 of 48 row: 4,tertanam_di_gereja_lain,84%,"komunitas tepat, komunitas, mencari"
HP saya bermasalah harusnya masuk probation tiba2 ke klik 2 kali,batch : 22 of 48 row: 5,Admin,95%,"HP bermasalah, probation, salah klik"
menetap di Australia,batch : 22 of 48 row: 6,lokasi,99%,"Australia, menetap, pindah"
salah data salah salah akun,batch : 22 of 48 row: 7,Admin,97%,"salah data, salah akun, data"
date akan ditutup,batch : 22 of 48 row: 8,alasan_DATE,98%,"date ditutup, ditutup, date"
date akan ditutup,batch : 22 of 48 row: 9,alasan_DATE,98%,"date ditutup, ditutup, date"
date akan ditutup,batch : 22 of 48 row: 10,alasan_DATE,98%,"date ditutup, ditutup, date"
date akan ditutup,batch : 23 of 48 row: 1,alasan_DATE,98%,"DATE, ditutup, close"
date akan ditutup,batch : 23 of 48 row: 2,alasan_DATE,98%,"DATE, ditutup, close"
date akan ditutup,batch : 23 of 48 row: 3,alasan_DATE,98%,"DATE, ditutup, close"
pindah ke date lain karena waktunya lebih sesuai dan sudah mendaftar dgn email lain,batch : 23 of 48 row: 4,alasan_DATE,95%,"pindah DATE, waktu, email"
CT/DM pindah ke negara lain (US) sejak Maret 2024. Thankyou,batch : 23 of 48 row: 5,lokasi,99%,"pindah negara, US, Maret 2024"
Pindah negara,batch : 23 of 48 row: 6,lokasi,99%,"pindah negara, relokasi, negara"
double data,batch : 23 of 48 row: 7,Admin,99%,"double data, duplikat, admin"
Suwanto udah berpulang ke rumah Bapa,batch : 23 of 48 row: 8,others,99%,"berpulang, wafat, rumah Bapa"
CT sudah naik jadi DL,batch : 23 of 48 row: 9,Admin,97%,"naik jabatan, DL, CT"
DL sudah ada,batch : 23 of 48 row: 10,Admin,96%,"DL sudah ada, data, admin"
date leader dalam proses pengunduran diri,batch : 24 of 48 row: 1,alasan_DATE,96%,"pengunduran diri, DATE leader, proses"
