delete_reason,batch,Final label,Confidence,Keywords
"Belum bisa komitmen untuk datang ke Date, sudah berbulan-bulan tidak hadir ke 
Date dan Sdri. Mei meminta secara pribadi untuk dikeluarkan dari date.",batch : 2 of 48 row: 4,alasan_DATE,85%,"tidak hadir, DATE, request keluar"
memutuskan utk tidak ternama di DATE lagi karena season kehidupan yg baru yaitu menikah dan belum ada waktu untuk cari DATE yg lbh dekat dekat tempat tinggal baru nya di TANGERANG. sebagai DL saya sudah bantu fasilitasi untuk cari DATE baru namun tidak ada kabar dan komitmen nya utk visit maupun cari DATE married couple.,batch : 2 of 48 row: 5,perbedaan_musim_kehidupan,90%,"menikah, season baru, relokasi Tangerang"
"Salah input
Salah input nama. Itu nama anak date member",batch : 2 of 48 row: 6,Admin,95%,"salah input, nama anak, error administratif"
"Date Member info blom bisa komitmen untuk hadir mengikutin date walaupun 1 atau 2 bulan sekali karena sering lembur di kantor..udh info ke date member akan coba bantu cari date yang bisa menyesuaikan dengan jadwal member , tp date membernya tetap pada pendiriaanya..dan selama join di date di bulan januari date member baru hadir 3x ikut join date sampai july ini..thank you",batch : 2 of 48 row: 7,waktu_tidak_sesuai,88%,"lembur kantor, jadwal bentrok, komitmen waktu"
"Arwin & family moved to Bali dan mau tertanam di gereja lokal, dan mereka mau bergabung komsel disana.",batch : 2 of 48 row: 8,lokasi,95%,"pindah Bali, gereja lokal, relokasi"
"Gina & family move to Bali dan mau tertanam di gereja lokal, dan mereka mau bergabung komsel disana.",batch : 2 of 48 row: 9,lokasi,95%,"pindah Bali, gereja lokal, relokasi"
Memutuskan utk tertanam di gereja lain,batch : 2 of 48 row: 10,tertanam_di_gereja_lain,95%,"gereja lain, tertanam, memilih"
sudah tidak pernah datang ke date dan gereja.,batch : 3 of 48 row: 1,tidak_ada_respon,75%,"tidak pernah datang, DATE, gereja"
Sudah Tidak lagi berdomisili di Jakarta,batch : 3 of 48 row: 2,lokasi,95%,"tidak berdomisili, Jakarta, pindah"
Saudara Deynes sudah almarhum atau meninggal dunia,batch : 3 of 48 row: 3,others,95%,"almarhum, meninggal, wafat"
ybs sudah tidak pernah hadir di DATE dan ibadah onsite,batch : 3 of 48 row: 4,tidak_ada_respon,85%,"tidak hadir, DATE, ibadah"
Never joined DATE more than 7 months.,batch : 3 of 48 row: 5,Admin,70%,"never joined, 7 months, probation"
Never joined DATE more than a year.,batch : 3 of 48 row: 6,Admin,70%,"never joined, 1 year, probation"
Never joined DATE more than a year.,batch : 3 of 48 row: 7,Admin,70%,"never joined, 1 year, probation"
Renati pindah ke Bali dan akan bergereja di Bali,batch : 3 of 48 row: 8,lokasi,90%,"pindah Bali, relokasi, bergereja"
Pindah ke gereja lain bersama pacarnya.,batch : 3 of 48 row: 9,tertanam_di_gereja_lain,85%,"pindah gereja, gereja lain, pacar"
Pindah ke gereja lain dan pindah tempat tinggal.,batch : 3 of 48 row: 10,lokasi,80%,"pindah gereja, pindah tempat tinggal, relokasi"
diluar kota sejak beberapa tahun yg lalu,batch : 4 of 48 row: 1,lokasi,95%,"luar kota, pindah, relokasi"
"date member sudah berpindah lokasi,jadi tidak memungkinkan untuk stay di date.",batch : 4 of 48 row: 2,lokasi,90%,"pindah lokasi, tidak memungkinkan, date"
"date member sudah pindah lokas, jadi tidak memungkinkan kalau stay di date kami. Dan sudah coba di date yang dekat dengan rumahnya",batch : 4 of 48 row: 3,lokasi,92%,"pindah lokasi, date lain, rumah"
Robin & Meylis sudah pindah ke Medan dari setahun lalu dan akan seterus nya domisili di Medan. Mereka juga sudah menemukan gereja lokal disana.,batch : 4 of 48 row: 4,lokasi,98%,"pindah Medan, domisili, gereja lokal"
Robin & Meylis sudah pindah ke Medan dari setahun lalu dan akan seterus nya domisili di Medan. Mereka juga sudah menemukan gereja lokal disana.,batch : 4 of 48 row: 5,lokasi,98%,"pindah Medan, domisili, gereja lokal"
Pindah Domisili ke New Zealand,batch : 4 of 48 row: 6,lokasi,98%,"New Zealand, pindah domisili, luar negeri"
Pindah Domisili Ke New Zealand,batch : 4 of 48 row: 7,lokasi,98%,"New Zealand, pindah domisili, luar negeri"
"akan dapat beasiswa ke New York, jadi tidak akan berada di Jakarta",batch : 4 of 48 row: 8,lokasi,95%,"New York, beasiswa, tidak di Jakarta"
memberi tempat ke DM yg lbh membutuhkan,batch : 4 of 48 row: 9,others,45%,"tempat DM, ambigu, tidak jelas"
"sudah di luar kota, ga aktif lg",batch : 4 of 48 row: 10,lokasi,85%,"luar kota, tidak aktif, pindah"
ybs sudah lama tidak pernah hadir di pertemuan date. sudah konfirmasi pd ybs utk proses remove.,batch : 5 of 48 row: 1,tidak_ada_respon,85%,"lama tidak hadir, konfirmasi remove, tidak pernah"
Sedang mencari date married couple,batch : 5 of 48 row: 2,Admin,75%,"mencari date, married couple, administrative"
Sedang mencari date married couple,batch : 5 of 48 row: 3,Admin,75%,"mencari date, married couple, administrative"
"memutuskan untuk tidak Date lagi, karena pindah tempat tinggal.",batch : 5 of 48 row: 4,lokasi,90%,"pindah tempat tinggal, tidak date lagi, relokasi"
"tinggal di luar kota, jadi tidak bisa hadir jpcc lagi",batch : 5 of 48 row: 5,lokasi,95%,"luar kota, tidak bisa hadir, pindah"
pindah rumah dan pindah gereja,batch : 5 of 48 row: 6,lokasi,90%,"pindah rumah, pindah gereja, relokasi"
pindah rumah dan pindah gereja ke luar kt,batch : 5 of 48 row: 7,lokasi,95%,"pindah rumah, luar kota, pindah gereja"
"kuliah diluar kota, kita himbau untuk mencari komunitas lokal",batch : 5 of 48 row: 8,lokasi,90%,"kuliah luar kota, komunitas lokal, relokasi"
"kuliah diluar kota, jadi kami himbau untuk mencari komunitas lokal.",batch : 5 of 48 row: 9,lokasi,90%,"kuliah luar kota, komunitas lokal, relokasi"
"sedang kuliah diluar negeri, kita himbau untuk join komunitas lokal.",batch : 5 of 48 row: 10,lokasi,95%,"kuliah luar negeri, komunitas lokal, relokasi"
"never joined the date since the beginning,",batch : 6 of 48 row: 1,alasan_DATE,75%,"never joined, DATE, beginning"
"long time inactive , not joining jpcc online service too, ministry in other church",batch : 6 of 48 row: 2,tertanam_di_gereja_lain,85%,"inactive, ministry other church, not joining"
"long time inactive , not joining jpcc online service too, ministry in other church",batch : 6 of 48 row: 3,tertanam_di_gereja_lain,85%,"inactive, ministry other church, not joining"
"long time inactive , not joining jpcc online service too, ministry in other church",batch : 6 of 48 row: 4,tertanam_di_gereja_lain,85%,"inactive, ministry other church, not joining"
Ella is moving to UK for working,batch : 6 of 48 row: 5,lokasi,95%,"moving to UK, working, relocation"
Pindah ke luar kota dan tidak ikut date lagi,batch : 6 of 48 row: 6,lokasi,90%,"pindah luar kota, relocation, tidak ikut date"
Info dr dm tidak mau ikut date dulu,batch : 6 of 48 row: 7,alasan_DATE,80%,"tidak mau ikut date, DATE decision, temporary"
Pindah tempat tinggal dan sudah berkeluarga,batch : 6 of 48 row: 8,perbedaan_musim_kehidupan,85%,"pindah tempat, berkeluarga, life phase change"
"setelah berdiskusi, DM siap untuk menjalani season baru di tempat yang baru bersama dengan pasangan, dan kami segenap DATE mendukung agar DM dapat tertanam dan bertumbuh dengan baik dan optimal di tempat baru nya.",batch : 6 of 48 row: 9,lokasi,80%,"tempat baru, relocation, season baru"
She wants to change to another Date with younger members,batch : 6 of 48 row: 10,alasan_DATE,85%,"change DATE, younger members, DATE preference"
ada 2 email yang masuk jadi di pake salah satu saja,batch : 7 of 48 row: 1,Admin,95%,"duplicate email, administrative error, data correction"
tidak hadir date lebih dari 3bulan. bahkan lebih dari 6bulan baik Online & Offline,batch : 7 of 48 row: 2,alasan_DATE,90%,"tidak hadir DATE, 6 bulan, offline online"
Silvia sudah tidak bergereja di jpcc lagi,batch : 7 of 48 row: 3,tertanam_di_gereja_lain,85%,"tidak bergereja JPCC, gereja lain, pindah gereja"
double account. ada yang email hotmail dan gmail. delete 1 account yang hotmail,batch : 7 of 48 row: 4,Admin,98%,"double account, delete account, administrative"
No active and no communication. It was by mistake to approve teice anyway,batch : 7 of 48 row: 5,tidak_ada_respon,88%,"no communication, not active, mistake approval"
Non active dan tidak merespon ketika di hubungi,batch : 7 of 48 row: 6,tidak_ada_respon,92%,"tidak merespon, tidak aktif, tidak dihubungi"
"Non active more than 3 months, karena pindah kerja dan tmpt kos",batch : 7 of 48 row: 7,lokasi,85%,"pindah kerja, pindah kos, relokasi"
Udah lama ga dateng pertemuan date,batch : 7 of 48 row: 8,alasan_DATE,88%,"tidak dateng DATE, lama tidak hadir, pertemuan"
Sudah pindah kota dan memutuskan untuk ikut tertanam di gereja suami setelah menikah,batch : 7 of 48 row: 9,perbedaan_musim_kehidupan,90%,"pindah kota, menikah, gereja suami"
Vincent tidak pernah datang ke date,batch : 7 of 48 row: 10,alasan_DATE,92%,"tidak pernah datang, DATE, tidak hadir"
Move to other date married couple,batch : 8 of 48 row: 1,perbedaan_musim_kehidupan,85%,"married couple, life phase change"
Sudah tidak pernah join DATE lagi,batch : 8 of 48 row: 2,alasan_DATE,90%,"tidak pernah join DATE, DATE inactive"
Sedang sekolah di luar negeri dan bukan jemaat JPCC,batch : 8 of 48 row: 3,lokasi,95%,"luar negeri, relocation"
Berjemaat dan melayani di gereja lain,batch : 8 of 48 row: 4,tertanam_di_gereja_lain,95%,"gereja lain, melayani"
"Sudah tidak aktif date, akan kembali lagi",batch : 8 of 48 row: 5,alasan_DATE,85%,"tidak aktif DATE, DATE"
Move to other church krn ga bs dpt seats untuk anaknya di greja sunday,batch : 8 of 48 row: 6,tertanam_di_gereja_lain,90%,"other church, seats"
Move to other church krn ga bs dpt seats untuk anaknya di greja sunday,batch : 8 of 48 row: 7,tertanam_di_gereja_lain,90%,"other church, seats"
sudah tidak pernah mengikuti DATE,batch : 8 of 48 row: 8,alasan_DATE,90%,"tidak pernah mengikuti DATE, DATE"
sudah tidak pernah mengikuti DATE,batch : 8 of 48 row: 9,alasan_DATE,90%,"tidak pernah mengikuti DATE, DATE"
sudah tidak pernah mengikuti DATE,batch : 8 of 48 row: 10,alasan_DATE,90%,"tidak pernah mengikuti DATE, DATE"
sudah tidak pernah mengikuti DATE,batch : 9 of 48 row: 1,alasan_DATE,85%,"tidak pernah mengikuti, DATE, inactive"
sudah tidak pernah mengikuti DATE,batch : 9 of 48 row: 2,alasan_DATE,85%,"tidak pernah mengikuti, DATE, inactive"
"Transfer ke Date Sudirman12 dengan cara manual, karena tidak muncul pilihan transfer ke Date Sudirman 12 di app myjpcc.",batch : 9 of 48 row: 3,Admin,90%,"transfer, administrative, app error"
Member didn’t show up for the past year. Thank you.,batch : 9 of 48 row: 4,tidak_ada_respon,88%,"didn't show up, past year, missing"
Member wants to find DATE that is near to her boarding house and campus. Thank you.,batch : 9 of 48 row: 5,waktu_tidak_sesuai,82%,"near boarding house, campus, location preference"
Member wants to find DATE that is near to his workplace/home. Thank you.,batch : 9 of 48 row: 6,waktu_tidak_sesuai,82%,"near workplace, home, location preference"
sudah tidak datang ke date lebih Dari 6 bulan Dan info tidak bisa komit dengan ikut DATE setiap online atau offline,batch : 9 of 48 row: 7,alasan_DATE,80%,"tidak datang, tidak komit, DATE commitment"
Tidak lagi merespon saat dikontak sejak desember 2023,batch : 9 of 48 row: 8,tidak_ada_respon,92%,"tidak merespon, sejak desember, no contact"
Sarah sudah tidak aktif di date karena terakhir kali diinfo mau pindah ke date married couple,batch : 9 of 48 row: 9,alasan_DATE,85%,"pindah date, married couple, DATE transfer"
Amalia pindah kerja ke luar negeri,batch : 9 of 48 row: 10,lokasi,95%,"pindah kerja, luar negeri, relocation"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 1,alasan_DATE,85%,"kategori DATE, married couple, perubahan"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 2,alasan_DATE,85%,"kategori DATE, married couple, perubahan"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 3,alasan_DATE,85%,"kategori DATE, married couple, perubahan"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 4,alasan_DATE,85%,"kategori DATE, married couple, perubahan"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 5,alasan_DATE,85%,"kategori DATE, married couple, perubahan"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 6,alasan_DATE,85%,"kategori DATE, married couple, perubahan"
Shelly ingin mencari date yg offline dan waktu yang sesuai dengan jadwalnya.,batch : 10 of 48 row: 7,waktu_tidak_sesuai,80%,"jadwal, waktu sesuai, offline"
"Pindah rumah ke PIK, jadi kejauhan untuk ikut offline di BSD",batch : 10 of 48 row: 8,lokasi,90%,"pindah rumah, PIK, kejauhan"
pindah ke kota bandung satu keluarga,batch : 10 of 48 row: 9,lokasi,95%,"pindah kota, Bandung, keluarga"
pindah ke kota Bandung satu keluarga.,batch : 10 of 48 row: 10,lokasi,95%,"pindah kota, Bandung, keluarga"
Sudah tidak bergereja di JPCC,batch : 11 of 48 row: 1,tidak_ada_respon,45%,"tidak bergereja, JPCC, ambigu"
Seasons of life. Has not been attended DATE for awhile,batch : 11 of 48 row: 2,perbedaan_musim_kehidupan,85%,"seasons of life, phase change"
Miranda sedang kuliah di luar kota dan sebagai DL kita encourage Miranda untuk dapat tertanam di gereja lokal disana sehingga bisa bertumbuh & berbuah,batch : 11 of 48 row: 3,lokasi,90%,"kuliah luar kota, relokasi, gereja lokal"
Transfer to Date Gading Serpong 11,batch : 11 of 48 row: 4,alasan_DATE,88%,"transfer DATE, pindah DATE"
Transfer to Date Gading Serpong 11,batch : 11 of 48 row: 5,alasan_DATE,88%,"transfer DATE, pindah DATE"
"masih mau mencoba date lain, belum perna datang ke date bsd 47",batch : 11 of 48 row: 6,alasan_DATE,75%,"coba date lain, belum datang"
tidak cocok dgn pertemuan online. ingin mencari date offline.,batch : 11 of 48 row: 7,alasan_DATE,80%,"online vs offline, format DATE"
sudah pindah untuk bekerja ke Amerika,batch : 11 of 48 row: 8,lokasi,95%,"pindah Amerika, bekerja, relokasi"
"Karna ada masalah yang sedang terjadi, Peter belum bisa untuk mengikuti Date dan menyatakan ingin keluar dari Date.",batch : 11 of 48 row: 9,others,60%,"masalah, keluar, tidak jelas"
move to china for college:”))),batch : 11 of 48 row: 10,lokasi,92%,"pindah China, kuliah, relokasi"
move to UK for college. hard to find matching time,batch : 12 of 48 row: 1,lokasi,95%,"move to UK, college, relocation"
"Sedang kuliah diluar negeri, dan kita (as DL) encourage Chris untuk bisa tertanam di komunitas lokal & terus bisa bertumbuh didalam Tuhan.",batch : 12 of 48 row: 2,lokasi,90%,"kuliah diluar negeri, overseas study"
Mau mencoba mencari date lain,batch : 12 of 48 row: 3,alasan_DATE,85%,"mencari date lain, change DATE"
Date member pindah gereja dekat rumah,batch : 12 of 48 row: 4,alasan_DATE,88%,"pindah gereja, DATE member moved"
"Edo sudah 6 bulan tidak menghadiri Date, dan tidak membalas chat grup maupun pc",batch : 12 of 48 row: 5,tidak_ada_respon,92%,"6 bulan tidak hadir, tidak membalas chat"
"Sudah lama tidak datang date, dan sudah memutuskan tidak tergabung dengan date. Sudah ditawarkan apakah mau pindah date, tapi tetap tidak mau.",batch : 12 of 48 row: 6,alasan_DATE,90%,"tidak tergabung DATE, menolak pindah DATE"
domisili yg berbeda. pulang ke kampung halaman,batch : 12 of 48 row: 7,lokasi,92%,"domisili berbeda, pulang kampung halaman"
diluar kota menetapnya jd ud ga bs hadir date offline,batch : 12 of 48 row: 8,lokasi,93%,"diluar kota, tidak bisa hadir offline"
sudah tidak hadir dari januari 2023,batch : 12 of 48 row: 9,tidak_ada_respon,88%,"tidak hadir, januari 2023"
"perubahan data email dan no hp
datemember lupa pasword email lama dan no hp sudah tifak digunakan. solusi create akun baru",batch : 12 of 48 row: 10,Admin,92%,"perubahan data, akun baru, administrative change"
sudah tidak aktif  lebih dari 6 bulan,batch : 13 of 48 row: 1,tidak_ada_respon,75%,"tidak aktif, 6 bulan, no engagement"
"double input di data myjpcc, sehingga coba dikeluarkan salah satu akun",batch : 13 of 48 row: 2,Admin,95%,"double input, data error, administrative"
"double input di data myjpcc, sehingga coba dikeluarkan salah satu akun",batch : 13 of 48 row: 3,Admin,95%,"double input, data error, administrative"
"tidak sengaja ter approve, status masih probation",batch : 13 of 48 row: 4,Admin,90%,"probation, accidental approval, administrative"
"tidak sengaja approve, status masih probation",batch : 13 of 48 row: 5,Admin,90%,"probation, accidental approval, administrative"
"Nesa sudah tidak aktif selama 6 Bulan di Date karena sibuk dan merasa tidak bertumbuh dalam sebuah Date. Ngerasa belum ada manfaatnya untuk join Date, jadi ingin mengundurkan diri",batch : 13 of 48 row: 6,alasan_DATE,85%,"tidak bertumbuh, DATE, resign"
Inactive and never attended date,batch : 13 of 48 row: 7,alasan_DATE,80%,"never attended, DATE, inactive"
Intan has moved to place outside Jakarta,batch : 13 of 48 row: 8,lokasi,90%,"moved, outside Jakarta, relocation"
sudah tidak date bln feb23. tidak ada kabar..,batch : 13 of 48 row: 9,tidak_ada_respon,85%,"tidak ada kabar, missing, no contact"
"sudah tidak aktif di DATE kita, dan tidak bergereja di JPCC",batch : 13 of 48 row: 10,tertanam_di_gereja_lain,75%,"tidak bergereja JPCC, gereja lain, left"
yang bersangkutan tidak memberikan kabar apapun mengenai keputusannya left DATE,batch : 14 of 48 row: 1,tidak_ada_respon,85%,"tidak memberikan kabar, keputusan, left DATE"
"sudah 2 tahun tidak datang ke date setelah istri melahirkan 2 anak, dan belum ada waktu untuk berkomitmen datang ke  date",batch : 14 of 48 row: 2,perbedaan_musim_kehidupan,90%,"istri melahirkan, 2 anak, tidak ada waktu"
"sudah 2 tahun tidak datang ke date setelah melahirkan 2 anak, dan belum ada waktu untuk berkomitmen datang ke  date",batch : 14 of 48 row: 3,perbedaan_musim_kehidupan,90%,"melahirkan, 2 anak, tidak ada waktu"
"Ybs 2 tahun kebelakangan ini tidak pernah hadir di DATE dan saat di follow up, Ybs info bahwa sekarang dia ada kegiatan lain yang bentrok dgn waktu DATE Sunter 15 sehingga dia lebih memilih mundur dari DATE Sunter 15.",batch : 14 of 48 row: 4,waktu_tidak_sesuai,88%,"kegiatan lain, bentrok waktu, mundur"
Need time to take a break. Meanwhile diambil keputusan utk diremove dari group date dl karena belum bisa commit dateng ke date lagi.,batch : 14 of 48 row: 5,perbedaan_musim_kehidupan,82%,"take a break, tidak bisa commit, remove"
Pindah rumah krn sudah berkeluarga dan mau pindah tmpt ibadah krn jauh ke JPCC,batch : 14 of 48 row: 6,lokasi,92%,"pindah rumah, berkeluarga, pindah tempat ibadah"
Tidak aktif mengikuti Date sudah lebih dari 6 bulan. Sudah di infokan dan menyatakan ingin leave dari Date Tebet 17,batch : 14 of 48 row: 7,alasan_DATE,85%,"ingin leave, tidak aktif, 6 bulan"
mengundurkan diri dan sudah tidak aktif/ tidak hadir dalam 6 bulan,batch : 14 of 48 row: 8,tidak_ada_respon,80%,"tidak aktif, tidak hadir, 6 bulan"
date mamber ingin melanjutjan date di date karawaci 3 karena merasa dari sisi usia tidak cocok di date karawaci 9,batch : 14 of 48 row: 9,alasan_DATE,88%,"pindah date, usia tidak cocok, melanjutkan"
"has been inactive for many months due to her schedule, and decided to search another DATE",batch : 14 of 48 row: 10,waktu_tidak_sesuai,85%,"schedule, inactive, search another DATE"
"Berencana cari Date yg lebih dkt rumah, stlah skrng mulai wfo kantornya.",batch : 15 of 48 row: 1,waktu_tidak_sesuai,75%,"WFO kantoor, cari date lebih dekat, jadwal kerja"
Pindah ke PIK dan akan cari date sendiri,batch : 15 of 48 row: 2,lokasi,90%,"pindah PIK, relokasi, cari date sendiri"
"uda kerja di luar kota, jd ga aktif Date lagi",batch : 15 of 48 row: 3,lokasi,85%,"kerja luar kota, relokasi, tidak aktif"
Sudah tidak beribadah di jpcc,batch : 15 of 48 row: 4,tertanam_di_gereja_lain,70%,"tidak beribadah JPCC, gereja lain, keluar"
Sudah tdk aktif lagi di jpcc..,batch : 15 of 48 row: 5,tidak_ada_respon,60%,"tidak aktif, tidak ada kabar, missing"
Proses perubahan kategori DATE dari general menjadi married couple,batch : 15 of 48 row: 6,alasan_DATE,85%,"perubahan kategori DATE, married couple, DATE change"
Sudah meninggal dunia sejak 17 January 2023,batch : 15 of 48 row: 7,others,95%,"meninggal dunia, wafat, deceased"
Sudah lama tidak aktif dan tidak bisa dihubungi tlp nya dan juga tidak ada kabar.,batch : 15 of 48 row: 8,tidak_ada_respon,85%,"lama tidak aktif, tidak bisa dihubungi, MIA"
"Saat Pandemi ikut Date secara online , setelah Pandemi berakhir kembali ke gereja asal , ikut suami yang memang dari awal bukan jemaat JPCC .... sampai sekarang masih berhubungan tetapi di luar Date ...",batch : 15 of 48 row: 9,tertanam_di_gereja_lain,90%,"ikut suami, gereja asal, bukan jemaat JPCC"
"ivana is following her husband to join his church (abbalove)
she will still our member in daily life... but need to remove her in the system to give space for newer member",batch : 15 of 48 row: 10,tertanam_di_gereja_lain,88%,"follow husband, join his church, abbalove"
"Bukan date member, otomatis ter-add karena date member sy mengganti status menikah dimana belum menikah. Status skrg sudah di-update dan sesuai.",batch : 16 of 48 row: 1,Admin,95%,"status update, administrative error, menikah"
"DM sudah lama tidak bisa date karena ada pekerjaan di waktu dan jam date menteng atas 1. DM ingin mencari date yang waktunya cocok dengan waktunya, yaitu di sabtu di atas jam 2 atau hari selasa",batch : 16 of 48 row: 2,waktu_tidak_sesuai,90%,"jadwal kerja, jam tidak cocok, mencari waktu alternatif"
Absen lebih dari 3 bln karena alasan kesibukan pekerjaan,batch : 16 of 48 row: 3,waktu_tidak_sesuai,85%,"kesibukan pekerjaan, absen 3 bulan, jadwal"
"Absen lebih dari 3 bulan, dng alasan kesibukan kerjaan.",batch : 16 of 48 row: 4,waktu_tidak_sesuai,85%,"kesibukan kerja, absen 3 bulan, jadwal"
Yana & suami memutuskan untuk aktif di gereja lain dan mendampingi anak-anak mereka,batch : 16 of 48 row: 5,tertanam_di_gereja_lain,95%,"gereja lain, aktif, memutuskan"
Alex & istri memutuskan untuk aktif di gereja lain dan mendampingi anak-anak mereka,batch : 16 of 48 row: 6,tertanam_di_gereja_lain,95%,"gereja lain, aktif, memutuskan"
Moved to a new house in Bumi Serpong Damai,batch : 16 of 48 row: 7,lokasi,90%,"moved, new house, relokasi"
Moved to a new area in Bumi Serpong Damai,batch : 16 of 48 row: 8,lokasi,90%,"moved, new area, relokasi"
Mau pindah date krn jumat sibuk,batch : 16 of 48 row: 9,alasan_DATE,85%,"pindah date, jumat sibuk, DATE change"
date member tidak aktif datang ke date,batch : 16 of 48 row: 10,tidak_ada_respon,75%,"tidak aktif, tidak datang, absen"
Tidak ada kabar selama 2 bulan,batch : 17 of 48 row: 1,tidak_ada_respon,85%,"tidak ada kabar, 2 bulan, missing"
Sudah tidak aktif lagi di date. Semenjak date mulai offline sudah tidak lanjut date lagi karena domisili jauh dari lokasi date,batch : 17 of 48 row: 2,lokasi,90%,"domisili jauh, pindah, lokasi"
Sudah tidak aktif lama dan tidak pernah merespon walaupun di follow up berkali-kali,batch : 17 of 48 row: 3,tidak_ada_respon,95%,"tidak aktif, tidak merespon, follow up"
Pindah negara dan sudah pindah gereja,batch : 17 of 48 row: 4,lokasi,95%,"pindah negara, pindah gereja, relokasi"
Pindah domisili dan sudah pindah gereja,batch : 17 of 48 row: 5,lokasi,90%,"pindah domisili, pindah gereja, relokasi"
"Akan cari komsel digererja lain. Pisah sama pacarnya gagal menikah, dan pacarnya yang stay di date",batch : 17 of 48 row: 6,tertanam_di_gereja_lain,85%,"gereja lain, pisah pacar, cari komsel"
Tidak pernah hadir di DATE dan yang bersangkutan sedang mencari DATE yang dirasakan cocok waktu dan usianya,batch : 17 of 48 row: 7,alasan_DATE,80%,"DATE, waktu usia, cari DATE cocok"
"Already moved to Surabaya, still in DATE Group joined for Online DATE",batch : 17 of 48 row: 8,lokasi,85%,"moved Surabaya, pindah lokasi, relokasi"
sudah tidak datang lama dan sibuk karena kerja di jakarta sekarang,batch : 17 of 48 row: 9,waktu_tidak_sesuai,90%,"sibuk kerja, Jakarta, jadwal"
new season in life. got pregnant and chose to move to a married couple,batch : 17 of 48 row: 10,perbedaan_musim_kehidupan,95%,"pregnant, married couple, new season"
Not active in DATE for more than a year.,batch : 18 of 48 row: 1,alasan_DATE,85%,"not active, DATE, year"
Move to Bali for good and no longer churching in JPCC.,batch : 18 of 48 row: 2,lokasi,95%,"move to Bali, relocation, no longer churching"
Move to Bali for good and no longer churching in JPCC.,batch : 18 of 48 row: 3,lokasi,95%,"move to Bali, relocation, no longer churching"
Move to another city outside Jakarta,batch : 18 of 48 row: 4,lokasi,90%,"move, another city, outside Jakarta"
The person is now living in Bali and already found the local church there.,batch : 18 of 48 row: 5,lokasi,90%,"living in Bali, local church, relocation"
mencari date yang dilakukan pada hari sabtu pagi di area green lake city.,batch : 18 of 48 row: 6,others,70%,"DATE location, green lake city, unclear context"
Handy telah pindah ke DATE Alam Sutera 3,batch : 18 of 48 row: 7,alasan_DATE,80%,"pindah DATE, Alam Sutera, group change"
Sudah lama tidak join Date krn pindah kantor,batch : 18 of 48 row: 8,waktu_tidak_sesuai,85%,"pindah kantor, office relocation, schedule conflict"
date member ini sudah tidak begitu mengikuti kegiatan date dan sudah tidak pernah ada komunikasi baik dgn date member atau date leader. Dan juga mereka sedang mempersiapkan perpindahan negara dalam waktu dekat.,batch : 18 of 48 row: 9,lokasi,85%,"perpindahan negara, international move, no communication"
DM yg bersangkutan harus pindah tempat sesuai dengan tempat kerja. dan memutuskan akan mencari DATE baru.,batch : 18 of 48 row: 10,lokasi,80%,"pindah tempat kerja, relocation, new DATE"
