delete_reason,batch,Final label,Confidence,Keywords
YBS sudah lama sekali tidak join Date dan lokasi tinggal cukup jauh dari tempat Date,batch : 8 of 48 row: 9,lokasi,88%,"lama tidak join, jauh"
YBS sudah cukup lama tidak join Date memang jadwal pekerjaan yang kurang cocok dengan waktu Date,batch : 8 of 48 row: 10,waktu_tidak_sesuai,96%,"jadwal kerja, waktu Date"
mau mencari DATE MARRIAGE COUPLE,batch : 9 of 48 row: 1,perbedaan_musim_kehidupan,86%,"marriage, couple, date"
mau mencari DATE MARRIAGE COUPLE,batch : 9 of 48 row: 2,perbedaan_musim_kehidupan,86%,"marriage, couple, date"
"sudah pindah tempat tinggal, skrg Felice ingin mencari date lain sendiri.

sudah aku tawarkan 2 opsi:
1. aku remove dari myjpcc, lalu nanti Felice bisa cari2 sendiri via search di myjpcc
2. aku refer ke date teman yg aku kenal, tapi tetap jauh dari tempat tinggal Felice
3. aku search via myjpcc, lalu nanti aku refer Felice ke DL itu

Felice memilih opsi 1, supaya lebih mudah untuk dia mencari sesuai kriteria dia",batch : 9 of 48 row: 3,lokasi,98%,"pindah, tempat tinggal, cari date"
DL pindah rumah dan DM pindah ke Date sebelumnya.,batch : 9 of 48 row: 4,lokasi,95%,"pindah rumah, date sebelumnya, DL"
DL pindah rumah sehingga DM pindah ke Date sebelumnya.,batch : 9 of 48 row: 5,lokasi,95%,"pindah rumah, date sebelumnya, DM"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 6,lokasi,98%,"pindah lokasi, rumah, date"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 7,lokasi,98%,"pindah lokasi, rumah, date"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 8,lokasi,98%,"pindah lokasi, rumah, date"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 9,lokasi,98%,"pindah lokasi, rumah, date"
Ingin mencari date lain yg general,batch : 9 of 48 row: 10,others,72%,"general, date, cari"
Cannot be contacted anymore and she told me she was going to explore other datws,batch : 10 of 48 row: 1,tidak_ada_respon,95%,"cannot be contacted, no response, explore"
sibuk kuliah dan tidak ada waktu untuk ikut date. pd saat weekend juga sudah terlalu capek jadi tdk bs beraktivitas,batch : 10 of 48 row: 2,waktu_tidak_sesuai,97%,"sibuk kuliah, weekend, capek"
ybs sudah pindah tempat tinggal dan tidak ada update berita lagi,batch : 10 of 48 row: 3,lokasi,98%,"pindah tempat tinggal, update, lokasi"
Decided to stay in her local church in Bogor.,batch : 10 of 48 row: 4,tertanam_di_gereja_lain,98%,"local church, Bogor, stay"
Move to husband's church after married.,batch : 10 of 48 row: 5,perbedaan_musim_kehidupan,96%,"married, husband's church, move"
sudah move ke date senopati 1 bersama istri,batch : 10 of 48 row: 6,alasan_DATE,95%,"move date, istri, Senopati"
"Tidak ikut date dulu,
karena ditugaskan ke luar kota",batch : 10 of 48 row: 7,lokasi,97%,"luar kota, ditugaskan, pergi"
sudah tidak ikut date lagi. sudah keluar,batch : 10 of 48 row: 8,alasan_DATE,90%,"tidak ikut, keluar, DATE"
"Ibu Sarah pindah date di karenakan kendala dengan lokasi yg jauh, sebelumnya ikut date di karenakan via zoom sebab masuk dalam DATE pada saat covid, dimana Date selalu via zoom, namun saat ini tidak bisa ikut Date onsite karena terlalu jauh lokasinya, dan usia sudah tua.",batch : 10 of 48 row: 9,lokasi,94%,"lokasi jauh, zoom, onsite"
Sudah tidak datang lagi ke DATE.,batch : 10 of 48 row: 10,tidak_ada_respon,93%,"tidak datang, lagi, DATE"
based in Singapore and already have local community,batch : 11 of 48 row: 1,lokasi,96%,"Singapore, local community"
based in Singapore and already have local community,batch : 11 of 48 row: 2,lokasi,96%,"Singapore, local community"
"Tidak join date setiabudi , terdaftar secara otomatis karena menikah dengan salah satu anggota date member",batch : 11 of 48 row: 3,Admin,93%,"otomatis, menikah, terdaftar"
Mmemasuki new season baru yang mereka akan mau mengikuti married couple date,batch : 11 of 48 row: 4,perbedaan_musim_kehidupan,95%,"new season, married couple"
Masuk ke new season baru dmn mereka akan mencari married couple date,batch : 11 of 48 row: 5,perbedaan_musim_kehidupan,95%,"new season, married couple"
"sudah menikah, jadi perlu pindah ke married couple",batch : 11 of 48 row: 6,perbedaan_musim_kehidupan,98%,"menikah, pindah"
sudah lebih dari 1 tahun tidak pernah datang date lagi,batch : 11 of 48 row: 7,tidak_ada_respon,90%,"1 tahun, tidak datang"
Sudah 4 bukan tidak join date dan memutuskan untuk keluar dari date,batch : 11 of 48 row: 8,tidak_ada_respon,84%,"4 bulan, tidak join"
Member sudah tidak bisa hadir selama 5 bulan Date karena kesibukan,batch : 11 of 48 row: 9,waktu_tidak_sesuai,92%,"5 bulan, kesibukan"
pindah rumah lokasi jauh tirak bisa hadir,batch : 11 of 48 row: 10,lokasi,97%,"pindah rumah, lokasi jauh"
tdk pernah datang DATE >3bulan,batch : 12 of 48 row: 1,alasan_DATE,96%,"tidak pernah datang, DATE, 3 bulan"
DM dan istrinya Ruth meminta utk dikeluarkan untuk mempermudah cari tempat Date baru di sekitar Depok,batch : 12 of 48 row: 2,alasan_DATE,94%,"cari tempat Date baru, Depok, DATE"
Akan multiplikasi dan akan pindah date,batch : 12 of 48 row: 3,alasan_DATE,95%,"multiplikasi, pindah date, DATE"
"Tidak pernah hadir dan ikut date 1,5 tahun ini, sudah dilakukan konfirmasi ke DM kalau status di DATE akan di delete.",batch : 12 of 48 row: 4,tidak_ada_respon,93%,"tidak pernah hadir, konfirmasi, delete"
based in Singapore and will find new community locally,batch : 12 of 48 row: 5,lokasi,98%,"Singapore, new community, locally"
based in Singapore and will find new community locally,batch : 12 of 48 row: 6,lokasi,98%,"Singapore, new community, locally"
Sudah tidak aktif selama lebih dari setahun. Sudah dihubungi namun tidak ada respon,batch : 12 of 48 row: 7,tidak_ada_respon,97%,"tidak aktif, dihubungi, tidak ada respon"
date member mendaftar dengan cara yang salah,batch : 12 of 48 row: 8,Admin,95%,"mendaftar, cara yang salah, member"
Ingin berkomitmen lagi di Gereja Minahasa,batch : 12 of 48 row: 9,tertanam_di_gereja_lain,97%,"Gereja Minahasa, berkomitmen, gereja lain"
sudah tidak join date lagi dalam waktu yang lama,batch : 12 of 48 row: 10,tidak_ada_respon,90%,"tidak join, waktu lama, DATE"
adik dari orang ini yang sudah jadi member date salah mengisi data. adiknya menulis statusnya spouse. jadi ikut masuk dalam member. adiknya meminta direlease saja,batch : 13 of 48 row: 1,Admin,97%,"salah isi, release, data"
"Pindah ke kampung halaman, kalimantan",batch : 13 of 48 row: 2,lokasi,99%,"pindah, kampung halaman, kalimantan"
Inactive for months and did not response to any message,batch : 13 of 48 row: 3,tidak_ada_respon,98%,"inactive, did not response, months"
Waktu date konflik dengan jadwal kerja,batch : 13 of 48 row: 4,waktu_tidak_sesuai,99%,"konflik, jadwal kerja, waktu"
"bentrok dengan waktu nya Dgs 38, dan Philip ingin mencari Date selain hari sabtu.",batch : 13 of 48 row: 5,waktu_tidak_sesuai,96%,"bentrok, sabtu, waktu"
Sudah pindah DATE KG28 tapi tidak bisa di transfer member,batch : 13 of 48 row: 6,alasan_DATE,99%,"pindah DATE, transfer, KG28"
"mau mencari date married couple, dan sudah pindah gading serpong",batch : 13 of 48 row: 7,lokasi,98%,"pindah, gading serpong, date"
move to another Date since the Date is closed,batch : 13 of 48 row: 8,alasan_DATE,99%,"Date closed, move, closed"
"Because the member is not actively involved in the DATE for the past 2 months due to her job and after discussing directly with her, she agreed to be removed from MyJPCC system.",batch : 13 of 48 row: 9,waktu_tidak_sesuai,95%,"job, past 2 months, not actively"
DATE Multiplication purpose.,batch : 13 of 48 row: 10,alasan_DATE,90%,"multiplication, DATE, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 1,alasan_DATE,92%,"DATE, multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 2,alasan_DATE,92%,"DATE, multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 3,alasan_DATE,92%,"DATE, multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 4,alasan_DATE,92%,"DATE, multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 5,alasan_DATE,92%,"DATE, multiplication, purpose"
DATE Multiplication purpose.,batch : 14 of 48 row: 6,alasan_DATE,92%,"DATE, multiplication, purpose"
"Kuliah di Seattle dan tidak pernah datang DATE setahun terakhir, karena perbedaan waktu. But She's found new community there.",batch : 14 of 48 row: 7,lokasi,95%,"Seattle, kuliah, community"
Pindah DATE karena waktu DATE tidak cocok!,batch : 14 of 48 row: 8,alasan_DATE,96%,"pindah, DATE, tidak cocok"
member tidak memberi respon saat dihubungi,batch : 14 of 48 row: 9,tidak_ada_respon,98%,"tidak respon, dihubungi, member"
"Tidak komit di DATE , sudah lama tidak kpin DATE",batch : 14 of 48 row: 10,tidak_ada_respon,84%,"tidak komit, lama, tidak kpin"
Ybs meminta untuk off date dan tidak ingin pindah ke date lain juga,batch : 15 of 48 row: 1,alasan_DATE,98%,"off date, tidak pindah, DATE"
Belum bisa komitmen date karena bentrok waktunya dengan pekerjaan,batch : 15 of 48 row: 2,waktu_tidak_sesuai,97%,"bentrok waktu, pekerjaan, komitmen"
"Felly sudah tidak mengikuti ibadah di jpcc lagi, dan sudah menyetujui untuk di remove dari aplikasi myjpcc",batch : 15 of 48 row: 3,tertanam_di_gereja_lain,95%,"tidak mengikuti, JPCC, remove"
"Nika hanya pernah visit di DATE Kemanggisan 3. Nika diubah status married with Stanley  (padahal belum, mereka masih pacaran) sehingga by system automatically mengikuti Stanley menjadi CT.",batch : 15 of 48 row: 4,Admin,96%,"status married, system, salah data"
Date member has relocated to a different city,batch : 15 of 48 row: 5,lokasi,99%,"relocated, different city, pindah"
"Anadio Vikko S memberitahukan saya selaku DL, via WA bahwa dia dan istri (Dienti Laksmita) saat ini belum bisa hadir di DATE karena sifat pekerjaan dan juga sedang urus kepindahan lokasi tempat tinggal. Mereka sudah tidak hadir di DATE sejak bulan Oktober 2022. Saya sudah menghubungi sejak bulan November 2022, dan baru direspon dan beri jawaban pada tanggal 28 April 2023",batch : 15 of 48 row: 6,lokasi,98%,"kepindahan, lokasi, pekerjaan"
pindah kerja keluar negeri ke USA beserta keluarga,batch : 15 of 48 row: 7,lokasi,99%,"keluar negeri, USA, keluarga"
"pindah kerja keluar negeri, ke Amerika beserta keluarga",batch : 15 of 48 row: 8,lokasi,99%,"keluar negeri, Amerika, keluarga"
sudah tidak aktif lebih dari 3 bulan ?,batch : 15 of 48 row: 9,tidak_ada_respon,72%,"tidak aktif, 3 bulan, ?"
"Sudah 1 thn tdk pernh datang date, dan selalu berhalangan waktu di hari sabtu.",batch : 15 of 48 row: 10,waktu_tidak_sesuai,96%,"berhalangan, sabtu, tidak datang"
"need to change day of date , cannot date on Friday",batch : 16 of 48 row: 1,alasan_DATE,97%,"change day, Friday, DATE"
in active for more than 6 month,batch : 16 of 48 row: 2,tidak_ada_respon,90%,"in active, 6 month, join"
"Member sudah pindah area kerja , tidak di bogor lagi",batch : 16 of 48 row: 3,lokasi,98%,"pindah area, kerja, Bogor"
"Christine sudah tidak aktif beribadah dan tidak hadir DATE sejak 1 tahun lalu, sehingga memutuskan untuk  mundur dari DATE.",batch : 16 of 48 row: 4,tidak_ada_respon,95%,"tidak aktif, tidak hadir, 1 tahun"
"Youde never join date. 
Actually he suddenly appear in my member group while i never invited him. 
How did this happened ?",batch : 16 of 48 row: 5,Admin,96%,"never join, invited, member group"
Moved to PIK with husband and is joining other cell group,batch : 16 of 48 row: 6,lokasi,97%,"Moved, PIK, other cell"
"Tidak bisa dihubungi, leave group DATE, dan WA saya diblock. Tidak pernah datang DATE lagi sekitar 4 bulan (dari awal 2023)",batch : 16 of 48 row: 7,tidak_ada_respon,98%,"tidak bisa dihubungi, diblock, tidak pernah datang"
date is moving to a new location with offline meetings.,batch : 16 of 48 row: 8,lokasi,99%,"moving, new location, offline"
date is moving to a new location with offline meetings,batch : 16 of 48 row: 9,lokasi,99%,"moving, new location, offline"
"DM meminta untuk keluar karena merasa sharing mengenai pekerjaan tidak sesuai dengan profesi sekarang, dan memerlukan komunitas yang aktif juga membantu lingkungan sekitar dan orang-orang berkebutuhan",batch : 16 of 48 row: 10,alasan_DATE,88%,"sharing, profesi, komunitas"
"Proses ganti kategori DATE, date member mau mencari Date baru secara mandiri, jadi minta untuk di remove dari Date",batch : 17 of 48 row: 1,alasan_DATE,98%,"ganti kategori, Date baru, remove"
Rendy mau pindah ke Date Married Couple daerah BSD,batch : 17 of 48 row: 2,alasan_DATE,96%,"pindah Date, Married Couple, BSD"
DM ybs pindah ke Singapore utk pekerjaan,batch : 17 of 48 row: 3,lokasi,97%,"pindah, Singapore, pekerjaan"
pindah date yang lebih relevant baik dari environment dan wilayah,batch : 17 of 48 row: 4,alasan_DATE,95%,"pindah date, relevant, wilayah"
"Husband of Putri, but not date in Sudirman Park 12",batch : 17 of 48 row: 5,tertanam_di_gereja_lain,92%,"gereja suami, ikut suami, husband"
Sudah tidak lagi date di Sudirman Park 12.,batch : 17 of 48 row: 6,alasan_DATE,94%,"tidak lagi, date, Sudirman Park"
Move to other date (gading serpong 11),batch : 17 of 48 row: 7,alasan_DATE,96%,"move, other date, gading serpong"
Pindah ke date pluit (koh cia) dimana istrinya sudah di date tsb. lama. juga lebih dekat dengan lokasi rumah,batch : 17 of 48 row: 8,lokasi,93%,"pindah, lebih dekat, rumah"
Sudah ikut calon suami ke gereja suami,batch : 17 of 48 row: 9,tertanam_di_gereja_lain,95%,"ikut suami, gereja suami, calon suami"
Sedang Sekolah lagi dan tidak date dulu,batch : 17 of 48 row: 10,perbedaan_musim_kehidupan,90%,"sekolah lagi, tidak date, studi"
Not date member. The date member is only Dyana the spouse,batch : 18 of 48 row: 1,Admin,96%,"not member, spouse, admin"
Date Member tidak pernah join & tidak merespon chat,batch : 18 of 48 row: 2,tidak_ada_respon,98%,"tidak join, tidak merespon, chat"
Date Member tidak pernah join & tidak merespon chat,batch : 18 of 48 row: 3,tidak_ada_respon,98%,"tidak join, tidak merespon, chat"
Date Member sudah pindah ke gereja istri,batch : 18 of 48 row: 4,tertanam_di_gereja_lain,97%,"gereja istri, pindah, gereja lain"
DM sudah tidak berdomisili di Jakarta,batch : 18 of 48 row: 5,lokasi,95%,"tidak berdomisili, Jakarta, pindah"
Date Member sudah tidak menjadi jemaat di JPCC,batch : 18 of 48 row: 6,tertanam_di_gereja_lain,94%,"jemaat, JPCC, tidak lagi"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 7,alasan_DATE,99%,"pindah DATE, DATE tutup, close"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 8,alasan_DATE,99%,"pindah DATE, DATE tutup, close"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 9,alasan_DATE,99%,"pindah DATE, DATE tutup, close"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 10,alasan_DATE,99%,"pindah DATE, DATE tutup, close"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 19 of 48 row: 1,alasan_DATE,98%,"DATE tutup, pindah DATE, DATE lain"
Pindah ke DATE lain karena DATE ini akan ditutup,batch : 19 of 48 row: 2,alasan_DATE,98%,"DATE ditutup, pindah DATE, tutup"
Steve’s location (Kuningan) is too far from the DATE venue(BSD). Suggest to find a DATE near to Steve’s apartment.,batch : 19 of 48 row: 3,lokasi,95%,"too far, BSD, Kuningan"
Ikut calon suami ke gereja lain.,batch : 19 of 48 row: 4,tertanam_di_gereja_lain,97%,"suami, gereja lain, ikut"
tidak jadi tertanam di date jpcc. sedang visit ke gereja lain.,batch : 19 of 48 row: 5,tertanam_di_gereja_lain,96%,"visit, gereja lain, tidak tertanam"
jadwal date clashed dengan pekerjaan. jarang hadir.,batch : 19 of 48 row: 6,waktu_tidak_sesuai,99%,"clashed, pekerjaan, jarang hadir"
jadwal date clashed dengan kuliah. jarang hadir.,batch : 19 of 48 row: 7,waktu_tidak_sesuai,99%,"clashed, kuliah, jarang hadir"
ciyo sudah 3 bulan coba pindah gereja dekat rumah karena rumahnya sekarang tinggal di bogor,batch : 19 of 48 row: 8,lokasi,97%,"bogor, dekat rumah, pindah gereja"
date member pindah kerja ke negara lain. dan tidak bisa join date setiap minggunya.,batch : 19 of 48 row: 9,lokasi,98%,"pindah kerja, negara lain, lokasi"
ijin keluar DATE karena tempat tinggal dan tempat kerja yg jauh dari lokasi DATE. jadi saat onsite sudah tidak bisa visit lagi. jadi akan mencari sendiri DATE baru yg sesuai dgn lokasi tempat tinggal.,batch : 19 of 48 row: 10,lokasi,98%,"tempat tinggal, tempat kerja, jauh"
"not reachable
not answering
not active",batch : 20 of 48 row: 1,tidak_ada_respon,98%,"not reachable, not answering, not active"
sudah pindah gereja bareng dengan ortu. dan pindah lokasi kantor dekat rumah.,batch : 20 of 48 row: 2,lokasi,95%,"pindah gereja, pindah lokasi, kantor"
Kembali kepada Gereja sebelumnya,batch : 20 of 48 row: 3,tertanam_di_gereja_lain,96%,"gereja sebelumnya, kembali, gereja"
