delete_reason,batch,Final label,Confidence,Keywords
sudah pindah tempat tinggal,batch : 2 of 48 row: 10,lokasi,85%,"pindah tempat tinggal, relokasi, alamat baru"
Date Member Pindah ke Luar Negri,batch : 3 of 48 row: 1,lokasi,95%,"pindah, luar negeri, relokasi"
"tempat tinggal jauh, jadi sulit untuk datang.",batch : 3 of 48 row: 2,lokasi,90%,"tempat tinggal jauh, sulit datang, jarak"
tertanam di gereja lain,batch : 3 of 48 row: 3,tertanam_di_gereja_lain,98%,"tertanam, gereja lain, aktif"
fokus ibadah di gereja calon suami,batch : 3 of 48 row: 4,perbedaan_musim_kehidupan,85%,"ibadah, calon suami, fase baru"
Join manual ke sgm 20235,batch : 3 of 48 row: 5,Admin,92%,"join manual, administratif, sgm"
Ditugaskan penempatan dokter di luar kota,batch : 3 of 48 row: 6,lokasi,93%,"penempatan, luar kota, ditugaskan"
fase hidup lagi berbeda,batch : 3 of 48 row: 7,perbedaan_musim_kehidupan,88%,"fase hidup, berbeda, perubahan"
recently got married and decided to be planted in other Church following her husband,batch : 3 of 48 row: 8,perbedaan_musim_kehidupan,92%,"menikah, gereja lain, suami"
DM butuh waktu lama untuk kembali hadir di Date,batch : 3 of 48 row: 9,tidak_ada_respon,80%,"butuh waktu lama, tidak hadir, missing"
"sekarang bekerja di daerah senayan dan selalu pulang malam, membuat tidak mungkin untuk ikut DATE di saat-saat ini.",batch : 3 of 48 row: 10,waktu_tidak_sesuai,94%,"bekerja, pulang malam, jadwal"
for good ke luar negeri,batch : 4 of 48 row: 1,lokasi,95%,"luar negeri, pindah, for good"
for good ke luar negeri,batch : 4 of 48 row: 2,lokasi,95%,"luar negeri, pindah, for good"
ingin ambil waktu sendiri dulu,batch : 4 of 48 row: 3,others,70%,"waktu sendiri, ambil jarak, ambigu"
mau pendataan ulang,batch : 4 of 48 row: 4,Admin,85%,"pendataan ulang, administratif, data update"
Waktu Sudah sulit hadir date onsite karena sudah menikah dan ada anak.DL menyarankan untuk move ke date married couple,batch : 4 of 48 row: 5,perbedaan_musim_kehidupan,90%,"menikah, ada anak, perubahan fase"
Berpulang kerumah Bapa pada tgl 23 okt 2025,batch : 4 of 48 row: 6,others,85%,"berpulang, wafat, tidak jelas"
4 kali pertemuan berturut2 tdk hadir,batch : 4 of 48 row: 7,tidak_ada_respon,88%,"4 kali tidak hadir, MIA, absen berturut-turut"
sudah pindah ke luar kota (menado) for good,batch : 4 of 48 row: 8,lokasi,95%,"pindah luar kota, Menado, relokasi"
"pindah kerja & tpt tinggal ke PIK, sdh >3 bln tdk hdr & aktiv di date, sdh diminta mencari date baru namun sibuk kerja blm melakukan hal tsb s/d di remove.",batch : 4 of 48 row: 9,waktu_tidak_sesuai,80%,"pindah kerja, sibuk, jadwal benturan"
cari date lain,batch : 4 of 48 row: 10,alasan_DATE,85%,"cari date lain, pindah DATE, ganti kelompok"
"Usernya sudah tidak aktif, dan diganti dengan user baru",batch : 5 of 48 row: 1,Admin,95%,"user baru, diganti, administratif"
mau pindah ke kuningan 18 yang dekat kantor.,batch : 5 of 48 row: 2,lokasi,90%,"pindah, kuningan, relokasi"
Sudah dipanggil Tuhan 3 minggu lalu,batch : 5 of 48 row: 3,others,85%,"wafat, dipanggil Tuhan, meninggal"
telah kembali ke Surga,batch : 5 of 48 row: 4,others,85%,"wafat, surga, meninggal"
"Tidak bisa ikut date lagi, dikarenakan pekerjaan",batch : 5 of 48 row: 5,waktu_tidak_sesuai,88%,"pekerjaan, jadwal, tidak bisa"
"sekarang bergereja di gereja lain, bersama orang tua",batch : 5 of 48 row: 6,tertanam_di_gereja_lain,92%,"gereja lain, bergereja, orang tua"
ada dua email,batch : 5 of 48 row: 7,Admin,90%,"email, data, administratif"
proses pindah ke Date lain krn pindah rumah,batch : 5 of 48 row: 8,alasan_DATE,85%,"pindah date, pindah rumah, date lain"
pindah date couple,batch : 5 of 48 row: 9,alasan_DATE,88%,"pindah date, couple, date lain"
double account,batch : 5 of 48 row: 10,Admin,92%,"double account, duplikat, administratif"
pindah ke Aussie to for good,batch : 6 of 48 row: 1,lokasi,95%,"pindah, Aussie, relokasi"
"setelah menikah, masih belum menentukan gereja untuk tertanam",batch : 6 of 48 row: 2,perbedaan_musim_kehidupan,90%,"menikah, belum menentukan, tertanam"
menikah dan pindah negara,batch : 6 of 48 row: 3,perbedaan_musim_kehidupan,95%,"menikah, pindah negara, fase hidup"
Vacum dahulu,batch : 6 of 48 row: 4,others,70%,"vacum, tidak jelas, alasan"
Vacum dahulu,batch : 6 of 48 row: 5,others,70%,"vacum, tidak jelas, alasan"
"Semenjak pindah rumah ke Pantai Mutiara lokasi menuju gereja maupun date menjadi tantangan bagi eunike dan alvin, sehingga mereka dengan penuh kerelaan hati memutuskan pindah gereja  Kemudian setelah berapa waktu mencoba, akhirnya memutuskan untuk berjemaat di GBI gilgal PIK (ps. Juan Mogi)o",batch : 6 of 48 row: 6,lokasi,85%,"pindah rumah, lokasi tantangan, Pantai Mutiara"
Pindah date suvarna 3,batch : 6 of 48 row: 7,alasan_DATE,95%,"pindah date, suvarna 3, DATE"
Pindah date suvarna 3,batch : 6 of 48 row: 8,alasan_DATE,95%,"pindah date, suvarna 3, DATE"
pindah ke Pontianak,batch : 6 of 48 row: 9,lokasi,95%,"pindah, Pontianak, relokasi"
Transfer ke DATE Gunawarman 2,batch : 6 of 48 row: 10,alasan_DATE,95%,"transfer, DATE Gunawarman, pindah DATE"
waktu yg tidak sesuai serta lokasi yang sulit dicapai serta dilakukan atas permintaan sendiri,batch : 7 of 48 row: 1,lokasi,75%,"lokasi sulit, pindah, waktu tidak sesuai"
pindah keluar kota bersama suami,batch : 7 of 48 row: 2,lokasi,95%,"pindah keluar kota, suami, relokasi"
"date akan dibubarkan, berpindah ke date lain",batch : 7 of 48 row: 3,alasan_DATE,90%,"date dibubarkan, pindah date, group change"
pindah gereja,batch : 7 of 48 row: 4,tertanam_di_gereja_lain,95%,"pindah gereja, gereja lain, relokasi gereja"
mau pindah ke gereja lain,batch : 7 of 48 row: 5,tertanam_di_gereja_lain,95%,"gereja lain, pindah, pilihan"
sementara,batch : 7 of 48 row: 6,others,60%,"sementara, tidak jelas, ambigu"
sementara,batch : 7 of 48 row: 7,others,60%,"sementara, tidak jelas, ambigu"
pindah ke gereja Lain (Gilgal),batch : 7 of 48 row: 8,tertanam_di_gereja_lain,95%,"gereja lain, Gilgal, pindah"
sudah bergabung di Date yang baru.,batch : 7 of 48 row: 9,alasan_DATE,85%,"date baru, bergabung, pindah group"
sejak diterima juli 2025 belum pernah hadir dan atas permintaan sendiri mau keluar dulu karena pulang kampung hingga Desember 2025,batch : 7 of 48 row: 10,lokasi,80%,"pulang kampung, desember, relokasi sementara"
DM akan pindah ke Bali sehingga tidak bisa date lagi,batch : 8 of 48 row: 1,lokasi,95%,"pindah Bali, relokasi, tidak bisa date"
DM akan pindah ke Bali sehingga tidak bisa Date lagi,batch : 8 of 48 row: 2,lokasi,95%,"pindah Bali, relokasi, DATE"
"Perbedaan Musim kehidupan, Pekerjaan dan Lokasi",batch : 8 of 48 row: 3,perbedaan_musim_kehidupan,85%,"musim kehidupan, pekerjaan, lokasi"
sudah meninggal dunia,batch : 8 of 48 row: 4,others,90%,"meninggal dunia, wafat"
Pindah ke luar negeri.,batch : 8 of 48 row: 5,lokasi,95%,"luar negeri, pindah, relokasi"
Pindah ke luar negeri.,batch : 8 of 48 row: 6,lokasi,95%,"luar negeri, pindah, relokasi"
Mengganti akun,batch : 8 of 48 row: 7,Admin,85%,"ganti akun, administratif, data change"
,batch : 8 of 48 row: 8,others,95%,"tidak jelas, ambigu, insufficient"
,batch : 8 of 48 row: 9,others,95%,"tidak jelas, ambigu, insufficient"
balik kampung untuk selamanya,batch : 8 of 48 row: 10,lokasi,90%,"balik kampung, pindah, selamanya"
Sudah meninggal dunia,batch : 9 of 48 row: 1,others,95%,"meninggal, wafat, deceased"
Pindah ke DATE gading serpong yg lbh deket ke rumahnya,batch : 9 of 48 row: 2,alasan_DATE,85%,"pindah DATE, Gading Serpong, lebih dekat"
pindah kerja dan menetap di Korea Selatan..,batch : 9 of 48 row: 3,lokasi,95%,"pindah kerja, Korea Selatan, relokasi"
DL Temporary untuk DL yang resign,batch : 9 of 48 row: 4,Admin,90%,"DL Temporary, resign, administrative"
kembali ke gereja yang lama untuk membantu mengelola ibadah youth,batch : 9 of 48 row: 5,tertanam_di_gereja_lain,85%,"gereja lama, membantu, pindah gereja"
kembali ke gereja yang lama untuk membantu mengelola ibadah youth,batch : 9 of 48 row: 6,tertanam_di_gereja_lain,85%,"gereja lama, membantu, pindah gereja"
kembali ke gereja yg lama untuk membantu mengelola ibadah youth,batch : 9 of 48 row: 7,tertanam_di_gereja_lain,85%,"gereja lama, membantu, pindah gereja"
blum bisa aktif,batch : 9 of 48 row: 8,tidak_ada_respon,60%,"belum aktif, tidak bisa, unclear"
DF pengganti DL sementara,batch : 9 of 48 row: 9,Admin,90%,"DF pengganti, sementara, administrative"
Melahirkan anak dan sedang focus mengurus anak.Tidak bisa join dulu untuk sementara.,batch : 9 of 48 row: 10,perbedaan_musim_kehidupan,90%,"melahirkan, urus anak, fase hidup"
Ingin mencari Date yang usianya tidak jauh berbeda.,batch : 10 of 48 row: 1,alasan_DATE,85%,"cari DATE, usia berbeda, preferensi DATE"
pindah ke BSD99,batch : 10 of 48 row: 2,lokasi,95%,"pindah, BSD99, relokasi"
pindah ke BSD99,batch : 10 of 48 row: 3,lokasi,95%,"pindah, BSD99, relokasi"
Filia pindah karena penempatan kerja ke Bali,batch : 10 of 48 row: 4,lokasi,95%,"pindah, penempatan kerja, Bali"
pindah ke Australia,batch : 10 of 48 row: 5,lokasi,95%,"pindah, Australia, luar negeri"
mencari DATE yang lebih terjangkau dari tempat kerja,batch : 10 of 48 row: 6,waktu_tidak_sesuai,80%,"DATE, tempat kerja, jadwal"
pindah ke luar negeri,batch : 10 of 48 row: 7,lokasi,95%,"pindah, luar negeri, relokasi"
Karena belum moment yg tepat untuk diterima di date,batch : 10 of 48 row: 8,alasan_DATE,85%,"moment, diterima DATE, timing"
"karena kepenuhan (jadi hanya pasangannya saja yg di masukin di apps, karena Nike yg war tiket) dan masih ada date member yang mau du transfer dari date lain.",batch : 10 of 48 row: 9,Admin,80%,"kepenuhan, transfer DATE, administratif"
pindah date,batch : 10 of 48 row: 10,alasan_DATE,90%,"pindah DATE, transfer, DATE lain"
melanjutkan studi S2 di UK,batch : 11 of 48 row: 1,perbedaan_musim_kehidupan,95%,"S2, studi, UK"
Abroad,batch : 11 of 48 row: 2,lokasi,85%,"Abroad, relokasi"
kesibukan,batch : 11 of 48 row: 3,waktu_tidak_sesuai,75%,"kesibukan, jadwal"
pindah keluar kota,batch : 11 of 48 row: 4,lokasi,95%,"pindah, keluar kota"
sudah tidak hadir,batch : 11 of 48 row: 5,tidak_ada_respon,80%,"tidak hadir, absen"
Other,batch : 11 of 48 row: 6,others,50%,"Other, tidak jelas"
Other,batch : 11 of 48 row: 7,others,50%,"Other, tidak jelas"
pindah Date Martimbang 2,batch : 11 of 48 row: 8,alasan_DATE,90%,"pindah DATE, Martimbang"
sevenarnya Myrna bukan jemaat JPCC dan dia ingin kembali ke gereja asalnya sekaligus berkomunitas di sana,batch : 11 of 48 row: 9,tertanam_di_gereja_lain,95%,"gereja asalnya, berkomunitas"
sistem tidak bisa transfer DM. sudah komunikasi dgn DL barunya DM,batch : 11 of 48 row: 10,Admin,85%,"transfer DM, sistem, administratif"
"Angel pindah ke NY, USA untuk melanjutkan S2",batch : 12 of 48 row: 1,lokasi,95%,"pindah, NY USA, S2"
melanjutkan study S2 ke Taiwan,batch : 12 of 48 row: 2,lokasi,90%,"study, Taiwan, relokasi"
sedang mencari date baru,batch : 12 of 48 row: 3,alasan_DATE,85%,"cari date, baru, DATE"
sedang mencari date baru,batch : 12 of 48 row: 4,alasan_DATE,85%,"cari date, baru, DATE"
di wakilkan istri,batch : 12 of 48 row: 5,perbedaan_musim_kehidupan,80%,"wakilkan istri, perubahan status"
di wakilkan suami,batch : 12 of 48 row: 6,perbedaan_musim_kehidupan,80%,"wakilkan suami, perubahan status"
sudah coba transfer ke BSD 36 tp tdk muncul di apps. Jd data DM akan di remove & request baru di BSD 36,batch : 12 of 48 row: 7,Admin,92%,"transfer, data error, remove"
salah approve,batch : 12 of 48 row: 8,Admin,90%,"salah approve, kesalahan admin"
tidak pernah hadir di date lebih dari 6 bulan,batch : 12 of 48 row: 9,tidak_ada_respon,88%,"tidak hadir, 6 bulan, DATE"
belum memutuskan ke date (baru istri yg memutuskan ke date),batch : 12 of 48 row: 10,others,70%,"belum putus, istri putus, ambigu"
"Suaminya aktif melayani di gereja lain dan dia pun masih terlibat aktif di sana.  Di sisi lain, dia sudah tidak pernah hadir date, dan saat dihubungi berulang kali (via wa, telepon, dan email) tidak merespon sama sekali.",batch : 13 of 48 row: 1,tertanam_di_gereja_lain,85%,"gereja lain, aktif melayani, tidak hadir"
Gracia wiroreno ingin tertanam di gereja lain,batch : 13 of 48 row: 2,tertanam_di_gereja_lain,95%,"tertanam, gereja lain"
menikah dan pindah gereja,batch : 13 of 48 row: 3,perbedaan_musim_kehidupan,90%,"menikah, pindah gereja"
ingin mencari date lain,batch : 13 of 48 row: 4,alasan_DATE,85%,"mencari, DATE lain"
sudah pindah date lain,batch : 13 of 48 row: 5,alasan_DATE,90%,"pindah, DATE lain"
Telah meninggal dunia pada tgl 5 Juli 2025,batch : 13 of 48 row: 6,others,95%,"meninggal, wafat"
mencari DATE lain,batch : 13 of 48 row: 7,alasan_DATE,90%,"mencari, DATE lain"
passed away,batch : 13 of 48 row: 8,others,95%,"passed away, wafat"
Move to Manado for good and entering new season of life. tapi dia tetap bisa join online date.,batch : 13 of 48 row: 9,lokasi,80%,"pindah kota, Manado, relokasi"
pindah kerja ke kota lain,batch : 13 of 48 row: 10,lokasi,90%,"pindah kerja, kota lain"
sudah kembali ke kota asal,batch : 14 of 48 row: 1,lokasi,95%,"kembali, kota asal, relokasi"
rencana pindah date yg dekat rumah tp blom ketemu,batch : 14 of 48 row: 2,alasan_DATE,85%,"pindah date, dekat rumah, belum ketemu"
rencana Pindah date yg dekat rumah tp blom ketemu yg cocok,batch : 14 of 48 row: 3,alasan_DATE,90%,"pindah date, cocok, belum ketemu"
"Ada kesalahan saat ada request masuk, saya tekan 2 kali, jadi langsung probation, Felicia sedang mencari Date yg umurnya lebih sesuai",batch : 14 of 48 row: 4,Admin,88%,"kesalahan, probation, request"
ingin pindah date,batch : 14 of 48 row: 5,alasan_DATE,92%,"pindah date, ingin, kelompok"
telah meninggal dunia,batch : 14 of 48 row: 6,others,95%,"meninggal dunia, wafat"
testing,batch : 14 of 48 row: 7,others,85%,"testing, tidak jelas"
Tempat tinggal pindah Ke Manila karena pekerjaan.,batch : 14 of 48 row: 8,lokasi,95%,"pindah, Manila, pekerjaan"
Tempat tinggal pindah ke Manila karena pekerjaan.,batch : 14 of 48 row: 9,lokasi,95%,"pindah, Manila, pekerjaan"
"pindah rumah, mau cari date di daerah BSD",batch : 14 of 48 row: 10,alasan_DATE,80%,"pindah rumah, cari date, BSD"
"pindah rumah, mau pindah date ke daerah BSD",batch : 15 of 48 row: 1,lokasi,95%,"pindah rumah, BSD, relokasi"
akun testing skybridge,batch : 15 of 48 row: 2,Admin,90%,"akun testing, skybridge, administrative"
Passed away,batch : 15 of 48 row: 3,others,95%,"passed away, wafat, meninggal"
"perlu waktu untuk menata prioritas, agar ke depan dapat ikut date dengan konsisten",batch : 15 of 48 row: 4,perbedaan_musim_kehidupan,75%,"prioritas, konsisten, fase hidup"
"perlu waktu untuk menata prioritas saat ini, agar kedepan bisa tetap ikut date.",batch : 15 of 48 row: 5,perbedaan_musim_kehidupan,75%,"prioritas, konsisten, fase hidup"
tidak aktif dalam DATE,batch : 15 of 48 row: 6,alasan_DATE,85%,"tidak aktif, DATE, kelompok"
ingin fokus karir.,batch : 15 of 48 row: 7,perbedaan_musim_kehidupan,80%,"fokus karir, perubahan karier, prioritas"
Bekerja dan tinggal di Australia.,batch : 15 of 48 row: 8,lokasi,95%,"Australia, tinggal, relokasi"
Sudah tidak aktif dan memutuskan ingin cuti dari date,batch : 15 of 48 row: 9,alasan_DATE,85%,"tidak aktif, cuti, DATE"
date multiplikasi,batch : 15 of 48 row: 10,others,70%,"multiplikasi, ambigu, tidak jelas"
temporary,batch : 16 of 48 row: 1,others,85%,"temporary, unclear reason"
temporary,batch : 16 of 48 row: 2,others,85%,"temporary, unclear reason"
Akan pindah date,batch : 16 of 48 row: 3,alasan_DATE,90%,"pindah date, DATE change"
Pindah keluar negeri,batch : 16 of 48 row: 4,lokasi,95%,"pindah keluar negeri, relocation"
ada training dr kntr selama 6bln jadi tidak bisa hadir untuk date,batch : 16 of 48 row: 5,waktu_tidak_sesuai,88%,"training 6 bulan, schedule conflict"
moved to a different church,batch : 16 of 48 row: 6,tertanam_di_gereja_lain,95%,"different church, moved"
Bekerja di Medan dan pulang setahun sekali,batch : 16 of 48 row: 7,lokasi,92%,"Medan, relocation"
pindah ke gereja dekat rumah (GRII Depok) dan sudah tertanam di komsel disana.,batch : 16 of 48 row: 8,tertanam_di_gereja_lain,95%,"gereja lain, tertanam komsel"
sudah pindah ke luar kota di Papua,batch : 16 of 48 row: 9,lokasi,95%,"Papua, luar kota"
"Ybs mau pindah date, sudah hampir 4 bulan trial di date lain ternyata katanya gak cocok dan sekarang lagi trial lagi di date lain lagi.",batch : 16 of 48 row: 10,alasan_DATE,92%,"pindah date, tidak cocok"
pindah ke luar negeri,batch : 17 of 48 row: 1,lokasi,95%,"pindah, luar negeri, relokasi"
Bersama suami pindah ke married couple date,batch : 17 of 48 row: 2,perbedaan_musim_kehidupan,90%,"menikah, suami, married couple"
alasan yg sama dengan couple,batch : 17 of 48 row: 3,others,45%,"alasan sama, couple, ambigu"
"hampir tdk pernah hadir, tdk kooperatif, drama playing victim, mengadu domba DM dengan DL",batch : 17 of 48 row: 4,tidak_ada_respon,85%,"tidak hadir, tidak kooperatif, MIA"
Memutusakan bergereja di daerah dekat rumahnya,batch : 17 of 48 row: 5,tertanam_di_gereja_lain,88%,"bergereja, daerah dekat rumah, gereja lain"
Pindah DATE karena DATE tidak aktif,batch : 17 of 48 row: 6,alasan_DATE,82%,"pindah DATE, DATE tidak aktif, konflik DATE"
ganti no,batch : 17 of 48 row: 7,Admin,75%,"ganti no, perubahan data, administratif"
pindah ke gereja lain,batch : 17 of 48 row: 8,tertanam_di_gereja_lain,92%,"pindah, gereja lain, relokasi gereja"
Anien perlu waktu sementara untuk dapat menata schedulenya agar kedepan bisa ikut DATE lagi.,batch : 17 of 48 row: 9,waktu_tidak_sesuai,78%,"waktu sementara, atur schedule, benturan jadwal"
Etly memerlukan waktu sementara untuk menata ulang schedulenya agar kedepan bisa ikut DATE lagi,batch : 17 of 48 row: 10,waktu_tidak_sesuai,78%,"waktu sementara, atur schedule, benturan jadwal"
CT naik jadi DL,batch : 18 of 48 row: 1,alasan_DATE,85%,"CT, DL, DATE change"
DL jadi DF,batch : 18 of 48 row: 2,alasan_DATE,85%,"DL, DF, DATE change"
menetap dan bekerja di Ambon,batch : 18 of 48 row: 3,lokasi,90%,"menetap, Ambon, relokasi"
saat ini menetap dan bekerja di Ambon.,batch : 18 of 48 row: 4,lokasi,90%,"menetap, Ambon, relokasi"
pindah date,batch : 18 of 48 row: 5,alasan_DATE,90%,"pindah, DATE, kelompok"
Pindah ke Melbourne,batch : 18 of 48 row: 6,lokasi,95%,"pindah, Melbourne, luar negeri"
Pindah ke Melbourne,batch : 18 of 48 row: 7,lokasi,95%,"pindah, Melbourne, luar negeri"
pindah kota,batch : 18 of 48 row: 8,lokasi,90%,"pindah kota, relokasi, geografis"
terdaftar di date lain - Tugu Tani 2,batch : 18 of 48 row: 9,tertanam_di_gereja_lain,95%,"terdaftar, DATE lain, Tugu Tani"
work & study  overseas,batch : 18 of 48 row: 10,perbedaan_musim_kehidupan,80%,"work, study, overseas"
"mau cari date couple tapi nanti setelah pindah rumah, selama ini sudah tidak hadir di date",batch : 19 of 48 row: 1,lokasi,85%,"pindah rumah, relokasi, tidak hadir"
ditugaskan ke medan,batch : 19 of 48 row: 2,lokasi,95%,"ditugaskan, medan, relokasi"
study leave,batch : 19 of 48 row: 3,perbedaan_musim_kehidupan,90%,"study leave, jenjang studi, fase hidup"
Mencari DATE Married,batch : 19 of 48 row: 4,alasan_DATE,85%,"cari DATE, married, perubahan DATE"
pindah ke luar kota,batch : 19 of 48 row: 5,lokasi,95%,"pindah, luar kota, relokasi"
pindah ke luar kota,batch : 19 of 48 row: 6,lokasi,95%,"pindah, luar kota, relokasi"
Mau cari DATE di area lain,batch : 19 of 48 row: 7,alasan_DATE,80%,"cari DATE, area lain, pindah DATE"
kembali menjadi katolik,batch : 19 of 48 row: 8,others,75%,"agama, katolik, perubahan kepercayaan"
Permintaan untuk mencoba Date Family,batch : 19 of 48 row: 9,alasan_DATE,85%,"DATE Family, permintaan, perubahan DATE"
Permintaan untuk mencoba Date Family,batch : 19 of 48 row: 10,alasan_DATE,85%,"DATE Family, permintaan, perubahan DATE"
requested by daters,batch : 20 of 48 row: 1,alasan_DATE,75%,"requested by daters, DATE preference, member request"
pindah mengikuti gereja suami,batch : 20 of 48 row: 2,lokasi,95%,"pindah, mengikuti gereja suami, relokasi"
pindag date sesuai domisili,batch : 20 of 48 row: 3,alasan_DATE,85%,"pindah date, domisili, DATE change"
emailnya lagi error,batch : 20 of 48 row: 4,Admin,90%,"email error, technical issue, administrative"
sedang mencari DATE baru yang dekat dengan lokasi tinggal,batch : 20 of 48 row: 5,alasan_DATE,80%,"cari DATE baru, lokasi tinggal, DATE relocation"
double account,batch : 20 of 48 row: 6,Admin,95%,"double account, duplicate, administrative error"
begitu menikah pindah tempat tinggal jadi kejauhan,batch : 20 of 48 row: 7,perbedaan_musim_kehidupan,90%,"menikah, pindah tempat, life phase change"
"Selama 8 bulan terakhir, kami berkesempatan untuk mengenal kehidupan Naomi. Dalam perjalanannya, ia menghadapi banyak tantangan hidup—baik dalam hubungan keluarga dan sesama, pekerjaan, keterikatan terhadap entitas di luar Kristus, hingga isu seputar parenting.

Sebagai DL, kami telah berupaya memfasilitasi setiap tantangan tersebut dengan memberikan pandangan yang berlandaskan Alkitab dan pengajaran JPCC. Kami juga mengarahkan Naomi kepada pihak-pihak terkait, seperti tim konseling keluarga, tim doa, dan kelas parenting.

Pada tanggal 29 Juli 2025, setelah vakum dari DATE untuk beberapa waktu, Naomi memutuskan untuk keluar dari komunitas DATE. Secara kebetulan, ia bertemu dengan Ps. Rodko, dan setelah ibadah, ia menyampaikan keinginannya untuk pindah ke DATE lain.

Kami telah mencoba menawarkan opsi untuk merujuknya ke DATE yang sesuai, namun Naomi tetap bersikeras untuk keluar dari DATE.

Naomi merupakan salah satu dari empat pasangan anggota DATE yang keluar dalam waktu berdekatan. Kepergian mereka diduga dipicu oleh adanya perselisihan antara DL dengan salah satu pasangan DM yang bersikap di luar kewajaran.

Terkait hal ini, kami telah berkonsultasi dengan DF, Ps. Ivan, Ps. Alvi dan Ps Rodko. Mereka tetap menganjurkan agar kami terus berupaya memfasilitasi dan membantu mereka sebaik mungkin.",batch : 20 of 48 row: 8,alasan_DATE,85%,"perselisihan DL-DM, konflik leader, pindah DATE"
accountnya double,batch : 20 of 48 row: 9,Admin,95%,"double account, duplicate, administrative"
sudah mendapatkan date baru,batch : 20 of 48 row: 10,alasan_DATE,80%,"DATE baru, transfer, member moved"
S2 dan pindah ke Singapore,batch : 21 of 48 row: 1,perbedaan_musim_kehidupan,85%,"S2, pindah, Singapore"
usia next gen,batch : 21 of 48 row: 2,perbedaan_musim_kehidupan,90%,"usia, next gen, fase hidup"
usia next gen,batch : 21 of 48 row: 3,perbedaan_musim_kehidupan,90%,"usia, next gen, fase hidup"
terdaftar 2 nama sekaligus,batch : 21 of 48 row: 4,Admin,95%,"double nama, error administratif"
dater pindah alamat ke area matraman sehingga pindah Date Matraman 3 agar dekat dengan tempat tinggal,batch : 21 of 48 row: 5,alasan_DATE,88%,"pindah DATE, alamat, Matraman"
sudah tidak beribadah di JPCC,batch : 21 of 48 row: 6,tertanam_di_gereja_lain,85%,"tidak beribadah, JPCC, gereja lain"
sudah tidak beribadah di JPCC,batch : 21 of 48 row: 7,tertanam_di_gereja_lain,85%,"tidak beribadah, JPCC, gereja lain"
"seharusnya masih masuk transition, tapi karena kepencet accept jadi mau minta re-join",batch : 21 of 48 row: 8,Admin,90%,"transition, error accept, re-join"
Pergantian akun (double),batch : 21 of 48 row: 9,Admin,92%,"double akun, pergantian, error"
"Sudah 1,5 tahun tidak join Date dan tidak memberi kabar",batch : 21 of 48 row: 10,tidak_ada_respon,88%,"tidak join, tidak kabar, 1,5 tahun"
