delete_reason,batch,Final label,Confidence,Keywords
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 3 of 25 row: 4,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 3 of 25 row: 5,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 3 of 25 row: 6,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 3 of 25 row: 7,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 3 of 25 row: 8,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 3 of 25 row: 9,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 3 of 25 row: 10,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 4 of 25 row: 1,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 4 of 25 row: 2,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 4 of 25 row: 3,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 4 of 25 row: 4,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 4 of 25 row: 5,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 4 of 25 row: 6,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 4 of 25 row: 7,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 4 of 25 row: 8,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 4 of 25 row: 9,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 4 of 25 row: 10,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 5 of 25 row: 1,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 5 of 25 row: 2,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 5 of 25 row: 3,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 5 of 25 row: 4,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 5 of 25 row: 5,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 5 of 25 row: 6,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 5 of 25 row: 7,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 5 of 25 row: 8,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 5 of 25 row: 9,alasan_DATE,75%,"date, lokasi, waktu"
Mencari date yang lokasi dan waktunya lebih sesuai,batch : 5 of 25 row: 10,alasan_DATE,75%,"date, lokasi, waktu"
saya sudah tidak menjadi DL lagi,batch : 6 of 25 row: 1,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 6 of 25 row: 2,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 6 of 25 row: 3,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 6 of 25 row: 4,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 6 of 25 row: 5,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 6 of 25 row: 6,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 6 of 25 row: 7,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 6 of 25 row: 8,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 6 of 25 row: 9,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 6 of 25 row: 10,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 7 of 25 row: 1,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 7 of 25 row: 2,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 7 of 25 row: 3,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 7 of 25 row: 4,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 7 of 25 row: 5,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 7 of 25 row: 6,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 7 of 25 row: 7,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 7 of 25 row: 8,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 7 of 25 row: 9,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 7 of 25 row: 10,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 8 of 25 row: 1,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 8 of 25 row: 2,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 8 of 25 row: 3,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 8 of 25 row: 4,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 8 of 25 row: 5,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 8 of 25 row: 6,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 8 of 25 row: 7,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 8 of 25 row: 8,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 8 of 25 row: 9,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 8 of 25 row: 10,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 9 of 25 row: 1,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 9 of 25 row: 2,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 9 of 25 row: 3,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 9 of 25 row: 4,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 9 of 25 row: 5,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 9 of 25 row: 6,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 9 of 25 row: 7,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 9 of 25 row: 8,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 9 of 25 row: 9,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 9 of 25 row: 10,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 1,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 2,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 3,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 4,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 5,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 6,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 7,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 8,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 9,Admin,75%,"DL, status change, administrative"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 10,Admin,75%,"DL, status change, administrative"
pindah date,batch : 11 of 25 row: 1,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 11 of 25 row: 2,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 11 of 25 row: 3,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 11 of 25 row: 4,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 11 of 25 row: 5,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 11 of 25 row: 6,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 11 of 25 row: 7,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 11 of 25 row: 8,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 11 of 25 row: 9,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 11 of 25 row: 10,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 12 of 25 row: 1,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 12 of 25 row: 2,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 12 of 25 row: 3,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 12 of 25 row: 4,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 12 of 25 row: 5,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 12 of 25 row: 6,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 12 of 25 row: 7,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 12 of 25 row: 8,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 12 of 25 row: 9,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 12 of 25 row: 10,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 13 of 25 row: 1,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 13 of 25 row: 2,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 13 of 25 row: 3,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 13 of 25 row: 4,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 13 of 25 row: 5,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 13 of 25 row: 6,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 13 of 25 row: 7,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 13 of 25 row: 8,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 13 of 25 row: 9,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 13 of 25 row: 10,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 14 of 25 row: 1,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 14 of 25 row: 2,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 14 of 25 row: 3,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 14 of 25 row: 4,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 14 of 25 row: 5,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 14 of 25 row: 6,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 14 of 25 row: 7,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 14 of 25 row: 8,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 14 of 25 row: 9,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 14 of 25 row: 10,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 15 of 25 row: 1,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 15 of 25 row: 2,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 15 of 25 row: 3,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 15 of 25 row: 4,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 15 of 25 row: 5,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 15 of 25 row: 6,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 15 of 25 row: 7,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 15 of 25 row: 8,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 15 of 25 row: 9,alasan_DATE,95%,"pindah, date, kelompok"
pindah date,batch : 15 of 25 row: 10,alasan_DATE,95%,"pindah, date, kelompok"
DL resign krn pindah ke LN,batch : 16 of 25 row: 1,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 2,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 3,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 4,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 5,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 6,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 7,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 8,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 9,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 10,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 1,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 2,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 3,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 4,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 5,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 6,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 7,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 8,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 9,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 10,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 1,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 2,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 3,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 4,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 5,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 6,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 7,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 8,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 9,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 10,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 1,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 2,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 3,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 4,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 5,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 6,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 7,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 8,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 9,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 10,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 1,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 2,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 3,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 4,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 5,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 6,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 7,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 8,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 9,lokasi,100%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 10,lokasi,100%,"pindah, LN, resign"
test,batch : 21 of 25 row: 1,others,45%,"unclear, insufficient, test"
test,batch : 21 of 25 row: 2,others,45%,"unclear, insufficient, test"
test,batch : 21 of 25 row: 3,others,45%,"unclear, insufficient, test"
test,batch : 21 of 25 row: 4,others,45%,"unclear, insufficient, test"
test,batch : 21 of 25 row: 5,others,45%,"unclear, insufficient, test"
test,batch : 21 of 25 row: 6,others,45%,"unclear, insufficient, test"
test,batch : 21 of 25 row: 7,others,45%,"unclear, insufficient, test"
test,batch : 21 of 25 row: 8,others,45%,"unclear, insufficient, test"
test,batch : 21 of 25 row: 9,others,45%,"unclear, insufficient, test"
test,batch : 21 of 25 row: 10,others,45%,"unclear, insufficient, test"
test,batch : 22 of 25 row: 1,others,45%,"unclear, insufficient, test"
test,batch : 22 of 25 row: 2,others,45%,"unclear, insufficient, test"
test,batch : 22 of 25 row: 3,others,45%,"unclear, insufficient, test"
test,batch : 22 of 25 row: 4,others,45%,"unclear, insufficient, test"
test,batch : 22 of 25 row: 5,others,45%,"unclear, insufficient, test"
test,batch : 22 of 25 row: 6,others,45%,"unclear, insufficient, test"
test,batch : 22 of 25 row: 7,others,45%,"unclear, insufficient, test"
test,batch : 22 of 25 row: 8,others,45%,"unclear, insufficient, test"
test,batch : 22 of 25 row: 9,others,45%,"unclear, insufficient, test"
test,batch : 22 of 25 row: 10,others,45%,"unclear, insufficient, test"
test,batch : 23 of 25 row: 1,others,45%,"unclear, insufficient, test"
test,batch : 23 of 25 row: 2,others,45%,"unclear, insufficient, test"
test,batch : 23 of 25 row: 3,others,45%,"unclear, insufficient, test"
test,batch : 23 of 25 row: 4,others,45%,"unclear, insufficient, test"
test,batch : 23 of 25 row: 5,others,45%,"unclear, insufficient, test"
test,batch : 23 of 25 row: 6,others,45%,"unclear, insufficient, test"
test,batch : 23 of 25 row: 7,others,45%,"unclear, insufficient, test"
test,batch : 23 of 25 row: 8,others,45%,"unclear, insufficient, test"
test,batch : 23 of 25 row: 9,others,45%,"unclear, insufficient, test"
test,batch : 23 of 25 row: 10,others,45%,"unclear, insufficient, test"
test,batch : 24 of 25 row: 1,others,45%,"unclear, insufficient, test"
test,batch : 24 of 25 row: 2,others,45%,"unclear, insufficient, test"
test,batch : 24 of 25 row: 3,others,45%,"unclear, insufficient, test"
test,batch : 24 of 25 row: 4,others,45%,"unclear, insufficient, test"
test,batch : 24 of 25 row: 5,others,45%,"unclear, insufficient, test"
test,batch : 24 of 25 row: 6,others,45%,"unclear, insufficient, test"
test,batch : 24 of 25 row: 7,others,45%,"unclear, insufficient, test"
test,batch : 24 of 25 row: 8,others,45%,"unclear, insufficient, test"
test,batch : 24 of 25 row: 9,others,45%,"unclear, insufficient, test"
test,batch : 24 of 25 row: 10,others,45%,"unclear, insufficient, test"
test,batch : 25 of 25 row: 1,others,45%,"unclear, insufficient, test"
test,batch : 25 of 25 row: 2,others,45%,"unclear, insufficient, test"
test,batch : 25 of 25 row: 3,others,45%,"unclear, insufficient, test"
test,batch : 25 of 25 row: 4,others,45%,"unclear, insufficient, test"
test,batch : 25 of 25 row: 5,others,45%,"unclear, insufficient, test"
test,batch : 25 of 25 row: 6,others,45%,"unclear, insufficient, test"
test,batch : 25 of 25 row: 7,others,45%,"unclear, insufficient, test"
test,batch : 25 of 25 row: 8,others,45%,"unclear, insufficient, test"
test,batch : 25 of 25 row: 9,others,45%,"unclear, insufficient, test"
test,batch : 25 of 25 row: 10,others,45%,"unclear, insufficient, test"
