delete_reason,batch,Final label,Confidence,Keywords
DM tidak aktif dan mengambil keputusan untuk tidak mau ikut date lagi.,batch : 2 of 48 row: 10,alasan_DATE,85%,"tidak, aktif, date"
Belum selesai probation yang ditentukan,batch : 3 of 48 row: 1,Admin,90%,"probation, belum, selesai"
pindah gereja bersama dengan keluarganya,batch : 3 of 48 row: 2,tertanam_di_gereja_lain,95%,"pindah, gereja, keluarga"
Retta sementara fokus pada perkuliahannya di luar kota. belum bisa fokus untuk bisa komitmen hadir di DATE.,batch : 3 of 48 row: 3,perbedaan_musim_kehidupan,85%,"fokus, perkuliahannya, luar kota"
"pindah BSD gereja jpcc alsut, akan cari date deket sana",batch : 3 of 48 row: 4,lokasi,95%,"pindah, BSD, gereja"
kehilangan komunikasi tidak bisa dikontak lagi,batch : 3 of 48 row: 5,tidak_ada_respon,90%,"kehilangan, komunikasi, kontak"
menemukan date yg lebih cocok di komunitas lain,batch : 3 of 48 row: 6,alasan_DATE,90%,"menemukan, date, cocok"
menemukan date yg lebih cocok di komunitas lain,batch : 3 of 48 row: 7,alasan_DATE,90%,"menemukan, date, cocok"
mau mencari date yang baru di Jakarta Barat,batch : 3 of 48 row: 8,lokasi,85%,"cari, date, deket"
Maw mencoba date baru di tempat lain,batch : 3 of 48 row: 9,alasan_DATE,85%,"coba, date, baru"
sudah tidak aktif selama beberapa bulan dan sedang sibuk utk saat ini.,batch : 3 of 48 row: 10,tidak_ada_respon,80%,"tidak, aktif, sibuk"
"Sudah lama tidak aktif, dan DM request untuk keluar",batch : 4 of 48 row: 1,tidak_ada_respon,80%,"tidak aktif, DM request"
Maria saat ini sudah pindah domisili ke luar negeri,batch : 4 of 48 row: 2,lokasi,100%,"pindah domisili, luar negeri"
DM daftar ulang dengan email yg berbeda (karena ada masalah teknis).,batch : 4 of 48 row: 3,Admin,90%,"masalah teknis, daftar ulang"
She has been inactive on date for more than one year.,batch : 4 of 48 row: 4,alasan_DATE,80%,"inactive, date"
She has been inactive on Date for more than a year,batch : 4 of 48 row: 5,alasan_DATE,80%,"inactive, date"
"sudah lama sekali tidak pernah joint DATE, alasannya selalu sibuk.",batch : 4 of 48 row: 6,waktu_tidak_sesuai,80%,"sibuk, tidak pernah joint"
"Temporary exit while studying abroad, will rejoin after graduation.",batch : 4 of 48 row: 7,perbedaan_musim_kehidupan,90%,"studying abroad, rejoin after graduation"
"Time conflict, DM no longer can join weekly meetings.",batch : 4 of 48 row: 8,waktu_tidak_sesuai,100%,"time conflict, no longer can join"
"Time conflict, DM no longer able to join weekly meetings",batch : 4 of 48 row: 9,waktu_tidak_sesuai,100%,"time conflict, no longer able to join"
"DATE venue is already changed to Semanan, far from previous location in Rasuna. Prefer to find other DATE.",batch : 4 of 48 row: 10,tertanam_di_gereja_lain,80%,"prefer to find other, date venue changed"
"DATE venue is already changed to Semanan, far from previous location in Rasuna. Prefer to find other DATE.",batch : 5 of 48 row: 1,lokasi,90%,"relocation, far, venue"
"DATE venue is already changed to Semanan, far from previous location in Rasuna. Prefer to find other DATE.",batch : 5 of 48 row: 2,lokasi,90%,"relocation, far, venue"
"DATE venue is already changed to Semanan, far from previous location in Rasuna. Prefer to find other DATE.",batch : 5 of 48 row: 3,lokasi,90%,"relocation, far, venue"
juat get married and would like to change to DATE married couples,batch : 5 of 48 row: 4,perbedaan_musim_kehidupan,95%,"married, change, DATE"
DM memutuskan secara pribadi untuk keluar dari Date.,batch : 5 of 48 row: 5,others,80%,"personal, decision, leave"
Ybs berada diluar daerah dan permintaan ini tidak melalui jalur approval,batch : 5 of 48 row: 6,lokasi,85%,"outside, area, relocation"
Got married and move to Jogja for good. Move church as well,batch : 5 of 48 row: 7,lokasi,95%,"move, Jogja, relocation"
Got married and move to Jogja for good. Move church as well,batch : 5 of 48 row: 8,lokasi,95%,"move, Jogja, relocation"
"Waktu pekerjaan, sehingga sulit hadir ke Date",batch : 5 of 48 row: 9,waktu_tidak_sesuai,90%,"work, schedule, conflict"
Member doesnt show up regularly,batch : 5 of 48 row: 10,tidak_ada_respon,85%,"absent, no, show"
"Tidak pernah ikut date, AnSeungHee autojoin di date ini karna statusnya menikah dengan Hanna",batch : 6 of 48 row: 1,perbedaan_musim_kehidupan,90%,"menikah, statusnya, autojoin"
Tidak pernah hadir date karena kegiatan,batch : 6 of 48 row: 2,waktu_tidak_sesuai,80%,"kegiatan, tidak pernah, hadir"
Tidak pernah hadir date karena kegiatan,batch : 6 of 48 row: 3,waktu_tidak_sesuai,80%,"kegiatan, tidak pernah, hadir"
Jarang hadir di date karena bentrok dengan aktifitas sehati hari,batch : 6 of 48 row: 4,waktu_tidak_sesuai,85%,"bentrok, aktifitas, jarang"
Salah Pencet seharusnya msh probation. Conf to IT (Salomo),batch : 6 of 48 row: 5,Admin,95%,"Salah Pencet, probation, IT"
Tidak bisa bekerja sama dgn DL d Memebru pengaruh yg negatif dalam komunitas,batch : 6 of 48 row: 6,alasan_DATE,85%,"DL, Memebru, negatif"
Lagi sibuk kerjaan keluar kota melulu,batch : 6 of 48 row: 7,lokasi,90%,"keluar kota, sibuk, kerjaan"
Tidak pernah hadir dalam date lagi,batch : 6 of 48 row: 8,others,60%,"tidak pernah, hadir, date"
sudah lebih dari 6 bulan tidak bisa di contact,batch : 6 of 48 row: 9,tidak_ada_respon,90%,"tidak bisa, di contact, 6 bulan"
Sudah tidak pernah hadir dalam date,batch : 6 of 48 row: 10,others,55%,"tidak pernah, hadir, date"
she is not come to date again..,batch : 7 of 48 row: 1,tidak_ada_respon,80%,"not come, again"
Tidak pernah ikut Date dan setelah ditawarkan untuk pindah jadwal date memilih untuk tidak date dahulu,batch : 7 of 48 row: 2,alasan_DATE,90%,"Date, tidak date"
Sepakat dengan pasangan untuk pindah gereja lokal dgn alasan kepentingan keluarga.,batch : 7 of 48 row: 3,tertanam_di_gereja_lain,95%,"pindah gereja, keluarga"
Dater hasnt been coming and no intention on coming.,batch : 7 of 48 row: 4,tidak_ada_respon,85%,"hasnt coming, no intention"
"Live far from Jakarta (Solo), too busy for Date",batch : 7 of 48 row: 5,lokasi,95%,"far from, Jakarta"
"Domisili d Bandung. Selama pandemi, krn online msh bs ikut ibadah JPCC dan Date online. Sekarang sdh bs offline, jd kmd sdh dpt gereja dan komunitas d sana.",batch : 7 of 48 row: 6,lokasi,90%,"domisili, Bandung"
Date member berada di kota lain (palembang),batch : 7 of 48 row: 7,lokasi,95%,"kota lain, palembang"
Date member sudab balik ke kota asal (jambi),batch : 7 of 48 row: 8,lokasi,95%,"kota asal, jambi"
selama 2 tahun Deni tidak bisa hadi di Date baik online. Dan ybs menjelaskan bahwa kesibukan kerja yg sampai jam 9 malam membuat tidak bisa hadir di Date.,batch : 7 of 48 row: 9,waktu_tidak_sesuai,90%,"kesibukan kerja, jam 9 malam"
"Belum perna join Date, infonya mau join yg digereja lama",batch : 7 of 48 row: 10,tertanam_di_gereja_lain,90%,"gereja lama, join"
Tidak pernah datang date setahun terakhir,batch : 8 of 48 row: 1,tidak_ada_respon,90%,"tidak, datang, setahun"
ellisa mau menikah dan memutuskan belajar ajaran katolik,batch : 8 of 48 row: 2,perbedaan_musim_kehidupan,95%,"menikah, belajar, katolik"
Karena ika ingin menata hati dalam berkomitken join date,batch : 8 of 48 row: 3,alasan_DATE,80%,"menata, hati, berkomitken"
Date member yang bersangkutan pindah ke australia sehingga tidak dapat lagi ikut date.,batch : 8 of 48 row: 4,lokasi,100%,"pindah, australia, ikut"
sudah lama tidak hadir di DATE,batch : 8 of 48 row: 5,tidak_ada_respon,85%,"tidak, hadir, lama"
sudah lama tidak hadir di DATE,batch : 8 of 48 row: 6,tidak_ada_respon,85%,"tidak, hadir, lama"
Frans udah satu tahun tidak date dan udah pindah ke greja GMS,batch : 8 of 48 row: 7,tertanam_di_gereja_lain,90%,"pindah, gereja, GMS"
Lg gak bisa date lagi karna ada urusan pribadi,batch : 8 of 48 row: 8,others,60%,"urusan, pribadi, date"
Sejak pandemi date berangsur2 vakum dan sekarang ada banyak perubahan yang sedang dilakukan untuk mulai date lagi.,batch : 8 of 48 row: 9,alasan_DATE,80%,"pandemi, vakum, perubahan"
Sejak pandemi date berangsur2 vakum dan sekarang ada banyak perubahan yang sedang dilakukan untuk mulai date lagi.,batch : 8 of 48 row: 10,alasan_DATE,80%,"pandemi, vakum, perubahan"
Selama pandemi dikarenakan sudah pindah ke gunung sindur mereka coba datang ke gereja lain karena mereka butuh gereja yg onsite dan mau cari komunitas yg setiap minggu bisa tatap muka,batch : 9 of 48 row: 1,lokasi,90%,"pindah, gunung sindur, gereja lain"
Pindah tugas keluar kota dan belum bisa ikut date sampai waktu yang blm bisa di pastikan.,batch : 9 of 48 row: 2,lokasi,95%,"pindah tugas, keluar kota, date"
Sudah tidak aktif di date 1tahun terakhir,batch : 9 of 48 row: 3,alasan_DATE,80%,"tidak aktif, date, 1tahun"
Sudah tidak aktif di Date untuk 1-2 tahun ini,batch : 9 of 48 row: 4,alasan_DATE,80%,"tidak aktif, date, 1-2 tahun"
DM memutuskan pindah dan tertanam di gereja lain,batch : 9 of 48 row: 5,tertanam_di_gereja_lain,100%,"pindah, gereja lain, tertanam"
hari kamis ga bisa kalo mau join lagi berkabar,batch : 9 of 48 row: 6,waktu_tidak_sesuai,90%,"hari kamis, ga bisa, join"
hari kamis ga bisa nanti kalo mau join lagi berkabar,batch : 9 of 48 row: 7,waktu_tidak_sesuai,90%,"hari kamis, ga bisa, join"
Sudah diinvite belum bisa datang / salah pencet tombol jadi keaccept,batch : 9 of 48 row: 8,others,60%,"diinvite, belum bisa, datang"
Cannot find time anymore to join Date,batch : 9 of 48 row: 9,waktu_tidak_sesuai,90%,"cannot find, time, join"
mau pindah date ke Date Pantai Indah Kapuk 9,batch : 9 of 48 row: 10,alasan_DATE,80%,"pindah date, date pantai, kapuk"
sekarang kerja di luar kota.....,batch : 10 of 48 row: 1,lokasi,90%,"luar kota, kerja, pindah"
lagi sibuk... ga sempet date...,batch : 10 of 48 row: 2,waktu_tidak_sesuai,80%,"sibuk, ga sempet, date"
Tidak bisa ikut DATE Lagi karena fokus mengurus ibu.,batch : 10 of 48 row: 3,perbedaan_musim_kehidupan,85%,"fokus, mengurus ibu, tidak bisa ikut"
"dm salah akun yg diregister, mau regis pakai akun lain",batch : 10 of 48 row: 4,Admin,95%,"dm salah akun, mau regis, akun lain"
Bug recovery married to single,batch : 10 of 48 row: 5,Admin,95%,"bug recovery, married to single"
Bug recovery married to single,batch : 10 of 48 row: 6,Admin,95%,"bug recovery, married to single"
sudah setahun tidak date. kami rencana membersihkan data2 date member supaya bisa menerima member2 baru.,batch : 10 of 48 row: 7,tidak_ada_respon,80%,"tidak date, setahun, membersihkan data"
sudah setahun tidak date. kami rencana membersihkan data2 date member supaya bisa menerima member2 baru.,batch : 10 of 48 row: 8,tidak_ada_respon,80%,"tidak date, setahun, membersihkan data"
sudah setahun tidak date. kami rencana membersihkan data2 date member supaya bisa menerima member2 baru.,batch : 10 of 48 row: 9,tidak_ada_respon,80%,"tidak date, setahun, membersihkan data"
Ingin mencari Date yang lebih dekat dengan tempat tinggal.,batch : 10 of 48 row: 10,lokasi,90%,"date lebih dekat, tempat tinggal"
"Sedang fokus dengan koas dan persiapan S2, jadi sudah tidak pernah datang ke DATE lagi.",batch : 11 of 48 row: 1,perbedaan_musim_kehidupan,90%,"S2, koas, fokus"
she wants to go back to her previous church,batch : 11 of 48 row: 2,tertanam_di_gereja_lain,95%,"church, previous, go"
Working holiday visa in aussie,batch : 11 of 48 row: 3,lokasi,100%,"aussie, visa, holiday"
Tidak hadir lebih dari 3 bulan krn kerja di Karawang. Tidak bisa komitmen lagi di date.,batch : 11 of 48 row: 4,waktu_tidak_sesuai,95%,"kerja, karawang, komitmen"
Not active anymore. We reach on whatsapp but no response,batch : 11 of 48 row: 5,tidak_ada_respon,100%,"no, response, anymore"
"Not active anymore. We reach levana n partner but no respon. She told us that she n partner wants to join DATE member couple. But when we confirm again, there's no response.",batch : 11 of 48 row: 6,tidak_ada_respon,100%,"no, response, anymore"
mulai mengembangkan pelayanan sendiri diluar JPCC,batch : 11 of 48 row: 7,tertanam_di_gereja_lain,95%,"pelayanan, sendiri, diluar"
mulai mengembangkan pelayanan sendiri diluar JPCC,batch : 11 of 48 row: 8,tertanam_di_gereja_lain,95%,"pelayanan, sendiri, diluar"
mulai mengembangkan pelayanan sendiri diluar JPCC,batch : 11 of 48 row: 9,tertanam_di_gereja_lain,95%,"pelayanan, sendiri, diluar"
kesulitan dengan komitmen untuk hadir dalam DATE,batch : 11 of 48 row: 10,alasan_DATE,80%,"kesulitan, komitmen, DATE"
Pindah date karena pindah tempat tinggal,batch : 12 of 48 row: 1,lokasi,100%,"pindah, tempat, tinggal"
sudah tidak ikut date lebih dari 1 tahun,batch : 12 of 48 row: 2,tidak_ada_respon,80%,"tidak, ikut, lebih"
"mau cari date lain yg 1 season, sudah konfirmasi ke ybs",batch : 12 of 48 row: 3,tertanam_di_gereja_lain,90%,"cari, date, lain"
"Work & study in another country, move to hillsongs church",batch : 12 of 48 row: 4,lokasi,100%,"move, hillsongs, church"
Saya tidak mengenal date member,batch : 12 of 48 row: 5,others,60%,"tidak, mengenal, date"
Lennie has decided to focus her work and ministry in Surabaya. She will also start to be planted in a local Church there.,batch : 12 of 48 row: 6,lokasi,100%,"pindah, surabaya, church"
dm pindah ke luar negeri saat ini untuk bekerja,batch : 12 of 48 row: 7,lokasi,100%,"pindah, luar, negeri"
DM menikah dan pindah kota ke solo,batch : 12 of 48 row: 8,perbedaan_musim_kehidupan,100%,"menikah, pindah, kota"
date member menginfokan akan cuti dari date sementara waktu,batch : 12 of 48 row: 9,others,40%,"cuti, sementara, waktu"
Move to other church community,batch : 12 of 48 row: 10,tertanam_di_gereja_lain,100%,"move, other, church"
Sudah tidak relevan dgn Date skr. Mau coba date married couple.,batch : 13 of 48 row: 1,alasan_DATE,90%,"date, married, couple"
Sdh tidak relevan dgn date skr. Mau coba mencari married couple group.,batch : 13 of 48 row: 2,alasan_DATE,90%,"date, married, couple"
Mau lihat opsi Date married couple,batch : 13 of 48 row: 3,alasan_DATE,80%,"date, married, couple"
Mau non aktif date dulu dan nanti apabila sudah ready akan join date lain yang dekat dengan tempat tinggal saat ini (Bekasi),batch : 13 of 48 row: 4,lokasi,80%,"pindah, tempat, tinggal"
Sudah pindah ke kota lain (Papua),batch : 13 of 48 row: 5,lokasi,100%,"pindah, kota, lain"
Sudah lama tidak aktif dan tidak ada kabar,batch : 13 of 48 row: 6,tidak_ada_respon,100%,"tidak, aktif, kabar"
Sudah pindah ke kota lain (Palembang),batch : 13 of 48 row: 7,lokasi,100%,"pindah, kota, lain"
Sudah lama tidak aktif dan tidak merespon wa,batch : 13 of 48 row: 8,tidak_ada_respon,100%,"tidak, aktif, merespon"
Sudah tidak aktif dan sudah diberitahukan,batch : 13 of 48 row: 9,others,50%,"tidak, aktif, diberitahukan"
date member mau cari date di hari rabu,batch : 13 of 48 row: 10,alasan_DATE,80%,"date, hari, rabu"
"Sudah tidak ada kabar sejak september 2022. Ditelpon diriject. Dichat tidak dibalas. Sudah tanya TL tempat Claudya melayani, ternyata sedang difreeze pelayanannya.",batch : 14 of 48 row: 1,tidak_ada_respon,90%,"tidak ada kabar, tidak dibalas, difreeze"
Tidak hadir DATE dalam 3 bulan,batch : 14 of 48 row: 2,alasan_DATE,80%,"tidak hadir, DATE, 3 bulan"
Tidak hadir DATE dalam 3 bulan,batch : 14 of 48 row: 3,alasan_DATE,80%,"tidak hadir, DATE, 3 bulan"
Sudah lama tidak aktif di DATE. Sudah pamit mundur.,batch : 14 of 48 row: 4,alasan_DATE,85%,"tidak aktif, pamit mundur, DATE"
"He decided to be planted in a different church, GBI Alam Sutera, due to family reasons",batch : 14 of 48 row: 5,tertanam_di_gereja_lain,95%,"pindah gereja, GBI Alam Sutera, keluarga"
Pindah pekerjaan keluar jakarta,batch : 14 of 48 row: 6,lokasi,90%,"pindah pekerjaan, keluar jakarta, relokasi"
"Komitmen, ketidakcocokan ybs dengan date MK1",batch : 14 of 48 row: 7,alasan_DATE,85%,"komitmen, ketidakcocokan, DATE"
study abroad and find a local church,batch : 14 of 48 row: 8,lokasi,90%,"study abroad, pindah lokasi, gereja lokal"
Pindah ke Bangkok untuk pekerjaan,batch : 14 of 48 row: 9,lokasi,90%,"pindah ke Bangkok, pekerjaan, relokasi"
date member sudah berpindah tempat tinggal dan ingin mencari yg dekat dgn tempat tinggal nya,batch : 14 of 48 row: 10,lokasi,90%,"pindah tempat tinggal, cari gereja dekat, relokasi"
Sdh lama tidak hadir dipertemuan Date dan sdh di konfirmaikan bahwa tidak iikut date lagi dikarenakan kesibukan,batch : 15 of 48 row: 1,alasan_DATE,80%,"tidak hadir, DATE, kesibukan"
Tidak datang ke DATE dan ke gereja,batch : 15 of 48 row: 2,tidak_ada_respon,60%,"tidak datang, gereja, DATE"
DM pindah rumah ke Gunung Sindur. kerjanya di Jakarta full wfo.tdk bisa ikutan DATE lg krn ga bisa atur jadwal.,batch : 15 of 48 row: 3,lokasi,90%,"pindah rumah, Gunung Sindur, Jakarta"
"Karena belom tertarik untuk berkomunitas lagi , dan ingin menyesuaikan kehidupan pribadi dulu sementara.",batch : 15 of 48 row: 4,perbedaan_musim_kehidupan,70%,"menyesuaikan kehidupan, pribadi, berkomunitas"
"Tidak aktif, sudah diconfirm ok bukan sebagai anggota date lagi",batch : 15 of 48 row: 5,alasan_DATE,80%,"tidak aktif, anggota DATE, konfirm"
Pindah Gereja setelah menikah.,batch : 15 of 48 row: 6,perbedaan_musim_kehidupan,80%,"menikah, pindah Gereja, kehidupan"
Pindah Gereja setelah menikah,batch : 15 of 48 row: 7,perbedaan_musim_kehidupan,80%,"menikah, pindah Gereja, kehidupan"
"kesulitan karena berbeda kota, ada baiknya Lievia berada di gereja yang ada di lampung.",batch : 15 of 48 row: 8,lokasi,90%,"berbeda kota, Lampung, gereja"
hanya istrinya yang aktif.....,batch : 15 of 48 row: 9,others,40%,"istrinya, aktif, gereja"
Masih mencari date baru yang dekat lokasi tempat tinggalnya,batch : 15 of 48 row: 10,lokasi,80%,"lokasi tempat tinggal, gereja, date baru"
Sudah tidak datang lebih dari 3 bulan,batch : 16 of 48 row: 1,tidak_ada_respon,90%,"tidak datang, 3 bulan, vakum"
Sudah lebih dari 3 bulan ijin untuk vakum dari date dan hari ini baru mau mulai cari date baru,batch : 16 of 48 row: 2,alasan_DATE,80%,"vakum, date baru, izin"
Tidak hadir didate lebih dr 3 bulan,batch : 16 of 48 row: 3,tidak_ada_respon,90%,"tidak hadir, 3 bulan, date"
"Tidak pernah hadir, hanya daftar untuk dpt seat",batch : 16 of 48 row: 4,tidak_ada_respon,95%,"tidak pernah, hadir, daftar"
"Sdh jarang hadir sejak 2 thn belakangan ini, skrg katanya mau pindah DATE dgn alasan pindah rumah",batch : 16 of 48 row: 5,alasan_DATE,85%,"jarang hadir, pindah date, rumah"
"Pindah DATE, alasan lebih dekat dengan pacar",batch : 16 of 48 row: 6,alasan_DATE,90%,"pindah date, pacar, dekat"
"Dtg hanya 1x, seterusnya tdk pernah hadir. Sdh di japri, tp alasan selalu sibuk dan nanti dikabarin.",batch : 16 of 48 row: 7,tidak_ada_respon,92%,"tidak pernah, hadir, sibuk"
plan to move to another date,batch : 16 of 48 row: 8,alasan_DATE,88%,"pindah date, plan, move"
plan to move to another date,batch : 16 of 48 row: 9,alasan_DATE,88%,"pindah date, plan, move"
member memilih untuk pindah date lain untuk sementara off dulu selama 3 bulan.,batch : 16 of 48 row: 10,alasan_DATE,89%,"pindah date, off, sementara"
never join Date meeting online and offline for past 6 months,batch : 17 of 48 row: 1,tidak_ada_respon,90%,"never join, offline, 6 months"
"setelah menikah, ikut suami dan tinggal di Wonosobo",batch : 17 of 48 row: 2,perbedaan_musim_kehidupan,95%,"menikah, ikut suami, tinggal"
sudah tidak ada di date lagi dan sudah w.a berada di surabaya,batch : 17 of 48 row: 3,lokasi,95%,"tidak ada di date, berada di surabaya"
non-active for almost 1yr & he request to be removed from Date due to busy schedule (work &sfudies at the same time).,batch : 17 of 48 row: 4,waktu_tidak_sesuai,90%,"busy schedule, work, studies"
Yang bersangkutan memutuskan untuk tertanam di gereja lokal lain,batch : 17 of 48 row: 5,tertanam_di_gereja_lain,95%,tertanam di gereja lokal lain
Yang bersangkutan memutuskan untuk tertanam di gereja lokal lain,batch : 17 of 48 row: 6,tertanam_di_gereja_lain,95%,tertanam di gereja lokal lain
"Sudah lebih dari setahun tidak ada kabar dan keikutsertaan William di dalam DATE, sejak terakhir ia ijin utk vakum sejenak ketika istrinya mulai hamil anak k-3 mereka . Setelah bbrp saat,  dihubungi bbrp kali tidak merespon, ketika diberi ucaoan selamat ulang tahun, jg  ucapan selamat ketika istrinya melahirkan tidak ada response sama sekali. William tiba-tiba 'leave' WAG DATE tanpa memberi kabar atau konfirmasi sama sekali. Setiap private message melalui WhatsApp ataupun sosmed tidak 
pernah dibalas, pdhal menurut bbrp teman DM status sosmednya selalu aktif.",batch : 17 of 48 row: 7,tidak_ada_respon,95%,"tidak ada kabar, tidak merespon"
"Hanny dan William suaminya, tidak ada kabar selama lebih dari setahun. Ketika dihubungi tidak merespon sama sekali, pdhal merespon kpd teman2 lain di luar DATE (melalui sosmed), tp tidak merespon sama sekali kpd teman2 DATE",batch : 17 of 48 row: 8,tidak_ada_respon,95%,"tidak ada kabar, tidak merespon"
sudah ada marvin sebagai dl baru,batch : 17 of 48 row: 9,Admin,80%,ada marvin sebagai dl baru
Lama tidak aktif dan juga tidak pernah ke gereja lagi,batch : 17 of 48 row: 10,others,80%,"lama tidak aktif, tidak pernah ke gereja"
"Sudah tidak ada kabar, DL sudah menghubungi beberapa kali dan tidak ada respon.",batch : 18 of 48 row: 1,tidak_ada_respon,90%,"tidak ada kabar, tidak ada respon"
Pindah sekeluarga ke Canada tahun lalu,batch : 18 of 48 row: 2,lokasi,100%,pindah ke Canada
Pindah sekeluarga ke Canada tahun lalu.,batch : 18 of 48 row: 3,lokasi,100%,pindah ke Canada
tidak memberi kabar soal kelanjutan di date,batch : 18 of 48 row: 4,tidak_ada_respon,80%,tidak memberi kabar
Member sudah pindah domisili ke surabaya,batch : 18 of 48 row: 5,lokasi,100%,pindah ke surabaya
Rio sekarang ditempatkan di luar kota Jakarta dan karena kesibukan kerja sudah sekitar 5 bulan tidak pernah join pertemuan date online lagi,batch : 18 of 48 row: 6,lokasi,100%,pindah ke luar kota
Yola has now a WFA. She is now mostly of time at Yogyakarta with her mom.,batch : 18 of 48 row: 7,lokasi,100%,pindah ke Yogyakarta
date member sudah tidak bs hadir dalam pertemuan date karna harus menemani anak tidur di waktu date,batch : 18 of 48 row: 8,waktu_tidak_sesuai,90%,menemani anak tidur
pindah keluar kota dan sudah tertanam di gereja lokal di kota nya,batch : 18 of 48 row: 9,lokasi,100%,pindah keluar kota
"move to different city, and decided to stop going date. will continue if move back to jakarta",batch : 18 of 48 row: 10,lokasi,100%,move to different city
Study abroad (Australia) tidak dapat mengikuti Date dikarenakan lokasi dan perbedaan waktu,batch : 19 of 48 row: 1,lokasi,100%,"lokasi, Australia, waktu"
uda ga bisa aktif untuk saat ini. 3 bln ga hadir.,batch : 19 of 48 row: 2,tidak_ada_respon,80%,"ga hadir, tidak aktif"
Resign dari DATE dan tdk beribadah di JPCC,batch : 19 of 48 row: 3,tertanam_di_gereja_lain,100%,"gereja lain, resign"
Sudah tidak datang beberapa bulan,batch : 19 of 48 row: 4,tidak_ada_respon,80%,"tidak datang, beberapa bulan"
Tidak bisa dikontak selama bbrp bulan terakhir,batch : 19 of 48 row: 5,tidak_ada_respon,100%,"tidak dikontak, beberapa bulan"
minta ijin keluar dikarenakan ada komunitas lain,batch : 19 of 48 row: 6,tertanam_di_gereja_lain,100%,"komunitas lain, ijin keluar"
Aldo sudah pindah kerja ke daerah jakarta barat dan ingin mencari DATE sekitar sana,batch : 19 of 48 row: 7,lokasi,100%,"pindah kerja, jakarta barat"
Menetap di luar kota bersama keluarga,batch : 19 of 48 row: 8,lokasi,100%,"menetap, luar kota"
Ikut suami untuk ibadah di gereja suami,batch : 19 of 48 row: 9,perbedaan_musim_kehidupan,100%,"suami, ibadah"
Menetap di luar kota karena pekerjaan,batch : 19 of 48 row: 10,lokasi,100%,"menetap, pekerjaan"
