delete_reason,batch,Final label,Confidence,Keywords
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 1,others,92%,"tidak jadi DL, status, ambigu"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 2,others,92%,"tidak jadi DL, status, ambigu"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 3,others,92%,"tidak jadi DL, status, ambigu"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 4,others,92%,"tidak jadi DL, status, ambigu"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 5,others,92%,"tidak jadi DL, status, ambigu"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 6,others,92%,"tidak jadi DL, status, ambigu"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 7,others,92%,"tidak jadi DL, status, ambigu"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 8,others,92%,"tidak jadi DL, status, ambigu"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 9,others,92%,"tidak jadi DL, status, ambigu"
saya sudah tidak menjadi DL lagi,batch : 10 of 25 row: 10,others,92%,"tidak jadi DL, status, ambigu"
pindah date,batch : 11 of 25 row: 1,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 11 of 25 row: 2,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 11 of 25 row: 3,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 11 of 25 row: 4,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 11 of 25 row: 5,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 11 of 25 row: 6,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 11 of 25 row: 7,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 11 of 25 row: 8,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 11 of 25 row: 9,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 11 of 25 row: 10,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 12 of 25 row: 1,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 12 of 25 row: 2,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 12 of 25 row: 3,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 12 of 25 row: 4,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 12 of 25 row: 5,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 12 of 25 row: 6,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 12 of 25 row: 7,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 12 of 25 row: 8,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 12 of 25 row: 9,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 12 of 25 row: 10,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 13 of 25 row: 1,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 13 of 25 row: 2,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 13 of 25 row: 3,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 13 of 25 row: 4,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 13 of 25 row: 5,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 13 of 25 row: 6,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 13 of 25 row: 7,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 13 of 25 row: 8,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 13 of 25 row: 9,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 13 of 25 row: 10,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 14 of 25 row: 1,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 14 of 25 row: 2,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 14 of 25 row: 3,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 14 of 25 row: 4,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 14 of 25 row: 5,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 14 of 25 row: 6,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 14 of 25 row: 7,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 14 of 25 row: 8,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 14 of 25 row: 9,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 14 of 25 row: 10,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 15 of 25 row: 1,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 15 of 25 row: 2,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 15 of 25 row: 3,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 15 of 25 row: 4,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 15 of 25 row: 5,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 15 of 25 row: 6,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 15 of 25 row: 7,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 15 of 25 row: 8,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 15 of 25 row: 9,alasan_DATE,99%,"pindah, DATE"
pindah date,batch : 15 of 25 row: 10,alasan_DATE,99%,"pindah, DATE"
DL resign krn pindah ke LN,batch : 16 of 25 row: 1,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 2,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 3,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 4,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 5,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 6,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 7,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 8,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 9,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 16 of 25 row: 10,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 1,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 2,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 3,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 4,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 5,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 6,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 7,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 8,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 9,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 17 of 25 row: 10,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 1,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 2,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 3,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 4,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 5,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 6,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 7,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 8,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 9,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 18 of 25 row: 10,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 1,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 2,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 3,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 4,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 5,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 6,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 7,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 8,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 9,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 19 of 25 row: 10,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 1,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 2,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 3,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 4,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 5,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 6,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 7,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 8,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 9,lokasi,99%,"pindah, LN, resign"
DL resign krn pindah ke LN,batch : 20 of 25 row: 10,lokasi,99%,"pindah, LN, resign"
test,batch : 21 of 25 row: 1,others,99%,test
test,batch : 21 of 25 row: 2,others,99%,test
test,batch : 21 of 25 row: 3,others,99%,test
test,batch : 21 of 25 row: 4,others,99%,test
test,batch : 21 of 25 row: 5,others,99%,test
test,batch : 21 of 25 row: 6,others,99%,test
test,batch : 21 of 25 row: 7,others,99%,test
test,batch : 21 of 25 row: 8,others,99%,test
test,batch : 21 of 25 row: 9,others,99%,test
test,batch : 21 of 25 row: 10,others,99%,test
test,batch : 22 of 25 row: 1,others,99%,test
test,batch : 22 of 25 row: 2,others,99%,test
test,batch : 22 of 25 row: 3,others,99%,test
test,batch : 22 of 25 row: 4,others,99%,test
test,batch : 22 of 25 row: 5,others,99%,test
test,batch : 22 of 25 row: 6,others,99%,test
test,batch : 22 of 25 row: 7,others,99%,test
test,batch : 22 of 25 row: 8,others,99%,test
test,batch : 22 of 25 row: 9,others,99%,test
test,batch : 22 of 25 row: 10,others,99%,test
test,batch : 23 of 25 row: 1,others,99%,test
test,batch : 23 of 25 row: 2,others,99%,test
test,batch : 23 of 25 row: 3,others,99%,test
test,batch : 23 of 25 row: 4,others,99%,test
test,batch : 23 of 25 row: 5,others,99%,test
test,batch : 23 of 25 row: 6,others,99%,test
test,batch : 23 of 25 row: 7,others,99%,test
test,batch : 23 of 25 row: 8,others,99%,test
test,batch : 23 of 25 row: 9,others,99%,test
test,batch : 23 of 25 row: 10,others,99%,test
test,batch : 24 of 25 row: 1,others,99%,test
test,batch : 24 of 25 row: 2,others,99%,test
test,batch : 24 of 25 row: 3,others,99%,test
test,batch : 24 of 25 row: 4,others,99%,test
test,batch : 24 of 25 row: 5,others,99%,test
test,batch : 24 of 25 row: 6,others,99%,test
test,batch : 24 of 25 row: 7,others,99%,test
test,batch : 24 of 25 row: 8,others,99%,test
test,batch : 24 of 25 row: 9,others,99%,test
test,batch : 24 of 25 row: 10,others,99%,test
test,batch : 25 of 25 row: 1,others,99%,test
test,batch : 25 of 25 row: 2,others,99%,test
test,batch : 25 of 25 row: 3,others,99%,test
test,batch : 25 of 25 row: 4,others,99%,test
test,batch : 25 of 25 row: 5,others,99%,test
test,batch : 25 of 25 row: 6,others,99%,test
test,batch : 25 of 25 row: 7,others,99%,test
test,batch : 25 of 25 row: 8,others,99%,test
test,batch : 25 of 25 row: 9,others,99%,test
test,batch : 25 of 25 row: 10,others,99%,test
