delete_reason,batch,Final label,Confidence,Keywords
DM butuh waktu lama untuk kembali hadir di Date,batch : 3 of 48 row: 9,tidak_ada_respon,90%,"lama, kembali hadir, DM"
"sekarang bekerja di daerah senayan dan selalu pulang malam, membuat tidak mungkin untuk ikut DATE di saat-saat ini.",batch : 3 of 48 row: 10,waktu_tidak_sesuai,98%,"kerja, pulang malam, tidak mungkin"
for good ke luar negeri,batch : 4 of 48 row: 1,lokasi,99%,"ke luar negeri, for good"
for good ke luar negeri,batch : 4 of 48 row: 2,lokasi,99%,"ke luar negeri, for good"
ingin ambil waktu sendiri dulu,batch : 4 of 48 row: 3,others,72%,"waktu sendiri, tidak jelas"
mau pendataan ulang,batch : 4 of 48 row: 4,Admin,95%,"pendataan ulang, administratif"
Waktu Sudah sulit hadir date onsite karena sudah menikah dan ada anak.DL menyarankan untuk move ke date married couple,batch : 4 of 48 row: 5,perbedaan_musim_kehidupan,98%,"menikah, ada anak"
Berpulang kerumah Bapa pada tgl 23 okt 2025,batch : 4 of 48 row: 6,others,99%,"berpulang, wafat"
4 kali pertemuan berturut2 tdk hadir,batch : 4 of 48 row: 7,tidak_ada_respon,93%,"4 kali, tidak hadir"
sudah pindah ke luar kota (menado) for good,batch : 4 of 48 row: 8,lokasi,99%,"pindah kota, menado"
"pindah kerja & tpt tinggal ke PIK, sdh >3 bln tdk hdr & aktiv di date, sdh diminta mencari date baru namun sibuk kerja blm melakukan hal tsb s/d di remove.",batch : 4 of 48 row: 9,lokasi,96%,"pindah kerja, PIK, pindah tempat tinggal"
cari date lain,batch : 4 of 48 row: 10,alasan_DATE,90%,"cari date, date lain"
"Usernya sudah tidak aktif, dan diganti dengan user baru",batch : 5 of 48 row: 1,Admin,96%,"user baru, tidak aktif, diganti"
mau pindah ke kuningan 18 yang dekat kantor.,batch : 5 of 48 row: 2,lokasi,98%,"pindah, kuningan, kantor"
Sudah dipanggil Tuhan 3 minggu lalu,batch : 5 of 48 row: 3,others,99%,"dipanggil Tuhan, wafat, 3 minggu"
telah kembali ke Surga,batch : 5 of 48 row: 4,others,97%,"Surga, wafat, kembali"
"Tidak bisa ikut date lagi, dikarenakan pekerjaan",batch : 5 of 48 row: 5,waktu_tidak_sesuai,95%,"pekerjaan, tidak bisa ikut, date"
"sekarang bergereja di gereja lain, bersama orang tua",batch : 5 of 48 row: 6,tertanam_di_gereja_lain,99%,"gereja lain, bergereja, orang tua"
ada dua email,batch : 5 of 48 row: 7,Admin,98%,"dua email, data, admin"
proses pindah ke Date lain krn pindah rumah,batch : 5 of 48 row: 8,lokasi,96%,"pindah rumah, pindah date, date lain"
pindah date couple,batch : 5 of 48 row: 9,alasan_DATE,97%,"pindah date, couple, date"
double account,batch : 5 of 48 row: 10,Admin,99%,"double account, akun, admin"
pindah ke Aussie to for good,batch : 6 of 48 row: 1,lokasi,98%,"pindah, Aussie, for good"
"setelah menikah, masih belum menentukan gereja untuk tertanam",batch : 6 of 48 row: 2,perbedaan_musim_kehidupan,95%,"setelah menikah, gereja, tertanam"
menikah dan pindah negara,batch : 6 of 48 row: 3,lokasi,97%,"menikah, pindah negara, lokasi"
Vacum dahulu,batch : 6 of 48 row: 4,others,60%,"vacum, dahulu"
Vacum dahulu,batch : 6 of 48 row: 5,others,60%,"vacum, dahulu"
"Semenjak pindah rumah ke Pantai Mutiara lokasi menuju gereja maupun date menjadi tantangan bagi eunike dan alvin, sehingga mereka dengan penuh kerelaan hati memutuskan pindah gereja  Kemudian setelah berapa waktu mencoba, akhirnya memutuskan untuk berjemaat di GBI gilgal PIK (ps. Juan Mogi)o",batch : 6 of 48 row: 6,lokasi,96%,"pindah rumah, Pantai Mutiara, GBI"
Pindah date suvarna 3,batch : 6 of 48 row: 7,alasan_DATE,99%,"Pindah DATE, Suvarna 3"
Pindah date suvarna 3,batch : 6 of 48 row: 8,alasan_DATE,99%,"Pindah DATE, Suvarna 3"
pindah ke Pontianak,batch : 6 of 48 row: 9,lokasi,99%,"pindah, Pontianak"
Transfer ke DATE Gunawarman 2,batch : 6 of 48 row: 10,alasan_DATE,98%,"Transfer, DATE, Gunawarman 2"
waktu yg tidak sesuai serta lokasi yang sulit dicapai serta dilakukan atas permintaan sendiri,batch : 7 of 48 row: 1,waktu_tidak_sesuai,92%,"waktu, lokasi, permintaan sendiri"
pindah keluar kota bersama suami,batch : 7 of 48 row: 2,lokasi,98%,"pindah, keluar kota, suami"
"date akan dibubarkan, berpindah ke date lain",batch : 7 of 48 row: 3,alasan_DATE,99%,"date, dibubarkan, pindah"
pindah gereja,batch : 7 of 48 row: 4,tertanam_di_gereja_lain,99%,"pindah gereja, gereja lain"
mau pindah ke gereja lain,batch : 7 of 48 row: 5,tertanam_di_gereja_lain,98%,"gereja lain, pindah"
sementara,batch : 7 of 48 row: 6,others,99%,sementara
sementara,batch : 7 of 48 row: 7,others,99%,sementara
pindah ke gereja Lain (Gilgal),batch : 7 of 48 row: 8,tertanam_di_gereja_lain,97%,"gereja lain, pindah"
sudah bergabung di Date yang baru.,batch : 7 of 48 row: 9,alasan_DATE,96%,"Date baru, bergabung"
sejak diterima juli 2025 belum pernah hadir dan atas permintaan sendiri mau keluar dulu karena pulang kampung hingga Desember 2025,batch : 7 of 48 row: 10,tidak_ada_respon,90%,"belum pernah hadir, pulang kampung, tidak hadir"
DM akan pindah ke Bali sehingga tidak bisa date lagi,batch : 8 of 48 row: 1,lokasi,99%,"pindah, Bali, date"
DM akan pindah ke Bali sehingga tidak bisa Date lagi,batch : 8 of 48 row: 2,lokasi,99%,"pindah, Bali, Date"
"Perbedaan Musim kehidupan, Pekerjaan dan Lokasi",batch : 8 of 48 row: 3,perbedaan_musim_kehidupan,86%,"pekerjaan, lokasi, musim"
sudah meninggal dunia,batch : 8 of 48 row: 4,others,99%,"meninggal, dunia, wafat"
Pindah ke luar negeri.,batch : 8 of 48 row: 5,lokasi,99%,"luar negeri, pindah, relokasi"
Pindah ke luar negeri.,batch : 8 of 48 row: 6,lokasi,99%,"luar negeri, pindah, relokasi"
Mengganti akun,batch : 8 of 48 row: 7,Admin,92%,"ganti akun, administratif, data"
,batch : 8 of 48 row: 8,others,100%,"null, tidak ada, ambigu"
,batch : 8 of 48 row: 9,others,100%,"null, tidak ada, ambigu"
balik kampung untuk selamanya,batch : 8 of 48 row: 10,lokasi,95%,"balik kampung, selamanya, pindah"
Sudah meninggal dunia,batch : 9 of 48 row: 1,others,99%,meninggal dunia
Pindah ke DATE gading serpong yg lbh deket ke rumahnya,batch : 9 of 48 row: 2,alasan_DATE,96%,"pindah DATE, lebih dekat, rumah"
pindah kerja dan menetap di Korea Selatan..,batch : 9 of 48 row: 3,lokasi,98%,"pindah kerja, Korea Selatan, menetap"
DL Temporary untuk DL yang resign,batch : 9 of 48 row: 4,Admin,95%,"temporary, resign, DL"
kembali ke gereja yang lama untuk membantu mengelola ibadah youth,batch : 9 of 48 row: 5,tertanam_di_gereja_lain,97%,"gereja lama, membantu, youth"
kembali ke gereja yang lama untuk membantu mengelola ibadah youth,batch : 9 of 48 row: 6,tertanam_di_gereja_lain,97%,"gereja lama, membantu, youth"
kembali ke gereja yg lama untuk membantu mengelola ibadah youth,batch : 9 of 48 row: 7,tertanam_di_gereja_lain,97%,"gereja lama, membantu, youth"
blum bisa aktif,batch : 9 of 48 row: 8,others,88%,belum aktif
DF pengganti DL sementara,batch : 9 of 48 row: 9,Admin,93%,"pengganti, sementara, DF"
Melahirkan anak dan sedang focus mengurus anak.Tidak bisa join dulu untuk sementara.,batch : 9 of 48 row: 10,perbedaan_musim_kehidupan,98%,"melahirkan, urus anak, sementara"
Ingin mencari Date yang usianya tidak jauh berbeda.,batch : 10 of 48 row: 1,alasan_DATE,95%,"usia, DATE, cocok"
pindah ke BSD99,batch : 10 of 48 row: 2,lokasi,98%,"pindah, BSD99, lokasi"
pindah ke BSD99,batch : 10 of 48 row: 3,lokasi,98%,"pindah, BSD99, lokasi"
Filia pindah karena penempatan kerja ke Bali,batch : 10 of 48 row: 4,lokasi,97%,"penempatan kerja, Bali, pindah"
pindah ke Australia,batch : 10 of 48 row: 5,lokasi,99%,"Australia, luar negeri, pindah"
mencari DATE yang lebih terjangkau dari tempat kerja,batch : 10 of 48 row: 6,waktu_tidak_sesuai,72%,"terjangkau, tempat kerja, DATE"
pindah ke luar negeri,batch : 10 of 48 row: 7,lokasi,99%,"luar negeri, pindah, lokasi"
Karena belum moment yg tepat untuk diterima di date,batch : 10 of 48 row: 8,alasan_DATE,88%,"belum moment, DATE, diterima"
"karena kepenuhan (jadi hanya pasangannya saja yg di masukin di apps, karena Nike yg war tiket) dan masih ada date member yang mau du transfer dari date lain.",batch : 10 of 48 row: 9,Admin,84%,"kepenuhan, apps, transfer"
pindah date,batch : 10 of 48 row: 10,alasan_DATE,96%,"pindah date, DATE, pindah"
melanjutkan studi S2 di UK,batch : 11 of 48 row: 1,perbedaan_musim_kehidupan,96%,"studi S2, UK"
Abroad,batch : 11 of 48 row: 2,lokasi,98%,"Abroad, luar negeri"
kesibukan,batch : 11 of 48 row: 3,waktu_tidak_sesuai,84%,kesibukan
pindah keluar kota,batch : 11 of 48 row: 4,lokasi,99%,"pindah, luar kota"
sudah tidak hadir,batch : 11 of 48 row: 5,tidak_ada_respon,90%,"tidak hadir, sudah"
Other,batch : 11 of 48 row: 6,others,100%,Other
Other,batch : 11 of 48 row: 7,others,100%,Other
pindah Date Martimbang 2,batch : 11 of 48 row: 8,alasan_DATE,97%,"pindah Date, Martimbang"
sevenarnya Myrna bukan jemaat JPCC dan dia ingin kembali ke gereja asalnya sekaligus berkomunitas di sana,batch : 11 of 48 row: 9,tertanam_di_gereja_lain,95%,"gereja asal, komunitas"
sistem tidak bisa transfer DM. sudah komunikasi dgn DL barunya DM,batch : 11 of 48 row: 10,Admin,93%,"sistem, transfer DM"
"Angel pindah ke NY, USA untuk melanjutkan S2",batch : 12 of 48 row: 1,lokasi,98%,"pindah, NY USA, S2"
melanjutkan study S2 ke Taiwan,batch : 12 of 48 row: 2,perbedaan_musim_kehidupan,95%,"S2, Taiwan, studi"
sedang mencari date baru,batch : 12 of 48 row: 3,alasan_DATE,99%,"mencari, date baru, DATE"
sedang mencari date baru,batch : 12 of 48 row: 4,alasan_DATE,99%,"mencari, date baru, DATE"
di wakilkan istri,batch : 12 of 48 row: 5,others,72%,"diwakilkan, istri"
di wakilkan suami,batch : 12 of 48 row: 6,others,72%,"diwakilkan, suami"
sudah coba transfer ke BSD 36 tp tdk muncul di apps. Jd data DM akan di remove & request baru di BSD 36,batch : 12 of 48 row: 7,Admin,96%,"transfer, apps, remove"
salah approve,batch : 12 of 48 row: 8,Admin,98%,"salah, approve"
tidak pernah hadir di date lebih dari 6 bulan,batch : 12 of 48 row: 9,tidak_ada_respon,97%,"tidak hadir, 6 bulan, date"
belum memutuskan ke date (baru istri yg memutuskan ke date),batch : 12 of 48 row: 10,alasan_DATE,88%,"belum memutuskan, istri, date"
"Suaminya aktif melayani di gereja lain dan dia pun masih terlibat aktif di sana.  Di sisi lain, dia sudah tidak pernah hadir date, dan saat dihubungi berulang kali (via wa, telepon, dan email) tidak merespon sama sekali.",batch : 13 of 48 row: 1,tidak_ada_respon,92%,"tidak respon, dihubungi, tidak hadir"
Gracia wiroreno ingin tertanam di gereja lain,batch : 13 of 48 row: 2,tertanam_di_gereja_lain,98%,"gereja lain, tertanam, aktif"
menikah dan pindah gereja,batch : 13 of 48 row: 3,perbedaan_musim_kehidupan,95%,"menikah, pindah gereja, fase hidup"
ingin mencari date lain,batch : 13 of 48 row: 4,alasan_DATE,97%,"mencari date, DATE lain, group"
sudah pindah date lain,batch : 13 of 48 row: 5,alasan_DATE,99%,"pindah date, DATE lain, sudah pindah"
Telah meninggal dunia pada tgl 5 Juli 2025,batch : 13 of 48 row: 6,others,99%,"meninggal, wafat, passed away"
mencari DATE lain,batch : 13 of 48 row: 7,alasan_DATE,97%,"DATE lain, mencari, group"
passed away,batch : 13 of 48 row: 8,others,99%,"passed away, meninggal, wafat"
Move to Manado for good and entering new season of life. tapi dia tetap bisa join online date.,batch : 13 of 48 row: 9,lokasi,96%,"Move to Manado, new season, pindah"
pindah kerja ke kota lain,batch : 13 of 48 row: 10,lokasi,98%,"pindah kerja, kota lain, relokasi"
sudah kembali ke kota asal,batch : 14 of 48 row: 1,lokasi,98%,"kota asal, kembali, lokasi"
rencana pindah date yg dekat rumah tp blom ketemu,batch : 14 of 48 row: 2,alasan_DATE,95%,"pindah date, dekat rumah, belum ketemu"
rencana Pindah date yg dekat rumah tp blom ketemu yg cocok,batch : 14 of 48 row: 3,alasan_DATE,95%,"pindah date, dekat rumah, cocok"
"Ada kesalahan saat ada request masuk, saya tekan 2 kali, jadi langsung probation, Felicia sedang mencari Date yg umurnya lebih sesuai",batch : 14 of 48 row: 4,Admin,97%,"kesalahan, probation, request"
ingin pindah date,batch : 14 of 48 row: 5,alasan_DATE,96%,"ingin pindah, date"
telah meninggal dunia,batch : 14 of 48 row: 6,others,99%,"meninggal, wafat, dunia"
testing,batch : 14 of 48 row: 7,Admin,90%,"testing, tidak jelas"
Tempat tinggal pindah Ke Manila karena pekerjaan.,batch : 14 of 48 row: 8,lokasi,99%,"Manila, pindah, pekerjaan"
Tempat tinggal pindah ke Manila karena pekerjaan.,batch : 14 of 48 row: 9,lokasi,99%,"Manila, pindah, pekerjaan"
"pindah rumah, mau cari date di daerah BSD",batch : 14 of 48 row: 10,lokasi,97%,"pindah rumah, BSD, daerah"
"pindah rumah, mau pindah date ke daerah BSD",batch : 15 of 48 row: 1,lokasi,97%,"pindah rumah, BSD, pindah date"
akun testing skybridge,batch : 15 of 48 row: 2,Admin,99%,"akun testing, skybridge"
Passed away,batch : 15 of 48 row: 3,others,100%,passed away
"perlu waktu untuk menata prioritas, agar ke depan dapat ikut date dengan konsisten",batch : 15 of 48 row: 4,waktu_tidak_sesuai,88%,"menata prioritas, konsisten, date"
"perlu waktu untuk menata prioritas saat ini, agar kedepan bisa tetap ikut date.",batch : 15 of 48 row: 5,waktu_tidak_sesuai,88%,"menata prioritas, saat ini, date"
tidak aktif dalam DATE,batch : 15 of 48 row: 6,tidak_ada_respon,84%,"tidak aktif, DATE"
ingin fokus karir.,batch : 15 of 48 row: 7,perbedaan_musim_kehidupan,90%,fokus karir
Bekerja dan tinggal di Australia.,batch : 15 of 48 row: 8,lokasi,98%,"Australia, tinggal, bekerja"
Sudah tidak aktif dan memutuskan ingin cuti dari date,batch : 15 of 48 row: 9,tidak_ada_respon,82%,"tidak aktif, cuti, date"
date multiplikasi,batch : 15 of 48 row: 10,alasan_DATE,96%,"date, multiplikasi"
temporary,batch : 16 of 48 row: 1,others,95%,temporary
temporary,batch : 16 of 48 row: 2,others,95%,temporary
Akan pindah date,batch : 16 of 48 row: 3,alasan_DATE,92%,"pindah date, DATE"
Pindah keluar negeri,batch : 16 of 48 row: 4,lokasi,98%,"pindah, luar negeri"
ada training dr kntr selama 6bln jadi tidak bisa hadir untuk date,batch : 16 of 48 row: 5,waktu_tidak_sesuai,96%,"training, 6bln"
moved to a different church,batch : 16 of 48 row: 6,tertanam_di_gereja_lain,97%,"different church, tertanam"
Bekerja di Medan dan pulang setahun sekali,batch : 16 of 48 row: 7,waktu_tidak_sesuai,90%,"bekerja, pulang"
pindah ke gereja dekat rumah (GRII Depok) dan sudah tertanam di komsel disana.,batch : 16 of 48 row: 8,tertanam_di_gereja_lain,96%,"gereja lain, komsel"
sudah pindah ke luar kota di Papua,batch : 16 of 48 row: 9,lokasi,98%,"luar kota, Papua"
"Ybs mau pindah date, sudah hampir 4 bulan trial di date lain ternyata katanya gak cocok dan sekarang lagi trial lagi di date lain lagi.",batch : 16 of 48 row: 10,alasan_DATE,99%,"trial, gak cocok"
pindah ke luar negeri,batch : 17 of 48 row: 1,lokasi,99%,"pindah, luar negeri"
Bersama suami pindah ke married couple date,batch : 17 of 48 row: 2,perbedaan_musim_kehidupan,96%,"suami, married couple"
alasan yg sama dengan couple,batch : 17 of 48 row: 3,alasan_DATE,72%,"couple, sama"
"hampir tdk pernah hadir, tdk kooperatif, drama playing victim, mengadu domba DM dengan DL",batch : 17 of 48 row: 4,tidak_ada_respon,93%,"tidak hadir, tidak kooperatif"
Memutusakan bergereja di daerah dekat rumahnya,batch : 17 of 48 row: 5,lokasi,95%,"dekat rumah, bergereja"
Pindah DATE karena DATE tidak aktif,batch : 17 of 48 row: 6,alasan_DATE,98%,"DATE, tidak aktif"
ganti no,batch : 17 of 48 row: 7,tidak_ada_respon,88%,"ganti no, kontak"
pindah ke gereja lain,batch : 17 of 48 row: 8,tertanam_di_gereja_lain,99%,"gereja lain, bergereja"
Anien perlu waktu sementara untuk dapat menata schedulenya agar kedepan bisa ikut DATE lagi.,batch : 17 of 48 row: 9,waktu_tidak_sesuai,97%,"schedulenya, sementara"
Etly memerlukan waktu sementara untuk menata ulang schedulenya agar kedepan bisa ikut DATE lagi,batch : 17 of 48 row: 10,waktu_tidak_sesuai,97%,"schedulenya, menata ulang"
CT naik jadi DL,batch : 18 of 48 row: 1,others,92%,"CT, DL, role"
DL jadi DF,batch : 18 of 48 row: 2,others,92%,"DL, DF, role"
menetap dan bekerja di Ambon,batch : 18 of 48 row: 3,lokasi,96%,"menetap, bekerja, Ambon"
saat ini menetap dan bekerja di Ambon.,batch : 18 of 48 row: 4,lokasi,96%,"menetap, bekerja, Ambon"
pindah date,batch : 18 of 48 row: 5,alasan_DATE,99%,"pindah, date, group"
Pindah ke Melbourne,batch : 18 of 48 row: 6,lokasi,99%,"Pindah, Melbourne, relokasi"
Pindah ke Melbourne,batch : 18 of 48 row: 7,lokasi,99%,"Pindah, Melbourne, relokasi"
pindah kota,batch : 18 of 48 row: 8,lokasi,98%,"pindah, kota, relokasi"
terdaftar di date lain - Tugu Tani 2,batch : 18 of 48 row: 9,alasan_DATE,97%,"date lain, Tugu Tani, terdaftar"
work & study  overseas,batch : 18 of 48 row: 10,lokasi,94%,"work, study, overseas"
"mau cari date couple tapi nanti setelah pindah rumah, selama ini sudah tidak hadir di date",batch : 19 of 48 row: 1,lokasi,92%,"pindah rumah, tidak hadir, date couple"
ditugaskan ke medan,batch : 19 of 48 row: 2,lokasi,96%,"ditugaskan, medan, pindah"
study leave,batch : 19 of 48 row: 3,perbedaan_musim_kehidupan,90%,"study leave, studi, fase hidup"
Mencari DATE Married,batch : 19 of 48 row: 4,perbedaan_musim_kehidupan,88%,"DATE Married, married, date"
pindah ke luar kota,batch : 19 of 48 row: 5,lokasi,99%,"pindah, luar kota, relokasi"
pindah ke luar kota,batch : 19 of 48 row: 6,lokasi,99%,"pindah, luar kota, relokasi"
Mau cari DATE di area lain,batch : 19 of 48 row: 7,lokasi,84%,"area lain, DATE, cari"
kembali menjadi katolik,batch : 19 of 48 row: 8,tertanam_di_gereja_lain,93%,"katolik, kembali, gereja lain"
Permintaan untuk mencoba Date Family,batch : 19 of 48 row: 9,alasan_DATE,86%,"Date Family, mencoba, permintaan"
Permintaan untuk mencoba Date Family,batch : 19 of 48 row: 10,alasan_DATE,86%,"Date Family, mencoba, permintaan"
requested by daters,batch : 20 of 48 row: 1,Admin,92%,"requested, daters"
pindah mengikuti gereja suami,batch : 20 of 48 row: 2,lokasi,96%,"pindah, suami"
pindag date sesuai domisili,batch : 20 of 48 row: 3,lokasi,90%,"pindah, domisili"
emailnya lagi error,batch : 20 of 48 row: 4,Admin,98%,"email, error"
sedang mencari DATE baru yang dekat dengan lokasi tinggal,batch : 20 of 48 row: 5,lokasi,95%,"DATE, dekat, tinggal"
double account,batch : 20 of 48 row: 6,Admin,99%,"double, account"
begitu menikah pindah tempat tinggal jadi kejauhan,batch : 20 of 48 row: 7,lokasi,97%,"menikah, pindah, tempat"
"Selama 8 bulan terakhir, kami berkesempatan untuk mengenal kehidupan Naomi. Dalam perjalanannya, ia menghadapi banyak tantangan hidup—baik dalam hubungan keluarga dan sesama, pekerjaan, keterikatan terhadap entitas di luar Kristus, hingga isu seputar parenting.

Sebagai DL, kami telah berupaya memfasilitasi setiap tantangan tersebut dengan memberikan pandangan yang berlandaskan Alkitab dan pengajaran JPCC. Kami juga mengarahkan Naomi kepada pihak-pihak terkait, seperti tim konseling keluarga, tim doa, dan kelas parenting.

Pada tanggal 29 Juli 2025, setelah vakum dari DATE untuk beberapa waktu, Naomi memutuskan untuk keluar dari komunitas DATE. Secara kebetulan, ia bertemu dengan Ps. Rodko, dan setelah ibadah, ia menyampaikan keinginannya untuk pindah ke DATE lain.

Kami telah mencoba menawarkan opsi untuk merujuknya ke DATE yang sesuai, namun Naomi tetap bersikeras untuk keluar dari DATE.

Naomi merupakan salah satu dari empat pasangan anggota DATE yang keluar dalam waktu berdekatan. Kepergian mereka diduga dipicu oleh adanya perselisihan antara DL dengan salah satu pasangan DM yang bersikap di luar kewajaran.

Terkait hal ini, kami telah berkonsultasi dengan DF, Ps. Ivan, Ps. Alvi dan Ps Rodko. Mereka tetap menganjurkan agar kami terus berupaya memfasilitasi dan membantu mereka sebaik mungkin.",batch : 20 of 48 row: 8,alasan_DATE,94%,"DATE, perselisihan, DL"
accountnya double,batch : 20 of 48 row: 9,Admin,99%,"double, account"
sudah mendapatkan date baru,batch : 20 of 48 row: 10,alasan_DATE,88%,"DATE, baru"
S2 dan pindah ke Singapore,batch : 21 of 48 row: 1,lokasi,98%,"pindah, Singapore, S2"
usia next gen,batch : 21 of 48 row: 2,others,92%,"usia, next gen"
usia next gen,batch : 21 of 48 row: 3,others,92%,"usia, next gen"
terdaftar 2 nama sekaligus,batch : 21 of 48 row: 4,Admin,97%,"terdaftar, 2 nama, double"
dater pindah alamat ke area matraman sehingga pindah Date Matraman 3 agar dekat dengan tempat tinggal,batch : 21 of 48 row: 5,lokasi,99%,"pindah alamat, Matraman, dekat"
sudah tidak beribadah di JPCC,batch : 21 of 48 row: 6,tertanam_di_gereja_lain,96%,"tidak beribadah, JPCC"
sudah tidak beribadah di JPCC,batch : 21 of 48 row: 7,tertanam_di_gereja_lain,96%,"tidak beribadah, JPCC"
"seharusnya masih masuk transition, tapi karena kepencet accept jadi mau minta re-join",batch : 21 of 48 row: 8,Admin,95%,"kepencet, accept, re-join"
Pergantian akun (double),batch : 21 of 48 row: 9,Admin,94%,"pergantian akun, double"
"Sudah 1,5 tahun tidak join Date dan tidak memberi kabar",batch : 21 of 48 row: 10,tidak_ada_respon,98%,"1,5 tahun, tidak join, tidak kabar"
tidak pernah hadir dan tidak ada respon,batch : 22 of 48 row: 1,tidak_ada_respon,98%,"tidak hadir, tidak respon"
mau add istrinya duluan karena istrinya yg daftarin anak,batch : 22 of 48 row: 2,Admin,86%,"istri daftar, add duluan"
ketrima skolah di Luar Negri (Perancis),batch : 22 of 48 row: 3,lokasi,99%,"luar negeri, Perancis"
akan ada peoject ke luar kota cukup lama,batch : 22 of 48 row: 4,lokasi,97%,"luar kota, project lama"
bekerja di luar pulau,batch : 22 of 48 row: 5,lokasi,98%,"luar pulau, bekerja"
Pindah lokasi domisili dan akan mencari Date lain yang dekat dgn lokasi mereka saat ini,batch : 22 of 48 row: 6,lokasi,99%,"pindah domisili, lokasi"
Pindah ke gereja suami.,batch : 22 of 48 row: 7,tertanam_di_gereja_lain,99%,"gereja suami, pindah gereja"
pindah kerja ke Kamboja,batch : 22 of 48 row: 8,lokasi,98%,"Kamboja, pindah kerja"
"Selain memang tidak cocok dengan salah 1 member, kebetulan pindah kantor dan mau fokus dengan pekerjaan dulu",batch : 22 of 48 row: 9,waktu_tidak_sesuai,74%,"pindah kantor, fokus kerja"
"mau pindah ke date couple di bsd 77 , udh coba transfer data tp sepertinya appsnya lg error..dan udh komunikasii juga sama DL di bsd 77",batch : 22 of 48 row: 10,alasan_DATE,95%,"pindah DATE, apps error"
ka Lontar akan pindah ke Dubai untuk urusan pekerjaan,batch : 23 of 48 row: 1,lokasi,98%,"pindah, Dubai, pekerjaan"
