delete_reason,batch,Final label,Confidence,Keywords
"tinggal di luar kota, jadi tidak bisa hadir jpcc lagi",batch : 5 of 48 row: 5,lokasi,98%,"luar kota, tidak bisa hadir, jpcc"
pindah rumah dan pindah gereja,batch : 5 of 48 row: 6,lokasi,98%,"pindah rumah, pindah gereja, gereja"
pindah rumah dan pindah gereja ke luar kt,batch : 5 of 48 row: 7,lokasi,99%,"luar kota, pindah gereja, ke luar kt"
"kuliah diluar kota, kita himbau untuk mencari komunitas lokal",batch : 5 of 48 row: 8,lokasi,97%,"kuliah, diluar kota, komunitas lokal"
"kuliah diluar kota, jadi kami himbau untuk mencari komunitas lokal.",batch : 5 of 48 row: 9,lokasi,97%,"kuliah, diluar kota, komunitas lokal"
"sedang kuliah diluar negeri, kita himbau untuk join komunitas lokal.",batch : 5 of 48 row: 10,lokasi,98%,"kuliah, diluar negeri, komunitas lokal"
"never joined the date since the beginning,",batch : 6 of 48 row: 1,alasan_DATE,96%,"never joined, date, beginning"
"long time inactive , not joining jpcc online service too, ministry in other church",batch : 6 of 48 row: 2,tertanam_di_gereja_lain,98%,"inactive, other church, ministry"
"long time inactive , not joining jpcc online service too, ministry in other church",batch : 6 of 48 row: 3,tertanam_di_gereja_lain,98%,"inactive, other church, ministry"
"long time inactive , not joining jpcc online service too, ministry in other church",batch : 6 of 48 row: 4,tertanam_di_gereja_lain,98%,"inactive, other church, ministry"
Ella is moving to UK for working,batch : 6 of 48 row: 5,lokasi,99%,"moving, UK, working"
Pindah ke luar kota dan tidak ikut date lagi,batch : 6 of 48 row: 6,lokasi,99%,"pindah, luar kota, date"
Info dr dm tidak mau ikut date dulu,batch : 6 of 48 row: 7,others,72%,"tidak mau, ikut date, dulu"
Pindah tempat tinggal dan sudah berkeluarga,batch : 6 of 48 row: 8,perbedaan_musim_kehidupan,97%,"pindah tempat, berkeluarga, season baru"
"setelah berdiskusi, DM siap untuk menjalani season baru di tempat yang baru bersama dengan pasangan, dan kami segenap DATE mendukung agar DM dapat tertanam dan bertumbuh dengan baik dan optimal di tempat baru nya.",batch : 6 of 48 row: 9,lokasi,95%,"season baru, tempat baru, pasangan"
She wants to change to another Date with younger members,batch : 6 of 48 row: 10,alasan_DATE,94%,"another Date, younger members, change"
ada 2 email yang masuk jadi di pake salah satu saja,batch : 7 of 48 row: 1,Admin,97%,"2 email, salah satu, delete"
tidak hadir date lebih dari 3bulan. bahkan lebih dari 6bulan baik Online & Offline,batch : 7 of 48 row: 2,alasan_DATE,95%,"tidak hadir, date, 6bulan"
Silvia sudah tidak bergereja di jpcc lagi,batch : 7 of 48 row: 3,tertanam_di_gereja_lain,98%,"tidak bergereja, jpcc, lagi"
double account. ada yang email hotmail dan gmail. delete 1 account yang hotmail,batch : 7 of 48 row: 4,Admin,98%,"double account, hotmail, gmail"
No active and no communication. It was by mistake to approve teice anyway,batch : 7 of 48 row: 5,tidak_ada_respon,96%,"no active, no communication, mistake"
Non active dan tidak merespon ketika di hubungi,batch : 7 of 48 row: 6,tidak_ada_respon,94%,"non active, tidak merespon, dihubungi"
"Non active more than 3 months, karena pindah kerja dan tmpt kos",batch : 7 of 48 row: 7,lokasi,90%,"pindah kerja, kos, non active"
Udah lama ga dateng pertemuan date,batch : 7 of 48 row: 8,alasan_DATE,93%,"lama ga dateng, pertemuan, date"
Sudah pindah kota dan memutuskan untuk ikut tertanam di gereja suami setelah menikah,batch : 7 of 48 row: 9,lokasi,97%,"pindah kota, menikah, gereja suami"
Vincent tidak pernah datang ke date,batch : 7 of 48 row: 10,tidak_ada_respon,92%,"tidak pernah, datang, date"
Move to other date married couple,batch : 8 of 48 row: 1,perbedaan_musim_kehidupan,86%,"married, move, date"
Sudah tidak pernah join DATE lagi,batch : 8 of 48 row: 2,tidak_ada_respon,78%,"tidak aktif, tidak join, DATE"
Sedang sekolah di luar negeri dan bukan jemaat JPCC,batch : 8 of 48 row: 3,lokasi,92%,"luar negeri, sekolah, JPCC"
Berjemaat dan melayani di gereja lain,batch : 8 of 48 row: 4,tertanam_di_gereja_lain,97%,"berjemaat, melayani, gereja lain"
"Sudah tidak aktif date, akan kembali lagi",batch : 8 of 48 row: 5,alasan_DATE,88%,"tidak aktif, DATE, kembali"
Move to other church krn ga bs dpt seats untuk anaknya di greja sunday,batch : 8 of 48 row: 6,tertanam_di_gereja_lain,84%,"move church, anak, seats"
Move to other church krn ga bs dpt seats untuk anaknya di greja sunday,batch : 8 of 48 row: 7,tertanam_di_gereja_lain,84%,"move church, anak, seats"
sudah tidak pernah mengikuti DATE,batch : 8 of 48 row: 8,tidak_ada_respon,90%,"tidak pernah, mengikuti, DATE"
sudah tidak pernah mengikuti DATE,batch : 8 of 48 row: 9,tidak_ada_respon,90%,"tidak pernah, mengikuti, DATE"
sudah tidak pernah mengikuti DATE,batch : 8 of 48 row: 10,tidak_ada_respon,90%,"tidak pernah, mengikuti, DATE"
sudah tidak pernah mengikuti DATE,batch : 9 of 48 row: 1,alasan_DATE,96%,"tidak pernah, DATE, tidak ikut"
sudah tidak pernah mengikuti DATE,batch : 9 of 48 row: 2,alasan_DATE,96%,"tidak pernah, DATE, tidak ikut"
"Transfer ke Date Sudirman12 dengan cara manual, karena tidak muncul pilihan transfer ke Date Sudirman 12 di app myjpcc.",batch : 9 of 48 row: 3,Admin,98%,"manual, transfer, app"
Member didn’t show up for the past year. Thank you.,batch : 9 of 48 row: 4,tidak_ada_respon,93%,"didn’t show up, past year, absent"
Member wants to find DATE that is near to her boarding house and campus. Thank you.,batch : 9 of 48 row: 5,waktu_tidak_sesuai,88%,"near, boarding house, campus"
Member wants to find DATE that is near to his workplace/home. Thank you.,batch : 9 of 48 row: 6,waktu_tidak_sesuai,90%,"near, workplace, home"
sudah tidak datang ke date lebih Dari 6 bulan Dan info tidak bisa komit dengan ikut DATE setiap online atau offline,batch : 9 of 48 row: 7,waktu_tidak_sesuai,95%,"tidak komit, online, offline"
Tidak lagi merespon saat dikontak sejak desember 2023,batch : 9 of 48 row: 8,tidak_ada_respon,97%,"tidak merespon, dikontak, desember 2023"
Sarah sudah tidak aktif di date karena terakhir kali diinfo mau pindah ke date married couple,batch : 9 of 48 row: 9,perbedaan_musim_kehidupan,94%,"pindah, married couple, date"
Amalia pindah kerja ke luar negeri,batch : 9 of 48 row: 10,lokasi,98%,"pindah kerja, luar negeri, relokasi"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 1,alasan_DATE,98%,"kategori Date, general, married couple"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 2,alasan_DATE,98%,"kategori Date, general, married couple"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 3,alasan_DATE,98%,"kategori Date, general, married couple"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 4,alasan_DATE,98%,"kategori Date, general, married couple"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 5,alasan_DATE,98%,"kategori Date, general, married couple"
Perubahan kategori Date dari general menjadi married couple,batch : 10 of 48 row: 6,alasan_DATE,98%,"kategori Date, general, married couple"
Shelly ingin mencari date yg offline dan waktu yang sesuai dengan jadwalnya.,batch : 10 of 48 row: 7,waktu_tidak_sesuai,95%,"offline, jadwal, sesuai"
"Pindah rumah ke PIK, jadi kejauhan untuk ikut offline di BSD",batch : 10 of 48 row: 8,lokasi,97%,"pindah rumah, PIK, BSD"
pindah ke kota bandung satu keluarga,batch : 10 of 48 row: 9,lokasi,99%,"pindah, Bandung, keluarga"
pindah ke kota Bandung satu keluarga.,batch : 10 of 48 row: 10,lokasi,99%,"pindah, Bandung, keluarga"
Sudah tidak bergereja di JPCC,batch : 11 of 48 row: 1,tertanam_di_gereja_lain,96%,"tidak bergereja, JPCC, gereja lain"
Seasons of life. Has not been attended DATE for awhile,batch : 11 of 48 row: 2,perbedaan_musim_kehidupan,88%,"seasons of life, attended, DATE"
Miranda sedang kuliah di luar kota dan sebagai DL kita encourage Miranda untuk dapat tertanam di gereja lokal disana sehingga bisa bertumbuh & berbuah,batch : 11 of 48 row: 3,lokasi,97%,"kuliah, luar kota, gereja lokal"
Transfer to Date Gading Serpong 11,batch : 11 of 48 row: 4,alasan_DATE,95%,"transfer, Date, Gading Serpong"
Transfer to Date Gading Serpong 11,batch : 11 of 48 row: 5,alasan_DATE,95%,"transfer, Date, Gading Serpong"
"masih mau mencoba date lain, belum perna datang ke date bsd 47",batch : 11 of 48 row: 6,alasan_DATE,90%,"date lain, belum pernah, BSD"
tidak cocok dgn pertemuan online. ingin mencari date offline.,batch : 11 of 48 row: 7,alasan_DATE,93%,"online, offline, tidak cocok"
sudah pindah untuk bekerja ke Amerika,batch : 11 of 48 row: 8,lokasi,98%,"pindah, bekerja, Amerika"
"Karna ada masalah yang sedang terjadi, Peter belum bisa untuk mengikuti Date dan menyatakan ingin keluar dari Date.",batch : 11 of 48 row: 9,alasan_DATE,84%,"masalah, Date, keluar"
move to china for college:”))),batch : 11 of 48 row: 10,lokasi,98%,"move, China, college"
move to UK for college. hard to find matching time,batch : 12 of 48 row: 1,lokasi,97%,"move to UK, college, time"
"Sedang kuliah diluar negeri, dan kita (as DL) encourage Chris untuk bisa tertanam di komunitas lokal & terus bisa bertumbuh didalam Tuhan.",batch : 12 of 48 row: 2,lokasi,95%,"kuliah, luar negeri, lokal"
Mau mencoba mencari date lain,batch : 12 of 48 row: 3,alasan_DATE,92%,"mencari date, date lain, pindah"
Date member pindah gereja dekat rumah,batch : 12 of 48 row: 4,lokasi,96%,"pindah gereja, dekat rumah, date member"
"Edo sudah 6 bulan tidak menghadiri Date, dan tidak membalas chat grup maupun pc",batch : 12 of 48 row: 5,tidak_ada_respon,99%,"tidak hadir, tidak membalas, chat"
"Sudah lama tidak datang date, dan sudah memutuskan tidak tergabung dengan date. Sudah ditawarkan apakah mau pindah date, tapi tetap tidak mau.",batch : 12 of 48 row: 6,alasan_DATE,94%,"tidak hadir, pindah date, tidak mau"
domisili yg berbeda. pulang ke kampung halaman,batch : 12 of 48 row: 7,lokasi,98%,"domisili berbeda, kampung halaman, pulang"
diluar kota menetapnya jd ud ga bs hadir date offline,batch : 12 of 48 row: 8,lokasi,98%,"diluar kota, menetap, offline"
sudah tidak hadir dari januari 2023,batch : 12 of 48 row: 9,tidak_ada_respon,93%,"tidak hadir, sejak januari, absen"
"perubahan data email dan no hp
datemember lupa pasword email lama dan no hp sudah tifak digunakan. solusi create akun baru",batch : 12 of 48 row: 10,Admin,98%,"email, no hp, akun baru"
sudah tidak aktif  lebih dari 6 bulan,batch : 13 of 48 row: 1,tidak_ada_respon,86%,"tidak aktif, 6 bulan"
"double input di data myjpcc, sehingga coba dikeluarkan salah satu akun",batch : 13 of 48 row: 2,Admin,98%,"double input, data"
"double input di data myjpcc, sehingga coba dikeluarkan salah satu akun",batch : 13 of 48 row: 3,Admin,98%,"double input, data"
"tidak sengaja ter approve, status masih probation",batch : 13 of 48 row: 4,Admin,97%,"ter approve, probation"
"tidak sengaja approve, status masih probation",batch : 13 of 48 row: 5,Admin,97%,"approve, probation"
"Nesa sudah tidak aktif selama 6 Bulan di Date karena sibuk dan merasa tidak bertumbuh dalam sebuah Date. Ngerasa belum ada manfaatnya untuk join Date, jadi ingin mengundurkan diri",batch : 13 of 48 row: 6,alasan_DATE,92%,"tidak bertumbuh, Date"
Inactive and never attended date,batch : 13 of 48 row: 7,tidak_ada_respon,90%,"inactive, never attended"
Intan has moved to place outside Jakarta,batch : 13 of 48 row: 8,lokasi,96%,"moved, outside Jakarta"
sudah tidak date bln feb23. tidak ada kabar..,batch : 13 of 48 row: 9,tidak_ada_respon,88%,"tidak date, tidak ada kabar"
"sudah tidak aktif di DATE kita, dan tidak bergereja di JPCC",batch : 13 of 48 row: 10,tertanam_di_gereja_lain,95%,"tidak bergereja, JPCC"
yang bersangkutan tidak memberikan kabar apapun mengenai keputusannya left DATE,batch : 14 of 48 row: 1,tidak_ada_respon,92%,"tidak memberi kabar, left DATE"
"sudah 2 tahun tidak datang ke date setelah istri melahirkan 2 anak, dan belum ada waktu untuk berkomitmen datang ke  date",batch : 14 of 48 row: 2,perbedaan_musim_kehidupan,95%,"istri melahirkan, 2 anak, komitmen"
"sudah 2 tahun tidak datang ke date setelah melahirkan 2 anak, dan belum ada waktu untuk berkomitmen datang ke  date",batch : 14 of 48 row: 3,perbedaan_musim_kehidupan,94%,"melahirkan, 2 anak, komitmen"
"Ybs 2 tahun kebelakangan ini tidak pernah hadir di DATE dan saat di follow up, Ybs info bahwa sekarang dia ada kegiatan lain yang bentrok dgn waktu DATE Sunter 15 sehingga dia lebih memilih mundur dari DATE Sunter 15.",batch : 14 of 48 row: 4,waktu_tidak_sesuai,93%,"bentrok waktu, kegiatan lain, mundur"
Need time to take a break. Meanwhile diambil keputusan utk diremove dari group date dl karena belum bisa commit dateng ke date lagi.,batch : 14 of 48 row: 5,waktu_tidak_sesuai,90%,"take a break, belum bisa commit, remove"
Pindah rumah krn sudah berkeluarga dan mau pindah tmpt ibadah krn jauh ke JPCC,batch : 14 of 48 row: 6,lokasi,96%,"pindah rumah, berkeluarga, jauh"
Tidak aktif mengikuti Date sudah lebih dari 6 bulan. Sudah di infokan dan menyatakan ingin leave dari Date Tebet 17,batch : 14 of 48 row: 7,tidak_ada_respon,88%,"tidak aktif, 6 bulan, leave"
mengundurkan diri dan sudah tidak aktif/ tidak hadir dalam 6 bulan,batch : 14 of 48 row: 8,tidak_ada_respon,86%,"tidak aktif, tidak hadir, 6 bulan"
date mamber ingin melanjutjan date di date karawaci 3 karena merasa dari sisi usia tidak cocok di date karawaci 9,batch : 14 of 48 row: 9,alasan_DATE,97%,"usia tidak cocok, DATE karawaci, pindah"
"has been inactive for many months due to her schedule, and decided to search another DATE",batch : 14 of 48 row: 10,waktu_tidak_sesuai,91%,"schedule, inactive, another DATE"
"Berencana cari Date yg lebih dkt rumah, stlah skrng mulai wfo kantornya.",batch : 15 of 48 row: 1,waktu_tidak_sesuai,92%,"wfo, lebih dkt rumah, Date"
Pindah ke PIK dan akan cari date sendiri,batch : 15 of 48 row: 2,lokasi,98%,"Pindah, PIK, date"
"uda kerja di luar kota, jd ga aktif Date lagi",batch : 15 of 48 row: 3,lokasi,97%,"luar kota, tidak aktif, Date"
Sudah tidak beribadah di jpcc,batch : 15 of 48 row: 4,tertanam_di_gereja_lain,96%,"tidak beribadah, jpcc, gereja"
Sudah tdk aktif lagi di jpcc..,batch : 15 of 48 row: 5,tertanam_di_gereja_lain,95%,"tidak aktif, jpcc, gereja"
Proses perubahan kategori DATE dari general menjadi married couple,batch : 15 of 48 row: 6,alasan_DATE,99%,"kategori DATE, general, married couple"
Sudah meninggal dunia sejak 17 January 2023,batch : 15 of 48 row: 7,others,99%,"meninggal, wafat, dunia"
Sudah lama tidak aktif dan tidak bisa dihubungi tlp nya dan juga tidak ada kabar.,batch : 15 of 48 row: 8,tidak_ada_respon,98%,"tidak bisa dihubungi, tidak ada kabar, lama"
"Saat Pandemi ikut Date secara online , setelah Pandemi berakhir kembali ke gereja asal , ikut suami yang memang dari awal bukan jemaat JPCC .... sampai sekarang masih berhubungan tetapi di luar Date ...",batch : 15 of 48 row: 9,tertanam_di_gereja_lain,97%,"gereja asal, suami, JPCC"
"ivana is following her husband to join his church (abbalove)
she will still our member in daily life... but need to remove her in the system to give space for newer member",batch : 15 of 48 row: 10,tertanam_di_gereja_lain,96%,"join church, remove system, member"
"Bukan date member, otomatis ter-add karena date member sy mengganti status menikah dimana belum menikah. Status skrg sudah di-update dan sesuai.",batch : 16 of 48 row: 1,Admin,96%,"bukan member, status, update"
"DM sudah lama tidak bisa date karena ada pekerjaan di waktu dan jam date menteng atas 1. DM ingin mencari date yang waktunya cocok dengan waktunya, yaitu di sabtu di atas jam 2 atau hari selasa",batch : 16 of 48 row: 2,waktu_tidak_sesuai,98%,"pekerjaan, jam date, sabtu"
Absen lebih dari 3 bln karena alasan kesibukan pekerjaan,batch : 16 of 48 row: 3,waktu_tidak_sesuai,97%,"kesibukan, pekerjaan, absen"
"Absen lebih dari 3 bulan, dng alasan kesibukan kerjaan.",batch : 16 of 48 row: 4,waktu_tidak_sesuai,97%,"kesibukan, kerjaan, absen"
Yana & suami memutuskan untuk aktif di gereja lain dan mendampingi anak-anak mereka,batch : 16 of 48 row: 5,tertanam_di_gereja_lain,99%,"gereja lain, aktif, anak-anak"
Alex & istri memutuskan untuk aktif di gereja lain dan mendampingi anak-anak mereka,batch : 16 of 48 row: 6,tertanam_di_gereja_lain,99%,"gereja lain, aktif, anak-anak"
Moved to a new house in Bumi Serpong Damai,batch : 16 of 48 row: 7,lokasi,99%,"moved, house, BSD"
Moved to a new area in Bumi Serpong Damai,batch : 16 of 48 row: 8,lokasi,99%,"moved, area, BSD"
Mau pindah date krn jumat sibuk,batch : 16 of 48 row: 9,waktu_tidak_sesuai,95%,"jumat, sibuk, pindah date"
date member tidak aktif datang ke date,batch : 16 of 48 row: 10,tidak_ada_respon,93%,"tidak aktif, datang, date"
Tidak ada kabar selama 2 bulan,batch : 17 of 48 row: 1,tidak_ada_respon,96%,"tidak ada kabar, 2 bulan"
Sudah tidak aktif lagi di date. Semenjak date mulai offline sudah tidak lanjut date lagi karena domisili jauh dari lokasi date,batch : 17 of 48 row: 2,waktu_tidak_sesuai,88%,"offline, domisili jauh"
Sudah tidak aktif lama dan tidak pernah merespon walaupun di follow up berkali-kali,batch : 17 of 48 row: 3,tidak_ada_respon,97%,"tidak merespon, follow up"
Pindah negara dan sudah pindah gereja,batch : 17 of 48 row: 4,lokasi,99%,"pindah negara, pindah gereja"
Pindah domisili dan sudah pindah gereja,batch : 17 of 48 row: 5,lokasi,98%,"pindah domisili, pindah gereja"
"Akan cari komsel digererja lain. Pisah sama pacarnya gagal menikah, dan pacarnya yang stay di date",batch : 17 of 48 row: 6,tertanam_di_gereja_lain,91%,"gereja lain, komsel"
Tidak pernah hadir di DATE dan yang bersangkutan sedang mencari DATE yang dirasakan cocok waktu dan usianya,batch : 17 of 48 row: 7,alasan_DATE,95%,"tidak hadir, cocok waktu"
"Already moved to Surabaya, still in DATE Group joined for Online DATE",batch : 17 of 48 row: 8,lokasi,99%,"moved, Surabaya"
sudah tidak datang lama dan sibuk karena kerja di jakarta sekarang,batch : 17 of 48 row: 9,waktu_tidak_sesuai,94%,"sibuk kerja, jakarta"
new season in life. got pregnant and chose to move to a married couple,batch : 17 of 48 row: 10,perbedaan_musim_kehidupan,97%,"pregnant, married couple"
Not active in DATE for more than a year.,batch : 18 of 48 row: 1,alasan_DATE,95%,"not active, DATE"
Move to Bali for good and no longer churching in JPCC.,batch : 18 of 48 row: 2,lokasi,98%,"move, Bali, JPCC"
Move to Bali for good and no longer churching in JPCC.,batch : 18 of 48 row: 3,lokasi,98%,"move, Bali, JPCC"
Move to another city outside Jakarta,batch : 18 of 48 row: 4,lokasi,97%,"another city, Jakarta"
The person is now living in Bali and already found the local church there.,batch : 18 of 48 row: 5,tertanam_di_gereja_lain,94%,"Bali, local church, JPCC"
mencari date yang dilakukan pada hari sabtu pagi di area green lake city.,batch : 18 of 48 row: 6,waktu_tidak_sesuai,88%,"Sabtu pagi, Green Lake City"
Handy telah pindah ke DATE Alam Sutera 3,batch : 18 of 48 row: 7,alasan_DATE,96%,"pindah DATE, Alam Sutera"
Sudah lama tidak join Date krn pindah kantor,batch : 18 of 48 row: 8,lokasi,93%,"pindah kantor, date"
date member ini sudah tidak begitu mengikuti kegiatan date dan sudah tidak pernah ada komunikasi baik dgn date member atau date leader. Dan juga mereka sedang mempersiapkan perpindahan negara dalam waktu dekat.,batch : 18 of 48 row: 9,tidak_ada_respon,92%,"tidak komunikasi, tidak join, pindah negara"
DM yg bersangkutan harus pindah tempat sesuai dengan tempat kerja. dan memutuskan akan mencari DATE baru.,batch : 18 of 48 row: 10,lokasi,90%,"pindah tempat, tempat kerja, DATE baru"
DM tidak pernah hadir di dalam DATE lebih dari setahun dan tidak ada respon ketika di approach,batch : 19 of 48 row: 1,tidak_ada_respon,96%,"tidak hadir, tidak respon, approach"
DM sudah tidak pernah hadir date lebih dari setahun dan tidak ada respon ketika di approach,batch : 19 of 48 row: 2,tidak_ada_respon,96%,"tidak hadir, tidak respon, approach"
He moved to another date.,batch : 19 of 48 row: 3,alasan_DATE,92%,"moved, another date, date"
DM sudah pindah ke Australia untuk kerja dan berusaha,batch : 19 of 48 row: 4,lokasi,98%,"Australia, kerja, pindah"
Memutuskan untuk keluar dr Date (Keinginan sendiri),batch : 19 of 48 row: 5,alasan_DATE,95%,"keluar, Date, keinginan sendiri"
Memutuskan untuk keluar dr Date (Keinginan sendiri),batch : 19 of 48 row: 6,alasan_DATE,95%,"keluar, Date, keinginan sendiri"
Bukan anggota DATE. Namun terdaftar karena didaftarkan oleh jonathan,batch : 19 of 48 row: 7,Admin,97%,"bukan anggota, terdaftar, didaftarkan"
