delete_reason,batch,Final label,Confidence,Keywords
dater pindah ke USA utk jangka lama,batch : 3 of 48 row: 3,lokasi,98%,"pindah USA, jangka lama, relokasi"
dater pindah ke USA utk jangka lama,batch : 3 of 48 row: 4,lokasi,98%,"pindah USA, jangka lama, relokasi"
"pindah domisili ke Maja Raya, sehingga pindah gereja",batch : 3 of 48 row: 5,lokasi,98%,"pindah domisili, Maja Raya, pindah gereja"
mencari date dengan waktu yg berbeda,batch : 3 of 48 row: 6,alasan_DATE,85%,"date, waktu berbeda, mencari date"
Dikarenakan date ini sudah tidak aktif dan anggota date diberi waktu untuk mencari date baru,batch : 3 of 48 row: 7,alasan_DATE,90%,"date tidak aktif, mencari date baru, anggota date"
Di karenakan date ini sudah tidak aktif dan anggota member mau mencari date baru,batch : 3 of 48 row: 8,alasan_DATE,90%,"date tidak aktif, mencari date baru, member"
Pasangan Amos & Lia pindah gereja,batch : 3 of 48 row: 9,tertanam_di_gereja_lain,92%,"pindah gereja, pasangan, gereja lain"
Pasangan Amos & Lia pindah gereja,batch : 3 of 48 row: 10,tertanam_di_gereja_lain,92%,"pindah gereja, pasangan, gereja lain"
banyak kesibukan pekerjaan di hari jumat,batch : 4 of 48 row: 1,waktu_tidak_sesuai,85%,"kesibukan pekerjaan, hari jumat, jadwal"
banyak kesibukan pekerjaan di hari jumat,batch : 4 of 48 row: 2,waktu_tidak_sesuai,85%,"kesibukan pekerjaan, hari jumat, jadwal"
"Never come, no news and never respond..",batch : 4 of 48 row: 3,tidak_ada_respon,95%,"never come, no response, MIA"
Move to new address at Palmerah,batch : 4 of 48 row: 4,lokasi,90%,"move, new address, Palmerah"
Remove to new Address at KebonJeruk,batch : 4 of 48 row: 5,lokasi,90%,"remove, new address, KebonJeruk"
Remove to the new house at Serpong,batch : 4 of 48 row: 6,lokasi,90%,"remove, new house, Serpong"
Not come and no respond for vew years,batch : 4 of 48 row: 7,tidak_ada_respon,90%,"not come, no respond, years"
Not come again fot 2 years later,batch : 4 of 48 row: 8,tidak_ada_respon,90%,"not come, 2 years, MIA"
No respond if we contact her vew month later,batch : 4 of 48 row: 9,tidak_ada_respon,85%,"no respond, contact, months"
Never come to DATE again at least 3 years,batch : 4 of 48 row: 10,tidak_ada_respon,85%,"never come, DATE, 3 years"
Never come again at least for 1 year,batch : 5 of 48 row: 1,others,45%,"tidak datang, jangka panjang, ambigu"
Never come again for 6 months,batch : 5 of 48 row: 2,others,45%,"tidak datang, jangka panjang, ambigu"
"Mau membenahi jadwal di keluarganya yg sedang sibuk, tdk bs komit datang di date hari sabtu & tdk mau utk transfer ke date di hari lainn.",batch : 5 of 48 row: 3,waktu_tidak_sesuai,85%,"jadwal keluarga, tidak bisa komit, hari sabtu"
"Mau membenahi jadwal di keluarganya yg sedang sibuk, tdk bs komit datang di date hari sabtu & tdk mau utk transfer ke date di hari lainn.",batch : 5 of 48 row: 4,waktu_tidak_sesuai,85%,"jadwal keluarga, tidak bisa komit, hari sabtu"
"Victor ada perubahan email, email yg lama ada problem",batch : 5 of 48 row: 5,Admin,90%,"perubahan email, problem teknis, data"
sudah 1 tahun tidak hadir date. pindah ke darmawangsa 6,batch : 5 of 48 row: 6,alasan_DATE,75%,"pindah DATE, darmawangsa, tidak hadir"
sudah tidak pernah datang 1 tahun terakhir,batch : 5 of 48 row: 7,tidak_ada_respon,70%,"tidak pernah datang, 1 tahun, missing"
Move to Date Kemayoran 5 (DL Reagan),batch : 5 of 48 row: 8,alasan_DATE,85%,"pindah DATE, kemayoran, transfer"
No longer go to JPCC and Date. After married she went to GKI with her husband,batch : 5 of 48 row: 9,tertanam_di_gereja_lain,90%,"menikah, GKI, gereja lain"
sudah 3 tahun tidak datang date,batch : 5 of 48 row: 10,tidak_ada_respon,75%,"tidak datang, 3 tahun, missing"
sudah 3 tahun tidak datang date lagi,batch : 6 of 48 row: 1,alasan_DATE,75%,"3 tahun, tidak datang, date"
not longer active because of busy working.,batch : 6 of 48 row: 2,waktu_tidak_sesuai,85%,"busy, working, schedule"
mau coba pindah ke date yang baru,batch : 6 of 48 row: 3,alasan_DATE,90%,"pindah, date baru, switch"
Pindah domisili dari Jakarta ke Jambi,batch : 6 of 48 row: 4,lokasi,95%,"pindah domisili, Jakarta, Jambi"
pindah keluar kota. sudah ngak pernah datang di date sudah lama.,batch : 6 of 48 row: 5,lokasi,90%,"pindah keluar kota, relokasi, tidak datang"
pindah rumah ke area meruya sehingga mencari date yang dekat. sudah ngak pernah datang di date sudah lama.,batch : 6 of 48 row: 6,alasan_DATE,80%,"pindah rumah, cari date dekat, area meruya"
pindah rumah ke area meruya sehingga mencari date yang dekat. sudah ngak pernah datang di date sudah lama.,batch : 6 of 48 row: 7,alasan_DATE,80%,"pindah rumah, cari date dekat, area meruya"
The person has moved to bali..,batch : 6 of 48 row: 8,lokasi,95%,"moved, bali, relokasi"
"Dari awal, yg tertarik ikut date hanya istrinya (liza).. utk suaminya tidak pernah datang.",batch : 6 of 48 row: 9,tertanam_di_gereja_lain,70%,"istri aktif, suami tidak datang, tidak tertarik"
Silvia sudah aktif di gereja lokal nya,batch : 6 of 48 row: 10,tertanam_di_gereja_lain,85%,"aktif, gereja lokal, switch"
Mola sudah pindah kota dan aktif di gereja lokal nya,batch : 7 of 48 row: 1,lokasi,95%,"pindah kota, aktif gereja lokal"
Pindah ke bandung for goods dan date kami sekarang onsite,batch : 7 of 48 row: 2,lokasi,90%,"pindah bandung, onsite"
Bukan member dari dk20 jadinya harus diremove,batch : 7 of 48 row: 3,Admin,85%,"bukan member, remove"
Sudah 3 bulan tidak join DATE.,batch : 7 of 48 row: 4,tidak_ada_respon,80%,"3 bulan, tidak join"
Sudah 3 bulan tidak join DATE.,batch : 7 of 48 row: 5,tidak_ada_respon,80%,"3 bulan, tidak join"
Date leader akan pindah ke Semarang,batch : 7 of 48 row: 6,alasan_DATE,85%,"date leader, pindah"
Date leader akan pindah ke Semarang,batch : 7 of 48 row: 7,alasan_DATE,85%,"date leader, pindah"
Date leader akan pindah ke Semarang,batch : 7 of 48 row: 8,alasan_DATE,85%,"date leader, pindah"
Date leader akan pindah ke Semarang,batch : 7 of 48 row: 9,alasan_DATE,85%,"date leader, pindah"
Date leader akan pindah ke Semarang,batch : 7 of 48 row: 10,alasan_DATE,85%,"date leader, pindah"
Karena pindah rumah ke Jogjakarta,batch : 8 of 48 row: 1,lokasi,95%,"pindah rumah, Jogjakarta, relokasi"
Karena ybs sudah meninggal dunia,batch : 8 of 48 row: 2,others,90%,"meninggal dunia, wafat"
Pindah ke luar kota (bali) karena pekerjaan,batch : 8 of 48 row: 3,lokasi,95%,"pindah luar kota, Bali, pekerjaan"
Pindah ke luar kota (Bali) karena pekerjaan,batch : 8 of 48 row: 4,lokasi,95%,"pindah luar kota, Bali, pekerjaan"
Absent from DATE for long time,batch : 8 of 48 row: 5,alasan_DATE,75%,"absent, DATE, long time"
Absent from DATE for long time,batch : 8 of 48 row: 6,alasan_DATE,75%,"absent, DATE, long time"
Decided to quit as she felt like she didn't fit in well with the other members.,batch : 8 of 48 row: 7,alasan_DATE,85%,"tidak cocok, members, quit"
Keluar karena season kehidupannha sudah tidak cocok dengan date ini,batch : 8 of 48 row: 8,perbedaan_musim_kehidupan,85%,"season kehidupan, tidak cocok, DATE"
YBS sudah lama sekali tidak join Date dan lokasi tinggal cukup jauh dari tempat Date,batch : 8 of 48 row: 9,lokasi,80%,"lokasi jauh, tidak join, DATE"
YBS sudah cukup lama tidak join Date memang jadwal pekerjaan yang kurang cocok dengan waktu Date,batch : 8 of 48 row: 10,waktu_tidak_sesuai,90%,"jadwal pekerjaan, waktu DATE, tidak cocok"
mau mencari DATE MARRIAGE COUPLE,batch : 9 of 48 row: 1,others,85%,"mencari DATE, MARRIAGE COUPLE, unclear intent"
mau mencari DATE MARRIAGE COUPLE,batch : 9 of 48 row: 2,others,85%,"mencari DATE, MARRIAGE COUPLE, unclear intent"
"sudah pindah tempat tinggal, skrg Felice ingin mencari date lain sendiri.

sudah aku tawarkan 2 opsi:
1. aku remove dari myjpcc, lalu nanti Felice bisa cari2 sendiri via search di myjpcc
2. aku refer ke date teman yg aku kenal, tapi tetap jauh dari tempat tinggal Felice
3. aku search via myjpcc, lalu nanti aku refer Felice ke DL itu

Felice memilih opsi 1, supaya lebih mudah untuk dia mencari sesuai kriteria dia",batch : 9 of 48 row: 3,lokasi,95%,"pindah tempat tinggal, cari date lain, relokasi"
DL pindah rumah dan DM pindah ke Date sebelumnya.,batch : 9 of 48 row: 4,alasan_DATE,90%,"DL pindah, DM pindah DATE, leadership change"
DL pindah rumah sehingga DM pindah ke Date sebelumnya.,batch : 9 of 48 row: 5,alasan_DATE,90%,"DL pindah, DM pindah DATE, leadership change"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 6,lokasi,95%,"pindah lokasi rumah, cari date lain, relokasi"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 7,lokasi,95%,"pindah lokasi rumah, cari date lain, relokasi"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 8,lokasi,95%,"pindah lokasi rumah, cari date lain, relokasi"
Ingin mencari date lain karena pindah lokasi rumah,batch : 9 of 48 row: 9,lokasi,95%,"pindah lokasi rumah, cari date lain, relokasi"
Ingin mencari date lain yg general,batch : 9 of 48 row: 10,others,80%,"cari date general, vague reason, unclear motivation"
Cannot be contacted anymore and she told me she was going to explore other datws,batch : 10 of 48 row: 1,tertanam_di_gereja_lain,75%,"explore other dates, cannot be contacted, moving on"
sibuk kuliah dan tidak ada waktu untuk ikut date. pd saat weekend juga sudah terlalu capek jadi tdk bs beraktivitas,batch : 10 of 48 row: 2,waktu_tidak_sesuai,95%,"sibuk kuliah, tidak ada waktu, capek weekend"
ybs sudah pindah tempat tinggal dan tidak ada update berita lagi,batch : 10 of 48 row: 3,lokasi,90%,"pindah tempat tinggal, relocation, no update"
Decided to stay in her local church in Bogor.,batch : 10 of 48 row: 4,tertanam_di_gereja_lain,85%,"local church Bogor, stay, gereja lain"
Move to husband's church after married.,batch : 10 of 48 row: 5,perbedaan_musim_kehidupan,90%,"married, husband's church, life phase"
sudah move ke date senopati 1 bersama istri,batch : 10 of 48 row: 6,alasan_DATE,80%,"move ke date senopati, pindah DATE, dengan istri"
"Tidak ikut date dulu,
karena ditugaskan ke luar kota",batch : 10 of 48 row: 7,lokasi,85%,"luar kota, ditugaskan, relocation"
sudah tidak ikut date lagi. sudah keluar,batch : 10 of 48 row: 8,tidak_ada_respon,70%,"sudah keluar, tidak ikut, minimal info"
"Ibu Sarah pindah date di karenakan kendala dengan lokasi yg jauh, sebelumnya ikut date di karenakan via zoom sebab masuk dalam DATE pada saat covid, dimana Date selalu via zoom, namun saat ini tidak bisa ikut Date onsite karena terlalu jauh lokasinya, dan usia sudah tua.",batch : 10 of 48 row: 9,lokasi,85%,"kendala lokasi jauh, pindah date, usia tua"
Sudah tidak datang lagi ke DATE.,batch : 10 of 48 row: 10,tidak_ada_respon,65%,"tidak datang lagi, keluar, minimal detail"
based in Singapore and already have local community,batch : 11 of 48 row: 1,lokasi,85%,"Singapore, based, relocation"
based in Singapore and already have local community,batch : 11 of 48 row: 2,lokasi,85%,"Singapore, based, relocation"
"Tidak join date setiabudi , terdaftar secara otomatis karena menikah dengan salah satu anggota date member",batch : 11 of 48 row: 3,Admin,90%,"otomatis, menikah, administrative"
Mmemasuki new season baru yang mereka akan mau mengikuti married couple date,batch : 11 of 48 row: 4,alasan_DATE,88%,"married couple date, new season, DATE change"
Masuk ke new season baru dmn mereka akan mencari married couple date,batch : 11 of 48 row: 5,alasan_DATE,88%,"married couple date, new season, DATE change"
"sudah menikah, jadi perlu pindah ke married couple",batch : 11 of 48 row: 6,alasan_DATE,85%,"menikah, married couple, DATE transition"
sudah lebih dari 1 tahun tidak pernah datang date lagi,batch : 11 of 48 row: 7,tidak_ada_respon,82%,"1 tahun, tidak datang, MIA"
Sudah 4 bukan tidak join date dan memutuskan untuk keluar dari date,batch : 11 of 48 row: 8,tidak_ada_respon,80%,"4 bulan, tidak join, keluar"
Member sudah tidak bisa hadir selama 5 bulan Date karena kesibukan,batch : 11 of 48 row: 9,waktu_tidak_sesuai,85%,"kesibukan, 5 bulan, schedule conflict"
pindah rumah lokasi jauh tirak bisa hadir,batch : 11 of 48 row: 10,lokasi,90%,"pindah rumah, lokasi jauh, relocation"
tdk pernah datang DATE >3bulan,batch : 12 of 48 row: 1,tidak_ada_respon,85%,"tidak pernah datang, 3 bulan, absen"
DM dan istrinya Ruth meminta utk dikeluarkan untuk mempermudah cari tempat Date baru di sekitar Depok,batch : 12 of 48 row: 2,alasan_DATE,90%,"keluar DATE, cari tempat baru, Depok"
Akan multiplikasi dan akan pindah date,batch : 12 of 48 row: 3,alasan_DATE,88%,"multiplikasi, pindah date"
"Tidak pernah hadir dan ikut date 1,5 tahun ini, sudah dilakukan konfirmasi ke DM kalau status di DATE akan di delete.",batch : 12 of 48 row: 4,tidak_ada_respon,92%,"tidak pernah hadir, 1,5 tahun, delete status"
based in Singapore and will find new community locally,batch : 12 of 48 row: 5,lokasi,95%,"Singapore, pindah, relokasi"
based in Singapore and will find new community locally,batch : 12 of 48 row: 6,lokasi,95%,"Singapore, pindah, relokasi"
Sudah tidak aktif selama lebih dari setahun. Sudah dihubungi namun tidak ada respon,batch : 12 of 48 row: 7,tidak_ada_respon,93%,"tidak aktif, setahun, tidak ada respon"
date member mendaftar dengan cara yang salah,batch : 12 of 48 row: 8,Admin,88%,"registrasi salah, error administratif"
Ingin berkomitmen lagi di Gereja Minahasa,batch : 12 of 48 row: 9,tertanam_di_gereja_lain,92%,"Gereja Minahasa, komitmen, gereja lain"
sudah tidak join date lagi dalam waktu yang lama,batch : 12 of 48 row: 10,tidak_ada_respon,85%,"tidak join, lama, absen"
adik dari orang ini yang sudah jadi member date salah mengisi data. adiknya menulis statusnya spouse. jadi ikut masuk dalam member. adiknya meminta direlease saja,batch : 13 of 48 row: 1,Admin,95%,"data error, administrative, release request"
"Pindah ke kampung halaman, kalimantan",batch : 13 of 48 row: 2,lokasi,98%,"pindah, kampung halaman, kalimantan"
Inactive for months and did not response to any message,batch : 13 of 48 row: 3,tidak_ada_respon,98%,"inactive, no response, months"
Waktu date konflik dengan jadwal kerja,batch : 13 of 48 row: 4,waktu_tidak_sesuai,97%,"konflik jadwal, kerja, waktu"
"bentrok dengan waktu nya Dgs 38, dan Philip ingin mencari Date selain hari sabtu.",batch : 13 of 48 row: 5,alasan_DATE,92%,"bentrok jadwal DATE, cari DATE lain, hari sabtu"
Sudah pindah DATE KG28 tapi tidak bisa di transfer member,batch : 13 of 48 row: 6,alasan_DATE,88%,"pindah DATE, transfer, KG28"
"mau mencari date married couple, dan sudah pindah gading serpong",batch : 13 of 48 row: 7,lokasi,90%,"pindah, gading serpong, relokasi"
move to another Date since the Date is closed,batch : 13 of 48 row: 8,alasan_DATE,92%,"DATE closed, move to another, DATE change"
"Because the member is not actively involved in the DATE for the past 2 months due to her job and after discussing directly with her, she agreed to be removed from MyJPCC system.",batch : 13 of 48 row: 9,waktu_tidak_sesuai,95%,"job conflict, inactive, schedule"
DATE Multiplication purpose.,batch : 13 of 48 row: 10,others,45%,"multiplication, unclear, ambiguous"
DATE Multiplication purpose.,batch : 14 of 48 row: 1,others,85%,"DATE Multiplication, purpose, unclear"
DATE Multiplication purpose.,batch : 14 of 48 row: 2,others,85%,"DATE Multiplication, purpose, unclear"
DATE Multiplication purpose.,batch : 14 of 48 row: 3,others,85%,"DATE Multiplication, purpose, unclear"
DATE Multiplication purpose.,batch : 14 of 48 row: 4,others,85%,"DATE Multiplication, purpose, unclear"
DATE Multiplication purpose.,batch : 14 of 48 row: 5,others,85%,"DATE Multiplication, purpose, unclear"
DATE Multiplication purpose.,batch : 14 of 48 row: 6,others,85%,"DATE Multiplication, purpose, unclear"
"Kuliah di Seattle dan tidak pernah datang DATE setahun terakhir, karena perbedaan waktu. But She's found new community there.",batch : 14 of 48 row: 7,lokasi,90%,"Seattle, relokasi, perbedaan waktu"
Pindah DATE karena waktu DATE tidak cocok!,batch : 14 of 48 row: 8,alasan_DATE,92%,"pindah DATE, waktu tidak cocok, DATE conflict"
member tidak memberi respon saat dihubungi,batch : 14 of 48 row: 9,tidak_ada_respon,95%,"tidak memberi respon, tidak dihubungi, MIA"
"Tidak komit di DATE , sudah lama tidak kpin DATE",batch : 14 of 48 row: 10,alasan_DATE,88%,"tidak komit DATE, lama tidak hadir, DATE inactive"
Ybs meminta untuk off date dan tidak ingin pindah ke date lain juga,batch : 15 of 48 row: 1,alasan_DATE,85%,"off date, tidak pindah date"
Belum bisa komitmen date karena bentrok waktunya dengan pekerjaan,batch : 15 of 48 row: 2,waktu_tidak_sesuai,90%,"bentrok waktu, pekerjaan"
"Felly sudah tidak mengikuti ibadah di jpcc lagi, dan sudah menyetujui untuk di remove dari aplikasi myjpcc",batch : 15 of 48 row: 3,tidak_ada_respon,75%,"tidak mengikuti, remove aplikasi"
"Nika hanya pernah visit di DATE Kemanggisan 3. Nika diubah status married with Stanley  (padahal belum, mereka masih pacaran) sehingga by system automatically mengikuti Stanley menjadi CT.",batch : 15 of 48 row: 4,Admin,88%,"status diubah, system automatically, human error"
Date member has relocated to a different city,batch : 15 of 48 row: 5,lokasi,92%,"relocated, different city"
"Anadio Vikko S memberitahukan saya selaku DL, via WA bahwa dia dan istri (Dienti Laksmita) saat ini belum bisa hadir di DATE karena sifat pekerjaan dan juga sedang urus kepindahan lokasi tempat tinggal. Mereka sudah tidak hadir di DATE sejak bulan Oktober 2022. Saya sudah menghubungi sejak bulan November 2022, dan baru direspon dan beri jawaban pada tanggal 28 April 2023",batch : 15 of 48 row: 6,lokasi,85%,"kepindahan lokasi, pekerjaan, relokasi"
pindah kerja keluar negeri ke USA beserta keluarga,batch : 15 of 48 row: 7,lokasi,95%,"pindah kerja, luar negeri, USA"
"pindah kerja keluar negeri, ke Amerika beserta keluarga",batch : 15 of 48 row: 8,lokasi,95%,"pindah kerja, luar negeri, Amerika"
sudah tidak aktif lebih dari 3 bulan ?,batch : 15 of 48 row: 9,tidak_ada_respon,70%,"tidak aktif, 3 bulan"
"Sudah 1 thn tdk pernh datang date, dan selalu berhalangan waktu di hari sabtu.",batch : 15 of 48 row: 10,waktu_tidak_sesuai,88%,"berhalangan waktu, hari sabtu, 1 tahun"
"need to change day of date , cannot date on Friday",batch : 16 of 48 row: 1,waktu_tidak_sesuai,85%,"change day, Friday conflict, schedule"
in active for more than 6 month,batch : 16 of 48 row: 2,tidak_ada_respon,90%,"inactive, 6 months, no response"
"Member sudah pindah area kerja , tidak di bogor lagi",batch : 16 of 48 row: 3,lokasi,95%,"pindah area kerja, tidak di bogor, relocation"
"Christine sudah tidak aktif beribadah dan tidak hadir DATE sejak 1 tahun lalu, sehingga memutuskan untuk  mundur dari DATE.",batch : 16 of 48 row: 4,alasan_DATE,88%,"tidak aktif DATE, mundur DATE, 1 tahun"
"Youde never join date. 
Actually he suddenly appear in my member group while i never invited him. 
How did this happened ?",batch : 16 of 48 row: 5,Admin,85%,"never invited, sudden appear, error"
Moved to PIK with husband and is joining other cell group,batch : 16 of 48 row: 6,lokasi,92%,"moved to PIK, other cell group, relocation"
"Tidak bisa dihubungi, leave group DATE, dan WA saya diblock. Tidak pernah datang DATE lagi sekitar 4 bulan (dari awal 2023)",batch : 16 of 48 row: 7,tidak_ada_respon,95%,"tidak dihubungi, blocked, 4 bulan"
date is moving to a new location with offline meetings.,batch : 16 of 48 row: 8,alasan_DATE,80%,"moving location, offline meetings, DATE change"
date is moving to a new location with offline meetings,batch : 16 of 48 row: 9,alasan_DATE,80%,"moving location, offline meetings, DATE change"
"DM meminta untuk keluar karena merasa sharing mengenai pekerjaan tidak sesuai dengan profesi sekarang, dan memerlukan komunitas yang aktif juga membantu lingkungan sekitar dan orang-orang berkebutuhan",batch : 16 of 48 row: 10,perbedaan_musim_kehidupan,75%,"profesi baru, komunitas berbeda, perubahan karier"
"Proses ganti kategori DATE, date member mau mencari Date baru secara mandiri, jadi minta untuk di remove dari Date",batch : 17 of 48 row: 1,alasan_DATE,95%,"ganti kategori DATE, remove dari Date, mencari Date baru"
Rendy mau pindah ke Date Married Couple daerah BSD,batch : 17 of 48 row: 2,alasan_DATE,90%,"pindah ke Date, Married Couple, BSD"
DM ybs pindah ke Singapore utk pekerjaan,batch : 17 of 48 row: 3,lokasi,95%,"pindah, Singapore, pekerjaan"
pindah date yang lebih relevant baik dari environment dan wilayah,batch : 17 of 48 row: 4,alasan_DATE,85%,"pindah date, relevant, wilayah"
"Husband of Putri, but not date in Sudirman Park 12",batch : 17 of 48 row: 5,alasan_DATE,88%,"not date, Sudirman Park 12, husband"
Sudah tidak lagi date di Sudirman Park 12.,batch : 17 of 48 row: 6,alasan_DATE,92%,"tidak lagi date, Sudirman Park 12"
Move to other date (gading serpong 11),batch : 17 of 48 row: 7,alasan_DATE,93%,"Move to other date, gading serpong"
Pindah ke date pluit (koh cia) dimana istrinya sudah di date tsb. lama. juga lebih dekat dengan lokasi rumah,batch : 17 of 48 row: 8,alasan_DATE,88%,"Pindah ke date pluit, istri, lokasi rumah"
Sudah ikut calon suami ke gereja suami,batch : 17 of 48 row: 9,tertanam_di_gereja_lain,85%,"gereja suami, ikut calon suami, pindah gereja"
Sedang Sekolah lagi dan tidak date dulu,batch : 17 of 48 row: 10,perbedaan_musim_kehidupan,82%,"Sekolah lagi, tidak date, jenjang studi"
Not date member. The date member is only Dyana the spouse,batch : 18 of 48 row: 1,Admin,85%,"not date member, spouse only, administrative"
Date Member tidak pernah join & tidak merespon chat,batch : 18 of 48 row: 2,tidak_ada_respon,95%,"tidak pernah join, tidak merespon, missing"
Date Member tidak pernah join & tidak merespon chat,batch : 18 of 48 row: 3,tidak_ada_respon,95%,"tidak pernah join, tidak merespon, missing"
Date Member sudah pindah ke gereja istri,batch : 18 of 48 row: 4,tertanam_di_gereja_lain,90%,"pindah gereja, istri, gereja lain"
DM sudah tidak berdomisili di Jakarta,batch : 18 of 48 row: 5,lokasi,95%,"pindah, tidak berdomisili, Jakarta"
Date Member sudah tidak menjadi jemaat di JPCC,batch : 18 of 48 row: 6,tertanam_di_gereja_lain,85%,"tidak jemaat, JPCC, gereja lain"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 7,alasan_DATE,90%,"pindah DATE, DATE tutup, relokasi kelompok"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 8,alasan_DATE,90%,"pindah DATE, DATE tutup, relokasi kelompok"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 9,alasan_DATE,90%,"pindah DATE, DATE tutup, relokasi kelompok"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 18 of 48 row: 10,alasan_DATE,90%,"pindah DATE, DATE tutup, relokasi kelompok"
Akan pindah ke DATE lain karena DATE ini akan tutup.,batch : 19 of 48 row: 1,alasan_DATE,85%,"pindah DATE, DATE tutup, DATE lain"
Pindah ke DATE lain karena DATE ini akan ditutup,batch : 19 of 48 row: 2,alasan_DATE,85%,"pindah DATE, DATE ditutup, DATE lain"
Steve’s location (Kuningan) is too far from the DATE venue(BSD). Suggest to find a DATE near to Steve’s apartment.,batch : 19 of 48 row: 3,lokasi,90%,"lokasi jauh, relokasi, pindah tempat"
Ikut calon suami ke gereja lain.,batch : 19 of 48 row: 4,perbedaan_musim_kehidupan,88%,"menikah, calon suami, gereja lain"
tidak jadi tertanam di date jpcc. sedang visit ke gereja lain.,batch : 19 of 48 row: 5,tertanam_di_gereja_lain,82%,"visit gereja lain, tidak tertanam, gereja lain"
jadwal date clashed dengan pekerjaan. jarang hadir.,batch : 19 of 48 row: 6,waktu_tidak_sesuai,90%,"jadwal clash, pekerjaan, jarang hadir"
